Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Basket,https://www.crunchbase.com/organization/basket,Active,,"Apps, E-Commerce, Online Portals, Shopping","London, England, United Kingdom",Basket is the leading smart wishlist app and browser extension,"37,827","Europe, Middle East, and Africa (EMEA)",,,2021-01-01,year,,,,,For Profit,https://www.trybasket.com/,https://twitter.com/trybasket,https://business.facebook.com/trybasket/,https://www.linkedin.com/company/trybasket/,"Basket is a mobile shopping app and browser extension that lets users save any product/service from any online store to one place. Basket includes free price tracking, back in stock alerts and more. Basket is gunning to reimagine the online shopping experience globally.","Apps, Commerce and Shopping, Internet Services, Software",2,11-50,"Lex Deak, William Neill",4,Seed,2023-07-27,2500000,GBP,3198334,Seed,2500000,GBP,3198334,Seed,5947738,GBP,7788832,5947738,GBP,7788832,"Lightbank, SyndicateRoom, Crowdcube, Contrarian Thinking Capital, Dan Cobley",2,13,,,,,,,,,,,,,,Private,,,,,,,,,,,
Generative Engineering,https://www.crunchbase.com/organization/generative-engineering,Active,,"3D Technology, Generative AI, Simulation, Software","London, England, United Kingdom","A platform that generates, tests, and simulates thousands of different engineering designs. Parallel engineering.","38,379","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2021-11-01,day,,,,,For Profit,https://generative.vision/,,,https://www.linkedin.com/company/generativeengineering/,"Generative Engineering is a deep-tech startup with a unique platform that generates, tests, and simulates thousands of different engineering designs, all within a fraction of the time these processes take today. This parallel engineering will radically decrease product development time, enabling innovative designs for all real-world products.","Artificial Intelligence (AI), Hardware, Software",,11-50,,1,Seed,2023-11-22,4000000,EUR,4355159,Pre-Seed,4000000,EUR,4355159,Pre-Seed,4000000,EUR,4355159,4000000,EUR,4355159,"EQT Ventures, Join Capital",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
MannyAI,https://www.crunchbase.com/organization/pattern-project,Active,,"Apparel, Fashion, Manufacturing, Retail, Textiles","West Dulwich, Greenwich, United Kingdom",MannyAI is a fashiontech startup.,"38,454","Europe, Middle East, and Africa (EMEA)",7321 836,,2021-01-01,year,,,,,For Profit,https://www.manny-ai.com/,https://twitter.com/patternproj,https://www.facebook.com/patternproj/,https://www.linkedin.com/company/pattern-project/,MannyAI is a fashiontech startup.,"Clothing and Apparel, Commerce and Shopping, Design, Manufacturing",,1-10,,4,Seed,2024-11-20,1260000,EUR,1328771,Pre-Seed,1260000,EUR,1328771,Pre-Seed,1260000,EUR,1328771,1644094,USD,1644094,"Plug and Play, Dreamcraft Ventures, Innovate UK, Carbon13, Alante Capital",3,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Clearly.Earth,https://www.crunchbase.com/organization/clearly-c69d,Active,,"Information Technology, Mobile, Software","London, England, United Kingdom","AI driven SaaS platform for smarter mobility emission management for fleet owners, operators and customers.","38,769","Europe, Middle East, and Africa (EMEA)",EC4Y 7DL,,2021-03-01,day,,,,,For Profit,http://www.clearly.earth,,,,,"Information Technology, Mobile, Software",2,11-50,"Danielle Walsh, Pedro Baiz Villafranca",1,Seed,2024-08-13,3400000,GBP,4374279,Seed,3400000,GBP,4374279,Seed,3400000,GBP,4374279,3400000,GBP,4374279,"Next Gear Ventures, Pace Ventures, Nine Realms, Mobilion Ventures, M1720",2,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
RECRD,https://www.crunchbase.com/organization/vuebox-1daf,Active,,"Social Media, Social Network, Video Advertising, Video Streaming","London, England, United Kingdom",RECRD enables creators and users to transform their content into NFTs.,"38,775","Europe, Middle East, and Africa (EMEA)",EC2A 2EX,,2021-12-01,day,,,,,For Profit,https://recrd.com,,,https://www.linkedin.com/company/14404356,RECRD empowers producers and users to convert their material into NFTs and monetize it through dynamic video interactions.,"Advertising, Content and Publishing, Internet Services, Media and Entertainment, Sales and Marketing, Video",3,11-50,"Anoir Houmou, Dominic Frazer-Imregh, Widad Sbai",1,Seed,2024-07-12,4000000,USD,4000000,Seed,4000000,USD,4000000,Seed,4000000,USD,4000000,4000000,USD,4000000,"Sui Foundation, Alphabit Fund, DNA Fund, Mitch Lowe, Mitch Richmond",1,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Outverse,https://www.crunchbase.com/organization/outverse,Active,,"Internet, SaaS, Software, Technical Support","London, England, United Kingdom",AI agents for customer support,"39,246","Europe, Middle East, and Africa (EMEA)",EC2V 6DN,,2021-01-01,year,,,,,For Profit,http://www.outverse.com,https://twitter.com/outverse_,,https://www.linkedin.com/company/outverse,Deflect 80% of complex customer support tickets and handle the rest faster. Solve your toughest support challenges with AI agents.,"Information Technology, Internet Services, Other, Software",,11-50,,2,Seed,2023-07-11,6000000,USD,6000000,Seed,6000000,USD,6000000,Seed,7262910,USD,7262910,7262910,USD,7262910,"Wing Venture Capital, Everywhere Ventures, Notion Capital, Seedcamp, Connect Ventures",2,13,,,,,,,,,,,,,,Private,,,,,,,,,,,
Immersive Fox,https://www.crunchbase.com/organization/immersive-fox,Active,,"Artificial Intelligence (AI), Consulting, Software","London, England, United Kingdom",Immersive Fox creates AI-generated microlearning videos from any text for learning management systems and corporate communication.,"39,797","Europe, Middle East, and Africa (EMEA)",NW9 5NW,$1M to $10M,2021-05-13,day,,,,,For Profit,https://immersive-fox.tech,https://twitter.com/ImmersiveFoxLtd,,https://www.linkedin.com/company/immersive-fox-ltd/,Immersive Fox develops a text-to-video B2B service to generate video content for companies remotely. It also creates AI-generated microlearning videos from any text for learning management systems and corporate communication.,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",2,11-50,"Alisa Patotskaya, Stella Schuck",3,Seed,2023-07-04,2800000,GBP,3561041,Seed,2800000,GBP,3561041,Seed,2800000,GBP,3561041,2800000,GBP,3561041,"Altair, Redseed, Pretiosum Ventures, Monte Carlo Capital",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
ManholeMetrics,https://www.crunchbase.com/organization/manholemetrics,Active,,"Analytics, Hardware, Internet of Things, Software","London, England, United Kingdom",IoT sensor and software start-up on a mission to end flooding,"39,800","Europe, Middle East, and Africa (EMEA)",W11 2NE,,2021-07-22,day,,,,,For Profit,https://www.manholemetrics.com/,https://twitter.com/ManholeMetrics,,https://www.linkedin.com/company/manholemetrics,ManholeMetrics is an IoT sensor and software start-up on a mission to end flooding and bring wastewater into the 21st Century. We empower infrastructure asset owners and operators with the actionable data and insights needed to anticipate and proactively respond to flooding.,"Data and Analytics, Hardware, Internet Services, Software",,1-10,,2,Seed,2025-04-24,,,,Non-equity Assistance,302400,GBP,378750,Pre-Seed,302400,GBP,378750,302400,GBP,378750,"Ascension, Imagine H2O, Avonmore Developments",2,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
FlatPeak,https://www.crunchbase.com/organization/flatpeak,Active,,"Clean Energy, CleanTech, Developer APIs, Energy, Information Services, Information Technology, Renewable Energy, Software","London, England, United Kingdom",FlatPeak is an energy tariff and intelligence platform that enables device optimisation for the lowest cost and carbon energy.,"39,921","Europe, Middle East, and Africa (EMEA)",EC1N 8SS,,2021-01-01,year,,,,,For Profit,https://flatpeak.com,,,https://www.linkedin.com/company/flatpeak,"FlatPeak is an energy data and intelligence platform that connects device manufacturers to their customers’ real-time electricity tariff, empowering  optimisation for the lowest cost and carbon energy.","Energy, Information Technology, Software, Sustainability",2,11-50,"Alex Alenberg, Matthew Roderick",3,Seed,2024-12-01,3000000,EUR,3163202,Seed,3000000,EUR,3163202,Seed,3543202,USD,3543202,3543202,USD,3543202,"Fuel Ventures, 6 Degrees Capital, Seed X Liechtenstein AG",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Argus,https://www.crunchbase.com/organization/argus-1938,Active,,"B2B, Compliance, FinTech","London, England, United Kingdom",Argus develops a platform designed to automate the employee trade compliance process.,"40,498","Europe, Middle East, and Africa (EMEA)",W2 5HT,,2021-01-01,year,,,,,For Profit,https://tryargus.com,https://twitter.com/ArgusCompliance,,https://www.linkedin.com/company/arguscompliance,"Argus is an employee trade compliance platform that creates professional services firms or asset managers, banks, or fintech. Argus lets bankers, consultants, crypto natives, and others trade their liquid assets easily in line with employer compliance restrictions, enabling firms to automate internal compliance, shrinking back-office headcount and minimize risks.","Financial Services, Other, Professional Services",2,11-50,"Omar Amjad, Owen Rapaport",2,Seed,2022-12-06,2800000,USD,2800000,Seed,2800000,USD,2800000,Seed,2925000,USD,2925000,2925000,USD,2925000,"Y Combinator, Liquid 2 Ventures, CRV, Ron Zori",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Minimum,https://www.crunchbase.com/organization/minimum-1181,Active,,"Apps, Environmental Consulting, Software","London, England, United Kingdom","Minimum has developed an Enterprise-grade climate impact modelling system, specializing in serving large, complex, distributed enterprises.","40,846","Europe, Middle East, and Africa (EMEA)",,,2021-01-01,year,,,,,For Profit,https://www.minimum.eco/,https://twitter.com/minimumeco,https://www.facebook.com/pg/minimum.eco,https://www.linkedin.com/company/minimumeco,"Minimum provides a real-time platform that serves as a single source of truth for carbon accounting as well as a command and control hub for all carbon management activities. Its software complements a solid Carbon Accounting core with a comprehensive suite of capabilities, allowing an organization to easily meet its Carbon Management goals.","Apps, Professional Services, Software",3,11-50,"Chris Winchurch, Freddie Evans, Freddie Green",3,Seed,2022-08-01,,,,Seed,,,,Seed,2725000,USD,2725000,2725000,USD,2725000,"Y Combinator, Plug and Play, Octopus Ventures, DFF Ventures, VentureSouq",2,9,,,,,,,,,,,,,,Private,,,,,,,,,,,
Solvo.ai,https://www.crunchbase.com/organization/solvo-ai,Active,,"Air Transportation, Freight Service, Logistics, Machine Learning, Marine Transportation","London, England, United Kingdom",A human-influenced AI decision-making platform that helps carriers and freight forwarders improve pricing performance and ultimately yield,"40,903","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2021-01-01,year,,,,,For Profit,https://solvo.ai/,https://twitter.com/SolvoAI,,https://www.linkedin.com/company/solvo-ai/,"A human-influenced automated decision-making platform that helps carriers and freight forwarders improve their pricing performance and ultimately yield using machine learning and AI.  Our first SaaS product, a Price Optimisation Engine, enables Trade Management and Pricing Teams to adapt in real-time to changing market conditions and evolving customer needs, making it easier to set prices that align with business goals.","Artificial Intelligence (AI), Data and Analytics, Software, Transportation",2,11-50,"Dongho Kim, Gaurav Bajaj",1,Seed,2022-11-01,3500000,GBP,4021061,Seed,3500000,GBP,4021061,Seed,3500000,GBP,4021061,3500000,GBP,4021061,"Sequoia Capital, Speedinvest, Alumni Ventures, Frontline Ventures",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
RightHub,https://www.crunchbase.com/organization/righthub,Active,,Service Industry,"London, England, United Kingdom",RightHub is a collaborative and inclusive platform for managing and enforcing innovation and ideas.,"41,426","Europe, Middle East, and Africa (EMEA)",,$10M to $50M,2021-01-01,year,,,,,For Profit,https://www.righthub.com/,,,https://www.linkedin.com/company/righthubltd/,RightHub is a collaborative and inclusive platform for managing and enforcing innovation and ideas.,Other,3,51-100,"Jeppe Viinberg, Jon-James Kirtland, Toni Nijm",1,Seed,2023-03-14,15000000,USD,15000000,Seed,15000000,USD,15000000,Seed,15000000,USD,15000000,15000000,USD,15000000,"Firstminute Capital, Anker Capital",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
Hexens,https://www.crunchbase.com/organization/hexens,Active,,"Blockchain, Cyber Security","London, England, United Kingdom",State-of-the-art Cybersecurity,"41,490","Europe, Middle East, and Africa (EMEA)",WC2H 9JQ,$1M to $10M,2021-12-21,day,,,,,For Profit,https://hexens.io,https://twitter.com/hexensio,,https://www.linkedin.com/company/hexens/,"We go above and beyond expectations to secure digital assets and data. Our goal is to provide an incomparable experience when it comes to serving your cybersecurity needs. Regardless of the task, the Hexens approach will get you the results that you wouldn’t come across in the industry.","Blockchain and Cryptocurrency, Information Technology, Other, Privacy and Security",2,51-100,"Sipan Vardanyan, Vahe Karapetyan",1,Seed,2022-10-17,4200000,USD,4200000,Seed,4200000,USD,4200000,Seed,4200000,USD,4200000,4200000,USD,4200000,"Polygon, Delta Blockchain Fund, Chapter One, Acrobator Ventures, imToken",1,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Strike,https://www.crunchbase.com/organization/strike-8f4c,Active,,"Cyber Security, Information Technology, Network Security, Penetration Testing","London, England, United Kingdom",Securing worldwide enterprises by connecting them with top cybersecurity professionals through Continuous Pentesting.,"41,740","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2021-01-01,year,,,,,For Profit,https://strike.sh,,,https://www.linkedin.com/company/strike-sh,"Strike connects world-class ethical hackers from around the globe with companies through a platform that greatly enhances the efficiency and effectiveness of penetration testing. With Strike, companies can launch penetration tests in just 2 hours, monitor discovered vulnerabilities in real-time, and generate customizable PDF reports for compliance or potential customers within 10 seconds. Leading organizations such as Okta, Globant, DeliveryHero, and Santander Bank leverage our integrations with Jira, API, and Slack to efficiently manage vulnerabilities. They commend our exceptional quality, flexibility in updating the scopes of continuous assessments, and excellent communication. As we earned the trust of over 100 companies, we discovered that we were identifying 3x more critical vulnerabilities (with only a 1% false positive rate) compared to other providers. Recognizing that merely reporting vulnerabilities with suggested fixes was insufficient for ensuring security, we partnered with MIT for R&D to automate the retesting and fixing of vulnerabilities, including the business logic ones that pose significant risks.","Information Technology, Privacy and Security",1,51-100,Santiago Rosenblatt,4,Early Stage Venture,2025-03-26,13600000,USD,13600000,Series A,13600000,USD,13600000,Series A,19720000,USD,19720000,19720000,USD,19720000,"FJ Labs, VentureFriends, Canary, Latitud, FinTech Collective",3,15,,,,,,,,,,,,,,Private,,,,,,,,,,,
Ocula Technologies,https://www.crunchbase.com/organization/ocula-technologies,Active,,"Analytics, Predictive Analytics","Belfast, Belfast, United Kingdom",Ocula Technologies offers advanced analytics with our sustainable growth platform enabling brands and retailers to outperform competitors.,"42,694","Europe, Middle East, and Africa (EMEA)",BT1 6DN,$1M to $10M,2021-01-01,year,,,,,For Profit,https://ocula.tech,,,https://www.linkedin.com/company/ocula-technologies,Ocula Technologies offers advanced analytics with our sustainable growth platform enabling brands and retailers to outperform competitors.,"Artificial Intelligence (AI), Data and Analytics, Software",,11-50,,3,Early Stage Venture,2024-07-23,3250000,GBP,4192964,Series A,3250000,GBP,4192964,Series A,3250000,GBP,4192964,3250000,GBP,4192964,"Praetura Ventures, Lloyds Banking Group, Lloyds Bank, Castelnau Group",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Clear,https://www.crunchbase.com/organization/clear-6311,Active,,"Apps, Cosmetics, Debit Cards, E-Commerce, Information Technology, Market Research, Personal Health, Social Media, Software","London, England, United Kingdom","Clear is the #1 social skincare app available for free on iOS and Android - buy, track and share your skincare with Clear.","42,980","Europe, Middle East, and Africa (EMEA)",,,2021-01-01,month,,,,,For Profit,https://getclearapp.com,https://twitter.com/getclearapp,https://www.facebook.com/getclearapp,https://www.linkedin.com/company/clear-app,"Clear is fuelling innovation and empowering consumers in the skincare industry via data, technology and community.","Apps, Commerce and Shopping, Consumer Goods, Data and Analytics, Design, Financial Services, Health Care, Information Technology, Internet Services, Media and Entertainment, Payments, Software",1,1-10,Ahana Banerjee,2,Seed,2021-12-01,840000,USD,840000,Pre-Seed,840000,USD,840000,Pre-Seed,965000,USD,965000,965000,USD,965000,"Y Combinator, Pioneer Fund, Amino Capital, Mora Financial, Connie Chan",1,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
5Mins,https://www.crunchbase.com/organization/5mins,Active,,"Content Marketing, E-Learning","London, England, United Kingdom",5Mins s a gamified learning platform designed to help employees improve their skills.,"43,256","Europe, Middle East, and Africa (EMEA)",W1W7LT,$1M to $10M,2021-01-01,year,,,,,For Profit,https://www.5mins.ai,,https://www.facebook.com/5MinsApp,https://www.linkedin.com/company/5minsai,5Mins s a gamified learning platform designed to help employees improve their skills .It curates short-form video content from leading creators around the world and makes it available to teams and businesses via adaptive and gamified learning engine.,"Education, Sales and Marketing, Software",,11-50,,2,,2024-01-01,,,,Venture - Series Unknown,,,,Venture - Series Unknown,5000000,GBP,5756350,5000000,GBP,5756350,"Portfolio Ventures, Blue Lion, AlbionVC, Redbus Ventures, Chalfen Ventures",1,37,,,,,,,,,,,,,,Private,,,,,,,,,,,
Lottielab,https://www.crunchbase.com/organization/lottielab,Active,,"Android, Animation, Mobile Apps","London, England, United Kingdom",Lottielab is an animation editor for design and tech teams.,"43,791","Europe, Middle East, and Africa (EMEA)",SE16 4DG,,2021-07-12,day,,,,,For Profit,https://www.lottielab.com,https://twitter.com/LottielabHQ,,https://www.linkedin.com/company/lottielab/,"Lottielab is a modern motion design tool built for the web. It natively supports import and export of Lottie files, the industry standard for vector animation. Letting users deploy tiny, efficient animations to websites and apps.","Apps, Media and Entertainment, Mobile, Platforms, Software, Video",2,1-10,"Alistair Thomson, Andrew Mayowa Ologunebi",1,Seed,2022-04-27,4000000,USD,4000000,Seed,4000000,USD,4000000,Seed,4000000,USD,4000000,4000000,USD,4000000,"The Twenty Minute VC, Entrepreneurs First, Point Nine, Anthony Casalena, Josh Buckley",1,11,,,,,,,,,,,,,,Private,,,,,,,,,,,
Gigged.AI,https://www.crunchbase.com/organization/gigged-ai,Active,,"Artificial Intelligence (AI), Computer, Human Resources, Recruiting, SaaS, Software","Glasgow, Glasgow City, United Kingdom",Gigged.AI is a AI-driven talent platform for quickly recruiting tech talent.,"43,913","Europe, Middle East, and Africa (EMEA)",G2 3BZ,$1M to $10M,2021-07-01,month,,,,,For Profit,https://gigged.ai/,https://twitter.com/gigged_ai,https://www.facebook.com/giggedai/,https://www.linkedin.com/company/giggedai/people/,Gigged.AI is an innovative digital talent sourcing and onboarding platform.,"Administrative Services, Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Professional Services, Science and Engineering, Software",2,11-50,"Craig Short, Rich Wilson",4,Seed,2023-01-16,1600000,GBP,1953352,Seed,1600000,GBP,1953352,Seed,2200000,GBP,2761551,2395000,GBP,3011753,"Par Equity, Scottish Enterprise, Techstart Ventures, Nile HQ, The Sustainable Innovation Fund",4,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
KARRI,https://www.crunchbase.com/organization/karri-io,Active,,"Consumer Goods, EdTech, Family","London, England, United Kingdom","A modern, data-enabled device for kids 4-10 offering a screen-free device for children and easy to use smartphone apps for parents","44,816","Europe, Middle East, and Africa (EMEA)",EC4V 4BE,,2021-12-01,month,,,,,For Profit,https://karri.io/,https://twitter.com/PeteCliffo79899,https://www.facebook.com/profile.php?id=100064054421412,https://www.linkedin.com/company/karri-io/,"Karri is a modern, data-enabled device for kids aged 4-10, which offers a screen-free device for children and easy to use smartphone apps for parents. Children can send a message by simply pushing the button on their Karri. Parents can receive and send messages back via your app and see where they are via GPS tracking.","Community and Lifestyle, Consumer Goods, Education, Software",1,11-50,Pete Clifford,1,Seed,2024-05-22,2100000,GBP,2671314,Pre-Seed,2100000,GBP,2671314,Pre-Seed,2100000,GBP,2671314,2100000,GBP,2671314,"468 Capital, Emerge, Verena Pausder, Hakan Koc, Michael Hurnaus",2,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
Lune Climate,https://www.crunchbase.com/organization/lune-climate,Active,,"GreenTech, Information Services, Information Technology, Software, Sustainability","London, England, United Kingdom",Lune Climate offers the API for emissions calculations and carbon removal.,"44,951","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2021-01-01,year,,,,,For Profit,https://lune.co,https://twitter.com/luneclimate,,https://www.linkedin.com/company/lune-climate/,"Lune Climate claims delivering climate impact initiatives is seen as a cost center and huge undertaking. However, Lune aims to provide API and software tools to simplify the ability for businesses to integrate climate impact into their customer experience, starting with carbon emissions calculations and carbon removal.","Information Technology, Software, Sustainability",2,11-50,"Erik Stadigh, Roberto Bruggemann",1,Seed,2022-03-21,4000000,USD,4000000,Seed,4000000,USD,4000000,Seed,4000000,USD,4000000,4000000,USD,4000000,"Crane Venture Partners, Unruly Capital, Fredrik Hjelm, Tony Jamous, Maximilian Tayenthal",1,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Stanhope AI,https://www.crunchbase.com/organization/stanhope-ai,Active,,IT Management,"London, England, United Kingdom",Stanhope AI instructs machines and robots on how to make decisions in the actual world.,"45,066","Europe, Middle East, and Africa (EMEA)",EC2M 1NH,,2021-01-01,year,,,,,For Profit,https://www.stanhopeai.com/,,,https://www.linkedin.com/company/stanhope-ai/,"Stanhope AI teaches robots and machines how to make decisions in the real world, with a particular focus on allowing them to tackle situations in which they have received no training.",Information Technology,2,11-50,"Biswa Sengupta, Rosalyn Moran",2,Seed,2024-04-24,,,,Non-equity Assistance,2300000,GBP,2943529,Seed,2300000,GBP,2943529,2300000,GBP,2943529,"MMC Ventures, Moonfire Ventures, Creator Fund, UCL Technology Fund, Rockmount Capital",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
Byte Trading,https://www.crunchbase.com/organization/byte-trading,Active,,"Cryptocurrency, Finance, Financial Services, Information Technology, Software","London, England, United Kingdom",Byte is an algorithmic market maker in digital assets.,"45,127","Europe, Middle East, and Africa (EMEA)",,,2021-01-01,year,2025-02-14,day,,,For Profit,https://byte-trading.com/,https://twitter.com/byte_trading,,https://www.linkedin.com/company/byte-trading/,Byte is an algorithmic market maker in digital assets. We create liquid and efficient markets on centralized and decentralized exchanges.,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Payments, Software",,1-10,,2,M&A,2022-01-22,7000000,USD,7000000,Seed,7000000,USD,7000000,Seed,7650630,USD,7650630,7650630,USD,7650630,"redalpine, L1D, Possible Ventures, D4 Ventures",2,4,,Was Acquired,Byte Trading acquired by Hex Trust,https://www.crunchbase.com/acquisition/hex-trust-acquires-byte-trading--7827377d,Hex Trust,https://www.crunchbase.com/organization/hex-trust,2025-02-14,day,,,,Acquisition,,Private,,,,,,,,,,,
Pillar,https://www.crunchbase.com/organization/pillar-8c2c,Active,,"Credit, Credit Cards, Financial Services, FinTech","Peterborough, Peterborough, United Kingdom",Credit cards and international credit scoring. Building the foundations you need to unlock unsecured credit around the globe.,"45,191","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2021-01-01,year,,,,,For Profit,https://www.hellopillar.com,https://twitter.com/PillarTweets,https://www.facebook.com/PillarPosts,https://www.linkedin.com/company/hellopillar,"Pillar is an all-in-one mobile platform helping global citizens break down credit borders. Credit histories are siloed from country to country making it hard for the nomads of this world to access new financial products when settling in a new country. Pillar's credit cards are designed for people with little to no credit score, such as expats settling in a new country.","Financial Services, Lending and Investments, Payments",1,1-10,Ashutosh Bhatt,1,Seed,2022-04-21,13000000,GBP,16932000,Pre-Seed,13000000,GBP,16932000,Pre-Seed,13000000,GBP,16932000,13000000,GBP,16932000,"BACKED VC, Global Founders Capital, Oliver Jung, Peter Briffett, Portman Wills",2,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
SigmaOS,https://www.crunchbase.com/organization/sigmaos,Active,,"Computer, Software","London, England, United Kingdom",The new home for your internet.,"46,329","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2021-01-01,year,,,,,For Profit,https://sigmaos.com/,https://twitter.com/sigmaos,,https://www.linkedin.com/company/sigmaos/,"SigmaOS is a new type of browser designed for founders, researchers, and content creators to make it better and faster to work on the web.","Consumer Electronics, Hardware, Software",3,1-10,"Ali Attar, Mahyad Ghassemibouyaghchi, Saurav Mitra",2,Seed,2022-11-16,4000000,USD,4000000,Seed,4000000,USD,4000000,Seed,4125000,USD,4125000,4125000,USD,4125000,"Y Combinator, LocalGlobe, 7percent Ventures, Moonfire Ventures, Pioneer Fund",1,11,,,,,,,,,,,,,,Private,,,,,,,,,,,
Adamo Foods,https://www.crunchbase.com/organization/adamo-foods,Active,,"Alternative Protein, Food and Beverage, Manufacturing, Organic Food","London, England, United Kingdom",Revolutionising our food system by creating sustainable & ultra-realistic alternatives to meat whole-cuts.,"46,396","Europe, Middle East, and Africa (EMEA)",,,2021-09-01,month,,,,,For Profit,https://www.adamofoods.com,https://twitter.com/AdamoFoods,https://www.facebook.com/adamofood,https://www.linkedin.com/company/adamo-foods,Adamo Food is a UK-based food tech company developing plant-based whole-cut meats using proprietary fermentation technology combined with mycelium.,"Food and Beverage, Manufacturing",,11-50,,5,Seed,2024-08-12,2500000,USD,2500000,Seed,2500000,USD,2500000,Seed,4414865,USD,4414865,5034865,USD,5034865,"SFC Capital, Innovate UK, Katapult, UK Research and Innovation, UK Innovation & Science Seed Fund",5,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Exchange Art,https://www.crunchbase.com/organization/exchange-art,Active,,"Art, Blockchain, Digital Media, Marketplace","London, England, United Kingdom",First and Only Multichain Art-Focused Marketplace powering the creator economy in the digital world,"46,869","Europe, Middle East, and Africa (EMEA)",SE1 3ER,$1B to $10B,2021-10-01,day,,,,,For Profit,https://exchange.art,https://twitter.com/exchgart,,https://www.linkedin.com/company/exchange-art/,"Exchange provides a home to creators of digital art worldwide. With users from over 150 countries we have been able to put more than $25M back in the hands of the creators. Together, we help change lives by giving creators the tools they need to create, manage, facilitate commerce and grow their audience. Join us in powering the creator economy in the digital world - are you ready?","Blockchain and Cryptocurrency, Commerce and Shopping, Media and Entertainment, Other",9,11-50,"Adam Karren, Alex Fleseriu, Andrei Balici, Gustavo Milstein, Horia Stanciu, Larisa Barbu, Paul James, Roberto Malutan, Tiberiu Oprea",1,Seed,2022-09-07,3240000,USD,3240000,Seed,3240000,USD,3240000,Seed,3240000,USD,3240000,3240000,USD,3240000,"Big Brain Holdings, Cultur3 Capital, Cozomo De’Medici, Vandelay Ventures",,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Kanna Health,https://www.crunchbase.com/organization/kanna-health,Active,,Biotechnology,"Sevenoaks, Kent, United Kingdom",Developing novel therapeutics from the kanna plant,"46,914","Europe, Middle East, and Africa (EMEA)",TN13 1LZ,,2021-04-14,day,,,,,For Profit,https://www.kanna.health/,,,https://www.linkedin.com/company/72168730/,"Kanna Health is a preclinical stage company that is developing novel therapeutics based on kanna, also known as Sceletium tortuosum. Kanna is a medicinal succulent that has been used for centuries by the San hunter-gatherers of South Africa.","Biotechnology, Science and Engineering",2,11-50,"John Boghossian, Ryan Protzko",2,Seed,2022-05-15,3100000,GBP,3799695,Convertible Note,4500000,GBP,6157349,Pre-Seed,4500000,GBP,6157349,7600000,GBP,9957044,"Palo Santo Fund, re.Mind Capital, Empath Ventures, WPSS.bio, Neo Kuma Ventures",,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
