Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Soapbox Labs,https://www.crunchbase.com/organization/soapbox-labs,Active,,"Artificial Intelligence (AI), Audio, Children, Machine Learning, Natural Language Processing, Smart Home, Software, Speech Recognition, Wearables","Dublin, Dublin, Ireland","SoapBox Labs privacy-first speech recognition software delivers voice-enabled experiences for kids of all ages, accents, and dialects.","23,247","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2013-01-01,year,2023-11-29,day,,,For Profit,http://soapboxlabs.com/,https://twitter.com/soapboxlabs,https://www.facebook.com/soapboxlabs/,https://www.linkedin.com/company/soapbox-labs,"SoapBox Labs has developed child-specific speech technology that creates highly accurate, age-appropriate and safe voice-enabled experiences for children. SoapBox Labs' technology is integrated across a range of application areas including toys, gaming, robotics, AR/VR as well as Education (reading and English Language Learning).  Technology is fully COPPA and GDPR compliant - offering deep learning speech recognition based online and offline (embedded) solutions in multiple languages.","Artificial Intelligence (AI), Community and Lifestyle, Consumer Electronics, Data and Analytics, Hardware, Media and Entertainment, Music and Audio, Real Estate, Science and Engineering, Software",1,11-50,Patricia Scanlon,5,M&A,2023-07-17,,,,Grant,5800000,EUR,6307502,Series A,11777502,USD,11777502,11777502,USD,11777502,"Bill & Melinda Gates Foundation, Enterprise Ireland, Elkstone Capital Partners, Astia Angels, EASME",4,7,,Was Acquired,Soapbox Labs acquired by Curriculum Associates,https://www.crunchbase.com/acquisition/curriculum-associates-inc-acquires-soapbox-labs--9e669199,Curriculum Associates,https://www.crunchbase.com/organization/curriculum-associates-inc,2023-11-29,day,,,,Acquisition,,Private,,,,,,,,,,,
Kerno,https://www.crunchbase.com/organization/kerno-io,Active,,"Application Performance Management, Cloud Security, Software","Dublin, Dublin, Ireland",Agentic Observability Platform,"24,355","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2021-09-16,day,,,,,For Profit,https://www.kerno.io/,https://twitter.com/KernoHQ,,https://www.linkedin.com/company/kernoio/,"Kerno is the world's first Agentic Native Observability platform that combines eBPF and application graphRAG technology to generate precision context and tools for developers and co-pilots. It automates the entire lifecycle of observability setup into a single command, helping Ops teams reclaim ,000s of engineering hours while reducing running costs.","Data and Analytics, Information Technology, Privacy and Security, Software",3,1-10,"Karim Traiaia, Sean Madigan, Vladimir Romanov",1,Seed,2023-12-21,1690000,EUR,1860072,Seed,1690000,EUR,1860072,Seed,1690000,EUR,1860072,1690000,EUR,1860072,"Elkstone Capital Partners, MMC Ventures, Sean Mullaney, Stephan Schulze",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Ronspot,https://www.crunchbase.com/organization/ronspot,Active,,Office Administration,"Galway, Galway, Ireland",Ronspot creates a workplace management solution that facilitates hybrid working while also increasing workplace efficiency.,"24,607","European Union (EU), Europe, Middle East, and Africa (EMEA)",H91 DCH9,$1M to $10M,2018-01-01,year,,,,,For Profit,https://ronspotflexwork.com/,https://twitter.com/ronspotflexwork,https://www.facebook.com/Ronspotflexwork/,https://www.linkedin.com/company/ronspot/,"Ronspot creates a workplace management solution that facilitates hybrid working while also increasing workplace efficiency. The Ronspot cloud-based application allows users to book car and bicycle parking, hot desks, and meeting rooms, as well as manage visitor requirements and other resources such as lockers. Users can view real-time availability as well as their colleagues' bookings.",Administrative Services,,11-50,,1,Seed,2022-09-02,1100000,EUR,1094830,Seed,1100000,EUR,1094830,Seed,1100000,EUR,1094830,1100000,EUR,1094830,"Enterprise Ireland, HBAN, Furthr VC",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Zerve AI,https://www.crunchbase.com/organization/zerve-a73c,Active,,"Analytics, Artificial Intelligence (AI), Developer Tools","Limerick, Limerick, Ireland",A Unified Developer Space for Data Science & AI,"24,981","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2021-05-05,day,,,,,For Profit,http://zerve.ai/,,,https://www.linkedin.com/company/zerve-io,"Zerve’s Data Science Development Environment gives data science and ML teams a unified space to explore, collaborate, build and deploy data science & AI projects like never before. Merging the best of a notebook and an IDE into one integrated coding environment, experts can explore their data and write stable code at the same time with fully automated cloud infrastructure.","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",3,11-50,"Greg Michaelson, Jason Hillary, Phily Hayes",4,Seed,2024-10-17,7000000,EUR,7580434,Seed,7000000,EUR,7580434,Seed,10500000,EUR,11422792,10500000,EUR,11422792,"Elkstone Capital Partners, Paladin Capital Group, Intel Ignite, Hartnett Enterprise Acceleration Centre, Daniel Stefanic",3,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
Akara Robotics,https://www.crunchbase.com/organization/akara-robotics,Active,,"Artificial Intelligence (AI), Health Care, Hospital, Robotics","Dublin, Dublin, Ireland",Akara Robotics develops AI-powered technology to help hospitals reduce downtime and increase capacity,"25,228","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2019-01-01,year,,,,,For Profit,https://www.akara.ai,https://twitter.com/akara_robotics?lang=en,,https://www.linkedin.com/company/akara-robotics,"At Akara, we build robots and process automation to streamline cleaning operations in healthcare facilities leading to reduced room downtime, reduced staffing requirements, and increased profitability for facility management companies.","Artificial Intelligence (AI), Data and Analytics, Hardware, Health Care, Science and Engineering, Software",,1-10,,3,Seed,2024-04-01,2500000,EUR,2684131,Pre-Seed,2500000,EUR,2684131,Pre-Seed,2750000,EUR,2960344,5200689,EUR,5801660,"European Innovation Council, Atlantic Bridge, Act Venture Capital, Growing Capital",,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Meili,https://www.crunchbase.com/organization/meili,Active,,"Air Transportation, Information Technology, Travel","Dublin, Dublin, Ireland",Meili is a built technology that allows mobility company to interact with travel partners offering a frictionless consumer experience.,"26,431","European Union (EU), Europe, Middle East, and Africa (EMEA)",D04V2P1,,2021-01-01,year,,,,,For Profit,https://www.meili.travel,,,https://www.linkedin.com/company/meilitravel,,"Information Technology, Transportation, Travel and Tourism",,11-50,,1,Seed,2024-12-12,8100000,EUR,8483576,Seed,8100000,EUR,8483576,Seed,8100000,EUR,8483576,8100000,EUR,8483576,"Schooner Capital, Tribal.vc",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
CroíValve,https://www.crunchbase.com/organization/croívalve,Active,,Medical Device,"Dublin, Dublin, Ireland","CroíValve is a developed safe, effective, easy to use, percutaneous solution company.","27,063","European Union (EU), Europe, Middle East, and Africa (EMEA)",D01 YX93,Less than $1M,2016-01-01,year,,,,,For Profit,http://www.croivalve.com/,https://twitter.com/croivalve,,https://www.linkedin.com/company/croivalve/,"CroíValve is a  developed a safe, effective, easy to use, percutaneous solution for treating all patients with severe Tricuspid Regurgitation",Health Care,3,1-10,"Lucy O'Keeffe, Martin Quinn, Paul Heneghan",7,Early Stage Venture,2024-08-07,16000000,USD,16000000,Series B,16000000,USD,16000000,Series B,30411292,USD,30411292,33175375,USD,33175375,"Enterprise Ireland, SOSV, Elkstone Capital Partners, IAG Capital Partners, HBAN",5,15,,,,,,,,,,,,,,Private,,,,,,,,,,,
TechMet,https://www.crunchbase.com/organization/techmet-limited,Active,,"Energy, Mineral, Mining, Renewable Energy","Dublin, Dublin, Ireland",TechMet is a critical minerals investment company that builds projects to ensure a stable and sustainable supply of key metals.,"27,611","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2017-01-01,year,,,,,For Profit,https://www.techmet.ie,,,https://www.linkedin.com/company/techmet-ltd,"TechMet is a private industrial company that is building projects to secure the supply of key metals. TechMet focuses on metals that are essential for various advanced technologies, such as electric vehicles, renewable energy systems, and energy storage devices. The company's primary goal is to ensure a stable and sustainable supply of these critical metals, which are often subject to supply chain challenges due to their importance in emerging technologies. TechMet's investments and projects cover various stages of the metal supply chain, including mining, processing, refining, and recycling. TechMet currently holds interests in both production and development assets in Africa, North America, and South America.","Energy, Natural Resources, Sustainability",1,11-50,Brian Menell,7,Private Equity,2024-08-07,180000000,USD,180000000,Private Equity,180000000,USD,180000000,Private Equity,551500000,USD,551500000,551500000,USD,551500000,"S2G Investments, U.S. International Development Finance Corp, Mercuria, Qatar Investment Authority, Ruttenberg Gordon Investments",4,9,,,,,,,,,,,,,,Private,,,,,,,,,,,
AYLIEN,https://www.crunchbase.com/organization/aylien,Active,,"Artificial Intelligence (AI), Big Data, Machine Learning, Natural Language Processing, Text Analytics","Dublin, Dublin, Ireland",AYLIEN is an artificial intelligence startup that focuses on creating technologies that help machines understand human languages better.,"27,797","European Union (EU), Europe, Middle East, and Africa (EMEA)",Dublin 7,$1M to $10M,2010-01-01,year,2023-02-27,day,,,For Profit,http://aylien.com,http://twitter.com/_aylien,http://www.facebook.com/aylieninc,http://www.linkedin.com/company/1195911,"Aylien is an artificial intelligence startup that focuses on creating technologies that help machines understand human languages better. The firm provides Text Analysis and News API's that allow users to make sense of human-generated content at scale. AYLIEN also provides a range of content analysis solutions to developers, data scientists, marketers and academics. Their core offerings include packages of information retrieval, machine learning, natural language processing and image recognition APIs.","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1,11-50,Parsa Ghaffari,8,M&A,2021-09-02,,,,Convertible Note,5000000,EUR,5538601,Series A,9333896,USD,9333896,9333896,USD,9333896,"Enterprise Ireland, SOSV, Finch Capital, Atlantic Bridge University Fund, Parsa Ghaffari",3,5,,Was Acquired,AYLIEN acquired by Quantexa,https://www.crunchbase.com/acquisition/quantexa-acquires-aylien--a1117ac9,Quantexa,https://www.crunchbase.com/organization/quantexa,2023-02-27,day,,,,Acquisition,,Private,,,,,,,,,,,1
Retrograde,https://www.crunchbase.com/organization/retrograde-f6ba,Active,,"Software, Web Development","Dublin, Dublin, Ireland",Retrograde is a Software Development company.,"28,070","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2023-11-01,month,,,,,For Profit,https://getretrograde.com/,,,https://www.linkedin.com/company/retrograde-ai/about/,,Software,1,1-10,Jake Browne,1,Seed,2024-09-02,1800000,EUR,1992330,Pre-Seed,1800000,EUR,1992330,Pre-Seed,1800000,EUR,1992330,1800000,EUR,1992330,"Elkstone Capital Partners, CircleRock Capital, Jack Pierse",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Micron AgriTech,https://www.crunchbase.com/organization/micron-agritech,Active,,"AgTech, Health Care, Test and Measurement, Veterinary","Dublin, Dublin, Ireland",Micron AgriTech develops a portable testing kit that enables farmers or vets to detect parasitic infections in cattle instantly.,"28,174","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2020-01-01,year,,,,,For Profit,https://micronagritech.com/,https://twitter.com/MicronAgritech,https://www.facebook.com/micronagritech/,https://www.linkedin.com/company/micron-agritech/,"Micron AgriTech develops a portable testing kit called Tástáil, that enables farmers or vets to detect parasitic infections in cattle instantly. It allows for the reduction of animal dosing which will reduce the risk posed by antimicrobial resistance to the global population. Samples are analyzed via the Tástáil app through a revolutionary machine learning process. This saves time and reduces spending on medication.","Agriculture and Farming, Data and Analytics, Health Care",4,11-50,"Daniel Izquierdo, Jose Lopez, Sean Smith, Tara McElligott",3,Seed,2023-09-18,2700000,EUR,2886839,Seed,2700000,EUR,2886839,Seed,3200000,EUR,3492290,3200000,EUR,3492290,"Enterprise Ireland, Atlantic Bridge, The Yield Lab Europe, Act Venture Capital, Bimeda Ireland",5,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Bounce Insights,https://www.crunchbase.com/organization/bounce-insights,Active,,Consumer Research,"Dublin, Dublin, Ireland",Bounce Insights is a digital consumer research platform.,"28,428","European Union (EU), Europe, Middle East, and Africa (EMEA)",D02 FK19,$1M to $10M,2019-01-01,year,,,,,For Profit,https://bounceinsights.com,https://twitter.com/bounceinsights,https://www.facebook.com/bounceinsights,https://www.linkedin.com/company/bounceinsights,"Bounce Insights is a digital consumer research platform. It provides a direct link between brands and any consumer they needed to speak to by maintaining a community of active, engaged respondents on their mobile app.","Data and Analytics, Design",,11-50,,4,Seed,2024-12-04,4500000,USD,4500000,Seed,4500000,USD,4500000,Seed,6469669,USD,6469669,6469669,USD,6469669,"Enterprise Ireland, Act Venture Capital, Irrus Investments, Digital Irish Venture Fund, Anne Herarty",1,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
Output Sports,https://www.crunchbase.com/organization/output-sports,Active,,"Sports, Test and Measurement","Dublin, Dublin, Ireland",Output Sports operates as a sports tech start-up.,"29,148","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2017-01-01,year,,,,,For Profit,https://www.outputsports.com/,https://twitter.com/OutputSports,,https://www.linkedin.com/company/output-sports/about/,Output Sports operates as a sports tech start-up. We are revolutionizing the way athletic staff optimize sports performance. Using advanced signal processing and machine learning techniques we have developed an end-to-end solution that can test multiple components of athletic performance and track training programmes with a single wearable sensor.,"Data and Analytics, Sports",3,11-50,"Darragh Whelan, Julian Eberle, Martin O'Reilly",3,Seed,2025-01-30,4800000,USD,4800000,Seed,4800000,USD,4800000,Seed,8829696,USD,8829696,8829696,USD,8829696,"Enterprise Ireland, Atlantic Bridge, APEX Capital, Elkstone Capital Partners, Uni.Fund",2,11,,,,,,,,,,,,,,Private,,,,,,,,,,,
Corlytics,https://www.crunchbase.com/organization/corlytics,Active,,"Compliance, Financial Services, FinTech, Risk Management","Dublin, Dublin, Ireland","Corlytics specializes in risk intelligence, analytics, compliance, and monitoring services for the legal and auditing sectors.","29,564","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$10M to $50M,2013-01-01,year,2024-04-09,day,,,For Profit,http://corlytics.com,https://www.twitter.com/corlytics,https://www.facebook.com/corlytics,https://www.linkedin.com/company/corlytics,"Corlytics is the world leader in regulatory risk intelligence. Positive regulatory outcomes are of enormous benefit to regulators, regulated firms and their clients. Corlytics uniquely analyses enforcement data and other important regulatory information. This helps all stakeholders achieve better regulatory planning and execution, by providing evidence-based intelligence. We do this by providing a unique multidisciplinary team of legal analysts, risk professionals and data scientists. Our intelligence is used by regulators, financial institutions and their advisors on a global basis. Working in partnership with regulators and eminent financial institutions globally. We will enable a more transparent and stable financial system through greater regulatory compliance. By delivering world-class regulatory risk data and analytics, we empower our partners to make transformational, informed, positive choices. Corlytics operates as a trusted strategic partner to banks and financial institutions globally. Set up in 2013, the Corlytics team has understood from the beginning that to restore trust and build transparency in global finance system, intelligence needs to be developed for multiple players. Data needs to be understood by different departments within financial houses. The lawyers in compliance and the mathematicians in risk. The market and the regulators need the same view.","Financial Services, Professional Services",1,11-50,John Byrne,4,M&A,2020-02-03,10000000,EUR,11062999,Venture - Series Unknown,10000000,EUR,11062999,Venture - Series Unknown,24000000,EUR,26686817,24000000,EUR,26686817,"Kernel Capital, Disruptive Technologies Innovation Fund, Infinity Capital",1,3,3,"Made Acquisitions, Was Acquired",Corlytics acquired by Verdane,https://www.crunchbase.com/acquisition/verdane-acquires-corlytics--f32ae878,Verdane,https://www.crunchbase.com/organization/verdane,2024-04-09,day,,,,Acquisition,,Private,,,,,,,,,,,
inspeq ai,https://www.crunchbase.com/organization/inspeq-ai,Active,,"Artificial Intelligence (AI), Information Technology, Software","Dublin, Dublin, Ireland",Enterprise ready LLM Ops platform to evaluate and improve your AI applications,"30,329","European Union (EU), Europe, Middle East, and Africa (EMEA)",D01 Y6H7,,2023-11-01,month,,,,,For Profit,https://www.inspeq.ai,,,https://www.linkedin.com/company/inspeq-ai,Inspeq AI is the most comprehensive platform to help organisations identify issues and fix them throughout the LLM lifecycle to ensure  ensure AI Reliability and Trustworthiness.,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",1,1-10,Apoorva Kumar,2,Seed,2024-05-28,91300000,INR,1097266,Seed,91300000,INR,1097266,Seed,1206079,USD,1206079,1206079,USD,1206079,"Plug and Play, Founders Fund, Delta Partners, Sure Valley Ventures, Founders Accelerator",2,13,,,,,,,,,,,,,,Private,,,,,,,,,,,
Oblivious,https://www.crunchbase.com/organization/oblivious,Active,,"Privacy, Security, Software","Dublin, Dublin, Ireland",Oblivious builds tools to allow you to use your sensitive data with internal and external partners while keeping it private and secure.,"30,515","European Union (EU), Europe, Middle East, and Africa (EMEA)",D04 V2P1,,2020-03-01,month,,,,,For Profit,https://www.oblivious.ai,,,https://www.linkedin.com/company/oblivious,"Oblivious makes it simple to deploy your servers to enclaves and securely connect to them via a native client direct-proxy. Payload encryption is maintained end-to-end, so you don't have to trust the enclave's host. When a client connects to the enclave, this attestation document is exchanged via a secure handshake, authorizing the user and certifying that the enclave is performing as expected.","Privacy and Security, Software",2,11-50,"Jack Fitzsimons, Robert Pisarczyk",2,Seed,2023-04-17,5350000,EUR,5844663,Seed,5350000,EUR,5844663,Seed,6894663,USD,6894663,6894663,USD,6894663,"Hustle Fund, Atlantic Bridge, NAP, Act Venture Capital, Firestreak Ventures",3,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
MixRift,https://www.crunchbase.com/organization/mixrift,Active,,"Gaming, Leisure, Video Games","Dublin, Dublin, Ireland",MixRift is a gaming company that specializes in designing and developing interactive and mixed-reality gaming experiences.,"30,788","European Union (EU), Europe, Middle East, and Africa (EMEA)",D02 HX96,,2023-01-01,year,,,,,For Profit,https://www.mixrift.com/,,,https://www.linkedin.com/company/mixrift/,,"Community and Lifestyle, Gaming",,1-10,,2,Seed,2024-08-07,1400000,EUR,1529849,Pre-Seed,1400000,EUR,1529849,Pre-Seed,1400000,EUR,1529849,1400000,EUR,1529849,"SOSV, Underline Ventures, Outsized Ventures",3,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Provizio,https://www.crunchbase.com/organization/provizio,Active,,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Machine Learning, Sensor, Software","Limerick, Limerick, Ireland",Provizio is an accident prevention technology company that uses AI software and a five-dimensional sensory platform to prevent accidents.,"31,534","European Union (EU), Europe, Middle East, and Africa (EMEA)",V94 VY47,$1M to $10M,2019-08-01,day,,,,,For Profit,https://www.provizio.ai,,,https://www.linkedin.com/company/proviz-io/,"Provizio develops an accident prevention platform that embeds safety-first thinking to radically transform vehicle safety. They perceive, predict, and prevent automotive accidents in real-time using proprietary long-range imaging sensors and AI on-the-edge. The company was founded in 2019 and is headquartered in Limerick, Ireland.","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",6,11-50,"Barry Lunn, Denver Humphrey, Eamonn Bolannd, Luke Curley, Peter Ludlow, Steve Christie",1,Seed,2020-11-05,6200000,USD,6200000,Seed,6200000,USD,6200000,Seed,6200000,USD,6200000,6200000,USD,6200000,"European Innovation Council, Act Venture Capital, Bobby Hambrick, Barry Lunn",,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
XFuel,https://www.crunchbase.com/organization/xfuel,Active,,"Biofuel, Biomass Energy, Fuel, Renewable Energy","Dublin, Dublin, Ireland","XFuel produces sustainable and net-zero road, marine and aviation drop-in fuels","31,676","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2010-01-01,year,,,,,For Profit,https://xfuel.com,https://twitter.com/xfuelhq,,https://www.linkedin.com/company/xfuelhq,"XFuel produces sustainable and net-zero road, marine and aviation drop-in fuels for distributors and consumers. The company was founded in 2010, with HQ in Dublin, Ireland and presence in Palma de Mallorca, Spain. XFuel has developed technology for sustainable and cost-effective conversion of biomass waste into a low-carbon and drop-in advanced fuel for the transport sector. Fuel is produced efficiently, at low-cost and with currently up to 85% fewer GHGs than traditional fossil fuel production, with a clear route to achieving carbon neutral and negative fuels.","Energy, Natural Resources, Sustainability",,11-50,,3,Early Stage Venture,2025-02-03,,,,Series A,,,,Series A,8200000,EUR,9006535,8200000,EUR,9006535,"Union Square Ventures, SOSV, AENU, Yes VC, HAX",1,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Ceartas DMCA,https://www.crunchbase.com/organization/ceartas-dmca,Active,,"Content Creators, Legal Tech, SaaS, Web Apps","Dublin, Dublin, Ireland",Content & Deepfake Protection For Creators and Brands.,"31,828","European Union (EU), Europe, Middle East, and Africa (EMEA)",D02 H364,,2021-06-14,day,,,,,For Profit,http://www.ceartas.io,https://www.twitter.com/CeartasDMCA,https://www.facebook.com/CeartasDMCA,https://www.linkedin.com/company/ceartasdmca,"The world's most advanced copyright protection service for content creators! With Ceartas DMCA, you can easily monitor your content and manage your rights-lines. Our proprietary technology keeps you safe from copyright infringement, protecting you and the value of your creations with lightning-quick takedowns at a price to suit every need.","Apps, Media and Entertainment, Professional Services, Software",,11-50,,2,Seed,2024-04-30,4500000,USD,4500000,Seed,4500000,USD,4500000,Seed,5000000,USD,5000000,5000000,USD,5000000,"Earlybird Venture Capital, Leblon Capital, NDRC, Upside VC, Niccolo Maisto",2,12,,,,,,,,,,,,,,Private,,,,,,,,,,,
Ubotica,https://www.crunchbase.com/organization/ubotica,Active,,"Artificial Intelligence (AI), Industrial Automation","Dublin, Dublin, Ireland",Ubotica is to deploy advanced Artificial Intelligence technologies on board every satellite.,"32,184","European Union (EU), Europe, Middle East, and Africa (EMEA)",D11KXN4,$1M to $10M,2016-01-01,year,,,,,For Profit,https://ubotica.com/,,,https://www.linkedin.com/company/ubotica-technologies/,Ubotica is to deploy advanced Artificial Intelligence technologies on board every satellite.,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software",2,11-50,"Aubrey Dunne, John Bourke",2,Seed,2022-05-18,4000000,EUR,4189350,Seed,4000000,EUR,4189350,Seed,4000000,EUR,4189350,4000000,EUR,4189350,"Seraphim Space, Atlantic Bridge, Dolby Family Ventures, Seraphim Space Accelerator",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,1
Apata,https://www.crunchbase.com/organization/apata,Active,,"Finance, Financial Services, FinTech","Dublin, Dublin, Ireland",Apata the go-to fraud prevention provider for fintech issuers.,"32,470","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2021-01-01,year,,,,,For Profit,https://apata.com,,,https://www.linkedin.com/company/apata-ltd,,Financial Services,2,11-50,"Niall Hogan, Shekinah Adewum",1,Seed,2023-05-05,5000000,USD,5000000,Seed,5000000,USD,5000000,Seed,5000000,USD,5000000,5000000,USD,5000000,"Global Founders Capital, Firebolt Ventures, AAF Management Ltd., Rocket Internet, Byld Ventures",,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Trustap,https://www.crunchbase.com/organization/trustap,Active,,"E-Commerce, FinTech, Mobile Payments, Payments, Transaction Processing","Cork, Cork, Ireland",Trustap is an online payment platform for buyers and sellers to transact safely without the risk of being scammed.,"32,723","European Union (EU), Europe, Middle East, and Africa (EMEA)",T23CY5X,$1M to $10M,2018-11-19,day,,,,,For Profit,https://trustap.com,https://twitter.com/trustappayments,https://www.facebook.com/TrustapPayments,https://ie.linkedin.com/company/trustap,"Trustap is a transaction platform specifically designed to protect buyers and seller when they're transacting online or in person with strangers. The app is designed act as a third party between unknown parties to make sure transactions finish successfully and without either party being scammed. The platform works like an escrow service, holding funds securely until both parties are satisfied with the transaction.","Commerce and Shopping, Financial Services, Mobile, Payments, Software",1,11-50,Conor Lyden,4,Early Stage Venture,2024-07-09,5080000,EUR,5493893,Series A,5080000,EUR,5493893,Series A,9661840,USD,9661840,9661840,USD,9661840,"Enterprise Ireland, Middlegame Ventures, TX Ventures, Atlantic Bridge, Seed X Liechtenstein AG",3,9,,,,,,,,,,,,,,Private,,,,,,,,,,,
UrbanFox,https://www.crunchbase.com/organization/urbanfox,Active,,"Fraud Detection, Generative AI, Payments","Dublin, Dublin, Ireland",Generative AI for Fraud Detection,"33,310","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2015-03-01,day,,,,,For Profit,http://urbanfox.io/,https://www.twitter.com/urbanfoxtweets,https://www.facebook.com/urbanfox-497515443595899,https://www.linkedin.com/company/urbanfox/,UrbanFox protects online merchants from complex payment fraud using proprietary generative AI and simulation,"Artificial Intelligence (AI), Financial Services, Payments, Privacy and Security",1,1-10,Daniel Loftus,5,,2025-03-02,7700000,EUR,8017418,Undisclosed,7700000,EUR,8017418,Undisclosed,11710596,USD,11710596,11710596,USD,11710596,"Techstars, Enterprise Ireland, Middlegame Ventures, IAG Capital Partners, HBAN",3,12,,,,,,,,,,,,,,Private,,,,,,,,,,,
NewsWhip,https://www.crunchbase.com/organization/newswhip,Active,,"Advertising, Analytics, Big Data, Content Discovery, Content Marketing, News, SaaS, Social Media, Social Media Marketing, Software","Dublin, Dublin, Ireland","NewsWhip is the world's largest engagement database, giving customers an understanding of what's interesting their audience right now.","33,369","European Union (EU), Europe, Middle East, and Africa (EMEA)",D02,$10M to $50M,2011-05-01,day,,,,,For Profit,http://www.newswhip.com,http://twitter.com/newswhip,http://www.facebook.com/NewsWhip,http://www.linkedin.com/company/2371907,"NewsWhip is the world's most comprehensive content discovery and analytics database. Their suite of products give customers the ability to predict which stories will be important today, and understand how to create successful content over the long term. NewsWhip serves over 500 of the world's leading publishers, brands and agencies, including: Reebok, the Washington Post, Conde Nast, Google, MasterCard, BuzzFeed, Time Inc., and more.  NewsWhip Spike is their real-time, predictive content discovery dashboard — offering a one-stop view of what's important across both the web and 5 social networks. Spike is the only tool that discovers stories within 2 minutes of publishing, and predicts their spread across social. NewsWhip Analytics is a database of how audiences have engaged with stories across every social network over the long term. NewsWhip customers use Analytics to benchmark how they stack up against competitors and track engagement trends around events and seasons.","Advertising, Content and Publishing, Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Software",2,51-100,"Andrew Mullaney, Paul Quigley",8,,2023-02-14,12100000,EUR,12990164,Venture - Series Unknown,12100000,EUR,12990164,Venture - Series Unknown,22090164,USD,22090164,24585899,USD,24585899,"The Associated Press, 500 Global, Enterprise Ireland, AshGrove Capital, Element SaaS Finance",4,22,,,,,,,,,,,,,,Private,,,,,,,,,,,1
AltraTech,https://www.crunchbase.com/organization/altratech,Active,,"Biotechnology, Genetics, Hospitality, Semiconductor","Shannon, Clare, Ireland",Altratech Limited designs biosensors and semiconductor chips for DNA testing of food traceability for agri business.,"33,778","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2013-01-01,year,,,,,For Profit,http://altratech.com/,,,https://www.linkedin.com/company/altratech-limited,"Altratech Limited designs biosensors and semiconductor chips for DNA testing of food traceability for agri business. The company was incorporated in 2013 and is based in Shannon, Ireland.","Biotechnology, Hardware, Health Care, Science and Engineering, Travel and Tourism",2,1-10,"Brian O'Farrell, Tim Cummins",7,,2024-07-15,,,,Venture - Series Unknown,,,,Venture - Series Unknown,9600000,EUR,11023721,11100000,EUR,12716546,"Enterprise Ireland, Claret Capital Partners, EIC Accelerator, Kernel Capital, Infinity Capital",5,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
