Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Grant - KeyNatura,https://www.crunchbase.com/funding_round/keynatura-grant--6a926631,KeyNatura,https://www.crunchbase.com/organization/keynatura,Grant,2014-03-01,14000000,ISK,124113,,Technology Development Fund,Technology Development Fund,"362,030",,,,,KeyNatura offers extraction of active substances from algae to produce active and stable astaxanthin products with extensive shelf life.,"Biotechnology, Health Care, Medical","Kópavogur, Gullbringusysla, Iceland, Europe",https://www.keynatura.com,$1M to $10M,2992483,USD,2992483,Seed,5,1,,No,
Grant - Alginor ASA,https://www.crunchbase.com/funding_round/alginor-asa-grant--a18673e5,Alginor ASA,https://www.crunchbase.com/organization/alginor-asa,Grant,2020-05-19,2494517,EUR,2725652,,European Innovation Council,European Innovation Council,"428,921",,,,,Alginor ASA seeks towards a sustainable and resource efficient future based on seaweed treasures from beyond the Arctic Circle.,"Biotechnology, Life Science, Product Research","Haugesund, Rogaland, Norway, Europe",https://alginor.no/,$1M to $10M,57002033,USD,57002033,,4,1,,No,
Grant - POLYNEURON,https://www.crunchbase.com/funding_round/polyneuron-grant--ed855715,POLYNEURON,https://www.crunchbase.com/organization/polyneuron,Grant,2014-10-30,20000,CHF,20955,,Venture Kick,Venture Kick,"429,246",,,,,"Polyneuron is a pharmaceutical company, committed to the development of a new drug class for the treatment of autoimmune disorders. ","Biotechnology, Communities, Medical, Medical Device","Basel, Basel-Stadt, Switzerland, Europe",http://polyneuron.com,Less than $1M,43340000,CHF,44952982,Early Stage Venture,10,1,,No,
Grant - e-peas,https://www.crunchbase.com/funding_round/e-peas-grant--f402913d,e-peas,https://www.crunchbase.com/organization/e-peas,Grant,2022-06-15,2500000,EUR,2614423,,European Innovation Council,European Innovation Council,"383,755",,,,,e-peas is an innovative semiconductor company developing energy harvesting solutions to help future businesses create battery free products.,"Battery, Electronics, Energy, Semiconductor, Sensor","Mont-saint-guibert, Brabant Wallon, Belgium, Europe",https://e-peas.com/,$1M to $10M,35515407,USD,35515407,,6,1,,No,
Grant - Activity Stream,https://www.crunchbase.com/funding_round/activity-stream-grant--62b74b53,Activity Stream,https://www.crunchbase.com/organization/activity-stream,Grant,2016-03-01,12500000,ISK,96362,,Technology Development Fund,Technology Development Fund,"376,434",,,,,Activity Stream makes client's organization better by turning business data into actionable intelligence and insights.,"Analytics, Big Data, Enterprise Software, Predictive Analytics","Reykjavík, Gullbringusysla, Iceland, Europe",http://www.activitystream.com,$1M to $10M,24255306,USD,24255306,,11,1,,No,
Grant - IgniteData,https://www.crunchbase.com/funding_round/ignite-data-limited-grant--49904e6e,IgniteData,https://www.crunchbase.com/organization/ignite-data-limited,Grant,2021-02-16,350000,GBP,485989,,Innovate UK,Innovate UK,"429,339",,,,,"IgniteData's system-agnostic technology, Archer, enables the fast, accurate transfer of patient data for clinical trials from EHR-to-EDC.","CRM, Health Care, Information Technology, Medical, Pharmaceutical","Maidenhead, Windsor and Maidenhead, United Kingdom, Europe",https://www.ignitedata.com,$1M to $10M,5694247,USD,5694247,,4,1,,No,
Grant - Callaly,https://www.crunchbase.com/funding_round/callaly-grant--77e8662f,Callaly,https://www.crunchbase.com/organization/callaly,Grant,2020-11-04,175000,GBP,226916,,Innovate UK,Innovate UK,"429,380",,,,,Callaly is a period care company that develops and manufactures innovative feminine care products.,"Consumer Goods, Medical Device, Personal Health, Wellness, Women's","London, England, United Kingdom, Europe",https://www.calla.ly,$1M to $10M,9491121,GBP,12536727,,14,1,,No,
Grant - Activity Stream,https://www.crunchbase.com/funding_round/activity-stream-grant--27caa8e2,Activity Stream,https://www.crunchbase.com/organization/activity-stream,Grant,2014-03-01,37500000,ISK,332447,,Technology Development Fund,Technology Development Fund,"376,863",,,,,Activity Stream makes client's organization better by turning business data into actionable intelligence and insights.,"Analytics, Big Data, Enterprise Software, Predictive Analytics","Reykjavík, Gullbringusysla, Iceland, Europe",http://www.activitystream.com,$1M to $10M,24255306,USD,24255306,,11,1,,No,
Grant - MaaT Pharma,https://www.crunchbase.com/funding_round/maat-pharma-grant--83a1c83b,MaaT Pharma,https://www.crunchbase.com/organization/maat-pharma,Grant,2021-07-20,1900000,EUR,2238689,,Government of France,Government of France,"384,416",,,,,MaaT Pharma (Microbiota as a Therapy) is a French biotech start-up.,"Biotechnology, Health Care","Lyon, Rhone-Alpes, France, Europe",http://maatpharma.com/,$1M to $10M,101600000,EUR,114511581,IPO,9,1,,No,
Grant - Swedish Algae Factory,https://www.crunchbase.com/funding_round/swedish-algae-factory-grant--ce2c56f6,Swedish Algae Factory,https://www.crunchbase.com/organization/swedish-algae-factory,Grant,2017-05-09,1700000,SEK,191437,,Swedish Energy Agency,Swedish Energy Agency,"384,496",,,,,Swedish Algae Factory extracts with silicon algae as a raw material a nanoporous material from these algae.,"Consumer, Machinery Manufacturing, Waste Management","Gothenburg, Vastra Gotaland, Sweden, Europe",http://swedishalgaefactory.com/,$1M to $10M,15334902,USD,15334902,,10,1,,No,
Grant - TidalSense,https://www.crunchbase.com/funding_round/cril-grant--b67d409d,TidalSense,https://www.crunchbase.com/organization/cril,Grant,2018-01-24,,,,,SBRI Healthcare,SBRI Healthcare,"363,112",,,,,"TidalSense aims to create a paradigm shift in the practice of respiratory medicine, starting with earlier, accurate diagnosis.","Biotechnology, Health Care","Cambridge, Cambridgeshire, United Kingdom, Europe",https://tidalsense.com,$1M to $10M,10271471,GBP,13623744,Seed,8,1,,No,
Grant - Healthia,https://www.crunchbase.com/funding_round/healthia-grant--a1f3368e,Healthia,https://www.crunchbase.com/organization/healthia,Grant,2015-02-23,100000,EUR,113359,,IMPACT Accelerator,IMPACT Accelerator,"364,192",,,,,Healthia is a health and wellness website that enables its users to find medical professionals.,"E-Commerce, Health Care, Health Diagnostics","Madrid, Madrid, Spain, Europe",https://www.healthia.es/,$1M to $10M,463359,USD,463359,M&A,2,1,,No,
Grant - DermTest,https://www.crunchbase.com/funding_round/dermtest-grant--486ad261,DermTest,https://www.crunchbase.com/organization/dermtest,Grant,2015-06-01,50000,EUR,54634,,EASME,EASME,"429,565",,,,,Dermtest is a doctor-to-doctor telemedicine platform empowering family doctors to provide high quality skin-cancer early detection service.,"Biotechnology, Health Care, Health Diagnostics, Medical, Telehealth","Berlin, Berlin, Germany, Europe",https://www.dermtest.com/,Less than $1M,50000,EUR,54634,Seed,2,1,,No,
Grant - Adaptavate,https://www.crunchbase.com/funding_round/adaptavate-grant--e6e2350e,Adaptavate,https://www.crunchbase.com/organization/adaptavate,Grant,2022-03-31,800000,GBP,1051594,,Innovate UK,Innovate UK,"429,725",,,,,Adaptavate is focussing on developing and commercialising material solutions that disrupt the conventional construction industry.,"Building Material, Real Estate","Stonehouse, Gloucestershire, United Kingdom, Europe",http://www.adaptavate.com/,$1M to $10M,7660000,GBP,10038097,Seed,4,1,,No,
Grant - HOMYHUB,https://www.crunchbase.com/funding_round/homyhub-grant--70c862f8,HOMYHUB,https://www.crunchbase.com/organization/homyhub,Grant,2017-10-01,,,,,EASME,EASME,"377,185",,,,,Unlocking the full potential of garages,"Hardware, Internet of Things, Smart Building","Madrid, Madrid, Spain, Europe",https://homyhub.com,$1M to $10M,1561761,USD,1561761,Seed,7,1,,No,
Grant - noonee,https://www.crunchbase.com/funding_round/noonee-grant--f0eac7a3,noonee,https://www.crunchbase.com/organization/noonee,Grant,2013-10-23,20000,CHF,22368,,Venture Kick,Venture Kick,"377,324",,,,,Noonee is a technology company that develops wearable mechatronic technology based on research.,"Manufacturing, Mechanical Engineering, Robotics, Wearables","Schlieren, Zurich, Switzerland, Europe",http://noonee.com,$1M to $10M,2863607,USD,2863607,Seed,5,1,,No,
Grant - Petalite,https://www.crunchbase.com/funding_round/petalite-grant--a5ed1cf3,Petalite,https://www.crunchbase.com/organization/petalite,Grant,2018-07-01,30000,GBP,39627,,Climate-KIC Acceleration Programme,Climate-KIC Acceleration Programme,"365,487",,,,,Revolutionising electric charging technology,"Electric Vehicle, Electronics","Birmingham, Birmingham, United Kingdom, Europe",https://www.petalite.io,Less than $1M,2694000,GBP,3480052,,8,1,,No,
Grant - ComfyLight,https://www.crunchbase.com/funding_round/comfy-light-grant--0e32e33c,ComfyLight,https://www.crunchbase.com/organization/comfy-light,Grant,2015-02-04,20000,CHF,21612,,Venture Kick,Venture Kick,"366,096",,,,,ComfyLight is a consumer electronics company that offers smart home security and IoT solutions.,"Consumer Electronics, Internet of Things, Lighting, Security, Smart Home","Zürich, Zurich, Switzerland, Europe",http://www.comfylight.de/,,2156867,USD,2156867,Seed,3,1,,No,
Grant - Pycno,https://www.crunchbase.com/funding_round/pycno-grant--1700ac90,Pycno,https://www.crunchbase.com/organization/pycno,Grant,2015-11-01,50000,EUR,55104,,SpeedUP! Europe,SpeedUP! Europe,"366,109",,,,,Pycno is bringing continuous data monitoring and system control to agriculture.,"Agriculture, Analytics, Big Data, Internet of Things","Valencia, Comunidad Valenciana, Spain, Europe",http://www.pycno.co/,Less than $1M,515555,USD,515555,Seed,7,1,,No,
Grant - DTE ehf,https://www.crunchbase.com/funding_round/dynamic-technology-equipment-grant--93a368dc,DTE ehf,https://www.crunchbase.com/organization/dynamic-technology-equipment,Grant,2014-03-01,12500000,ISK,110816,,Technology Development Fund,Technology Development Fund,"366,231",,,,,Actionable real-time process analytics for the metals industry.,"Analytics, Industrial, Industrial Automation, Machine Learning, Sensor","Reykjavík, Gullbringusysla, Iceland, Europe",http://www.dte.ai,$10M to $50M,36088322,USD,36088322,Early Stage Venture,12,1,,No,
Grant - SmartCardia,https://www.crunchbase.com/funding_round/smartcardia-grant--ad05a087,SmartCardia,https://www.crunchbase.com/organization/smartcardia,Grant,2012-05-08,10000,CHF,10837,,Venture Kick,Venture Kick,"366,264",,,,,SmartCardia's patch and cloud SaaS platform is a single solution for complete cardiology practice and remote patient monitoring,"Apps, Fitness, Health Care, Medical, SaaS","Lausanne, Vaud, Switzerland, Europe",http://www.smartcardia.com/,$1M to $10M,21532135,USD,21532135,Early Stage Venture,5,1,,No,
Grant - Aldin Dynamics,https://www.crunchbase.com/funding_round/aldin-dynamics-grant--2399a322,Aldin Dynamics,https://www.crunchbase.com/organization/aldin-dynamics,Grant,2016-12-19,410000,USD,410000,,Technology Development Fund,Technology Development Fund,"367,159",,,,,Aldin creates believable virtual reality experiences and technologies to sustain presence & immersion.,"Gaming, Software, Virtual Reality","Reykjavík, Gullbringusysla, Iceland, Europe",https://www.aldin.io/,$1M to $10M,1743226,USD,1743226,Seed,4,1,,No,
Grant - KeyNatura,https://www.crunchbase.com/funding_round/keynatura-grant--cc36fb4e,KeyNatura,https://www.crunchbase.com/organization/keynatura,Grant,2015-03-01,7000000,ISK,52538,,Technology Development Fund,Technology Development Fund,"367,320",,,,,KeyNatura offers extraction of active substances from algae to produce active and stable astaxanthin products with extensive shelf life.,"Biotechnology, Health Care, Medical","Kópavogur, Gullbringusysla, Iceland, Europe",https://www.keynatura.com,$1M to $10M,2992483,USD,2992483,Seed,5,1,,No,
Grant - Mabimmune,https://www.crunchbase.com/funding_round/mabimmune-grant--5baaa45a,Mabimmune,https://www.crunchbase.com/organization/mabimmune,Grant,2011-12-13,10000,CHF,10622,,Venture Kick,Venture Kick,"377,950",,,,,Mabimmune specializes in the prevention of heart attacks through early diagnosis and targeted treatment.,"Health Care, Health Diagnostics, Medical","Schlieren, Zurich, Switzerland, Europe",http://www.mabimmune.com,,130000,CHF,137139,Seed,3,1,,No,
Grant - Algama,https://www.crunchbase.com/funding_round/algama-grant--97ff3e5d,Algama,https://www.crunchbase.com/organization/algama,Grant,2021-10-20,2000000,EUR,2330731,,European Commission,European Commission,"378,017",,,,,Nature's solution for food's future. We harvest algae to create food that's good for both people and the planet.,"Biotechnology, Food and Beverage, Food Processing, Life Science","Malakoff, Ile-de-France, France, Europe",https://www.algamafoods.com/,$1M to $10M,15000000,EUR,16326035,Early Stage Venture,6,1,,No,
Grant - 11 Health,https://www.crunchbase.com/funding_round/11-health-grant--6725d44c,11 Health,https://www.crunchbase.com/organization/11-health,Grant,2015-03-01,745417,GBP,1149740,,SBRI Healthcare,SBRI Healthcare,"388,386",,,,,Ostom-i™ Alert Sensor helping patients like these and their families cope with managing their ostomy.,"Health Care, Medical, Medical Device","London, England, United Kingdom, Europe",http://www.11health.com,$1M to $10M,1995417,GBP,3111041,Seed,3,1,,No,
Grant - Plasmacure,https://www.crunchbase.com/funding_round/plasmacure-grant--ae7bb307,Plasmacure,https://www.crunchbase.com/organization/plasmacure,Grant,2020-01-08,2498878,EUR,2777016,,European Innovation Council,European Innovation Council,"430,441",,,,,Plasmacure is a medical device to cure advanced wounds.,"Health Care, Medical","Eindhoven, Noord-Brabant, The Netherlands, Europe",https://www.plasmacure.nl/,,9698878,EUR,11138500,Early Stage Venture,6,1,,No,
Grant - KYMIRA,https://www.crunchbase.com/funding_round/kymira-grant--4913c63f,KYMIRA,https://www.crunchbase.com/organization/kymira,Grant,2023-01-04,,,,,Innovate UK,Innovate UK,"388,623",,,,,KYMIRA is an e-commerce company that provides sporting goods.,"E-Commerce, Sporting Goods, Sports","Reading, Reading, United Kingdom, Europe",https://kymira.com,Less than $1M,1604997,USD,1604997,,7,1,,No,
Grant - Embotech,https://www.crunchbase.com/funding_round/embotech-grant--5ce34811,Embotech,https://www.crunchbase.com/organization/embotech,Grant,2022-03-29,560000,CHF,601369,,European Innovation Council,European Innovation Council,"388,647",,,,,Embotech is an IT consulting firm that provides autonomous driving solutions for industrial logistics applications.,"Autonomous Vehicles, Industrial Automation, Information Technology, Software","Zürich, Zurich, Switzerland, Europe",https://www.embotech.com/,$10M to $50M,41340369,USD,41340369,Early Stage Venture,8,1,,No,
Grant - LumiraDx,https://www.crunchbase.com/funding_round/lumiradx-grant--6822b07a,LumiraDx,https://www.crunchbase.com/organization/lumiradx,Grant,2022-12-14,14200000,USD,14200000,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,"389,119",,,,,LumiraDx is a healthcare company that manufactures a diagnostic platform to support a menu of tests with lab comparable performance.,"Health Care, Health Diagnostics, Medical, Medical Device","London, England, United Kingdom, Europe",https://www.lumiradx.com/home,$100M to $500M,310468742,USD,310468742,IPO,6,1,,No,
Grant - CosmEthics,https://www.crunchbase.com/funding_round/cosmethics-grant--81abb46a,CosmEthics,https://www.crunchbase.com/organization/cosmethics,Grant,2016-12-01,50000,EUR,53319,,EASME,EASME,"367,500",,,,,CosmEthics is the developer of a mobile app for safety assessment and analysis of cosmetics.,"Health Care, Mobile Apps, Wellness","Helsinki, Southern Finland, Finland, Europe",http://cosmethics.com,Less than $1M,900000,EUR,1118887,Seed,3,1,,No,
Grant - Adaptricity,https://www.crunchbase.com/funding_round/adaptricity-grant--9fbadc04,Adaptricity,https://www.crunchbase.com/organization/adaptricity,Grant,2014-02-04,10000,CHF,11061,,Venture Kick,Venture Kick,"367,526",,,,,Adaptricity develops simulation and optimization software tools for adapting electric distribution grids.,"Energy, Power Grid, Renewable Energy, Software","Zürich, Zurich, Switzerland, Europe",https://www.adaptricity.com,,130000,CHF,149121,M&A,3,1,,No,
Grant - Twine,https://www.crunchbase.com/funding_round/clowdy-grant--a866547d,Twine,https://www.crunchbase.com/organization/clowdy,Grant,2016-06-01,50000,EUR,55926,,EASME,EASME,"367,533",,,,,Twine is a platform that helps companies hire freelancers.,"Animation, Content Creators, Fashion, Film, Gaming, Graphic Design, Independent Music, Marketplace, Photography","Manchester, Manchester, United Kingdom, Europe",https://www.twine.net,$1M to $10M,2626201,USD,2626201,,7,1,,No,
Grant - Genomics,https://www.crunchbase.com/funding_round/genomics-grant--096b4cb6,Genomics,https://www.crunchbase.com/organization/genomics,Grant,2015-03-12,2000000,GBP,2977520,,Innovate UK,Innovate UK,"369,162",,,,,Genomics plc aiming to lead the genomic transformation of healthcare.,"Biopharma, Biotechnology, Genetics, Health Care, Life Science, Medical, Therapeutics","Oxford, Oxfordshire, United Kingdom, Europe",http://www.genomicsplc.com,$10M to $50M,135425098,USD,135425098,Late Stage Venture,8,1,,No,
Grant - Monsenso,https://www.crunchbase.com/funding_round/monsenso-grant--60e1416e,Monsenso,https://www.crunchbase.com/organization/monsenso,Grant,2016-01-27,211000,EUR,229997,,Innovation Fund Denmark,Innovation Fund Denmark,"369,253",,,,,Monsenso is an eHealth company that offers a mHealth solution for mental health.,"Health Care, InsurTech, Medical, Mental Health, Mobile, Mobile Apps, Therapeutics","Copenhagen, Hovedstaden, Denmark, Europe",http://monsenso.com,$1M to $10M,1723839,USD,1723839,,4,1,,No,
Grant - Hylomorph,https://www.crunchbase.com/funding_round/hylomorph-grant--70e1870b,Hylomorph,https://www.crunchbase.com/organization/hylomorph,Grant,2015-04-04,20000,CHF,20993,,Venture Kick,Venture Kick,"369,773",,,,,Hylomorph is a MedTech company that specializes in providing fibrotic encapsulation solutions in implantable medical devices.,"Health Care, Medical, Medical Device","Zürich, Zurich, Switzerland, Europe",https://www.hylomorph-medical.com/,$1M to $10M,16430000,CHF,17928549,Early Stage Venture,10,1,,No,
Grant - Green City Solutions,https://www.crunchbase.com/funding_round/green-city-solutions-gmbh-grant--680342b2,Green City Solutions,https://www.crunchbase.com/organization/green-city-solutions-gmbh,Grant,2018-12-20,1200000,EUR,1374792,,European Commission,European Commission,"371,021",,,,,Green City Solutions addresses the global problem of air pollution by combining an installed moss culture with IoT technology.,"Clean Energy, CleanTech, Environmental Engineering, Internet of Things, Renewable Energy, Sustainability","Bestensee, Brandenburg, Germany, Europe",https://greencitysolutions.de/,$1M to $10M,2056051,USD,2056051,Seed,7,1,,No,
Grant - Sepior,https://www.crunchbase.com/funding_round/sepior-grant--e5304463,Sepior,https://www.crunchbase.com/organization/sepior,Grant,2016-01-29,,,,,,European Union,"371,145",,,,,Sepior enables trust for financial transactions and cloud applications using threshold cryptography.,"Blockchain, Cloud Security, Enterprise Software, Financial Services, FinTech, Information Technology, Software","Aarhus, Midtjylland, Denmark, Europe",https://sepior.com/,$1M to $10M,14484710,USD,14484710,M&A,5,1,,No,
Grant - Cortechs,https://www.crunchbase.com/funding_round/cortechs-grant--354a472a,Cortechs,https://www.crunchbase.com/organization/cortechs,Grant,2018-10-22,1300000,EUR,1490415,,Horizon 2020,"Founders Factory, Horizon 2020","371,966",,,,,"Cortechs provides you with reliable tools that measure, monitor, and improve your brain activity.","Health Care, Mobile, Training","Dublin, Dublin, Ireland, Europe",http://cortechs.ie/,Less than $1M,1300000,EUR,1490415,Seed,2,2,,No,
Grant - DyeMansion,https://www.crunchbase.com/funding_round/dyemansion-grant--664013a9,DyeMansion,https://www.crunchbase.com/organization/dyemansion,Grant,2020-05-19,1498404,EUR,1637242,,European Innovation Council,European Innovation Council,"372,013",,,,,DyeMansion offers a variety of high-volume finishing systems for an easy ‘Print-to-Product’ workflow.,"3D Printing, Industrial Engineering, Mechanical Engineering","München, Bayern, Germany, Europe",https://dyemansion.com/en/,$1M to $10M,38590568,USD,38590568,,5,1,,No,
Grant - Hooke Bio,https://www.crunchbase.com/funding_round/hooke-bio-grant--5249274b,Hooke Bio,https://www.crunchbase.com/organization/hooke-bio,Grant,2019-01-15,1900000,EUR,2168697,,Disruptive Technologies Innovation Fund,Disruptive Technologies Innovation Fund,"430,626",,,,,Hooke Bio is a biotechnology company providing engineering solutions for the analysis of 3D microtissues for preclinical drug development,Biotechnology,"Limerick, Limerick, Ireland, Europe",https://www.hookebio.com/,$1M to $10M,7215000,EUR,8122438,Seed,5,1,,No,
Grant - Scrona,https://www.crunchbase.com/funding_round/scrona-inc-grant--e6a0682a,Scrona,https://www.crunchbase.com/organization/scrona-inc,Grant,2013-04-24,20000,CHF,21165,,Venture Kick,Venture Kick,"430,792",,,,,Scrona is a manufacturing company that focuses on developing a wide range of semiconductor products.,"Manufacturing, Printing, Semiconductor","Zürich, Zurich, Switzerland, Europe",http://www.scrona.com,$1M to $10M,15520206,USD,15520206,Early Stage Venture,8,1,,No,
Grant - AventaMed,https://www.crunchbase.com/funding_round/aventamed-grant--5f1b4826,AventaMed,https://www.crunchbase.com/organization/aventamed,Grant,2014-05-01,,,,,MedTech Innovator,MedTech Innovator,"391,107",,,,,AventaMed is an emerging medical device company,"Health Care, Medical, Medical Device","Cork, Cork, Ireland, Europe",http://www.aventamed.com/,Less than $1M,3100000,EUR,3577245,M&A,5,1,,No,
Grant - Selfnation,https://www.crunchbase.com/funding_round/selfnation-grant--2d174934,Selfnation,https://www.crunchbase.com/organization/selfnation,Grant,2013-09-03,10000,CHF,10688,,Venture Kick,Venture Kick,"381,438",,,,,Self nation is a Zurich Fashion startup that develops perfectly fitting tailored jeans.,"Fashion, Lifestyle, Wearables","Zürich, Zurich, Switzerland, Europe",http://selfnation.ch,$1M to $10M,160000,CHF,178493,,6,1,,No,
Grant - AquaBattery,https://www.crunchbase.com/funding_round/aquabattery-grant--9b812cba,AquaBattery,https://www.crunchbase.com/organization/aquabattery,Grant,2021-12-22,2263405,EUR,2563873,,European Innovation Council,European Innovation Council,"381,840",,,,,AquaBattery develops batteries that store electricity using renewable energy technologies for various clients.,"Battery, Energy, Renewable Energy","Leiderdorp, Zuid-Holland, The Netherlands, Europe",http://aquabattery.nl/,$1M to $10M,8263405,EUR,8956836,Seed,2,1,,No,
Grant - Cellevate,https://www.crunchbase.com/funding_round/cellevate-grant--51c3a847,Cellevate,https://www.crunchbase.com/organization/cellevate,Grant,2022-03-23,2485858,EUR,2736024,,European Innovation Council,European Innovation Council,"431,396",,,,,Cellevate is an innovative biotech company that develops the next generation of cell culture systems.,Biotechnology,"Lund, Skane Lan, Sweden, Europe",https://cellevate.com/,$1M to $10M,6322655,USD,6322655,Seed,4,1,,No,
Grant - Ava,https://www.crunchbase.com/funding_round/ava-3-grant--81c7f21d,Ava,https://www.crunchbase.com/organization/ava-3,Grant,2014-11-11,10000,CHF,10364,,Venture Kick,Venture Kick,"384,691",,,,,"Ava is a patented multi-sensor bracelet, which allows women to precisely and conveniently predict fertile days.","Fertility, Health Care, Medical, Medical Device, Personal Health, Women's","Zürich, Zurich, Switzerland, Europe",http://www.avawomen.com,$1M to $10M,42436440,USD,42436440,M&A,7,1,,No,
Grant - SensArs,https://www.crunchbase.com/funding_round/sensars-grant--7d50d318,SensArs,https://www.crunchbase.com/organization/sensars,Grant,2016-02-18,10000,CHF,10075,,Venture Kick,Venture Kick,"372,794",,,,,SensArs is a medical device manufacturing company that restores limb functionalities for people affected by amputation or nerve damages.,"Health Care, Medical, Medical Device, Neuroscience","Lausanne, Vaud, Switzerland, Europe",https://www.sensars.com/,$1M to $10M,4819840,USD,4819840,Seed,11,1,,No,
Grant - OneVisage,https://www.crunchbase.com/funding_round/onevisage-grant--3704bff4,OneVisage,https://www.crunchbase.com/organization/onevisage,Grant,2014-11-11,10000,CHF,10364,,Venture Kick,Venture Kick,"384,889",,,,,OneVisage is a swiss start-up which aims to become a leading digital identity service provider.,"FinTech, Information Technology","Lausanne, Vaud, Switzerland, Europe",http://onevisage.com,Less than $1M,410000,CHF,411688,Seed,3,1,,No,
Grant - AEInnova,https://www.crunchbase.com/funding_round/aeinnova-grant--ab8b268b,AEInnova,https://www.crunchbase.com/organization/aeinnova,Grant,2018-01-01,670000,EUR,804722,,European Commission,European Commission,"385,035",,,,,We develop the most advanced batteryless & maintenace-free long-range egde iIoT self-powered by heat. EU Key Innovator in Autonomous Sensors,"Chemical, Cloud Computing, Energy, Internet, Internet of Things, Oil and Gas, Paper Manufacturing, Predictive Analytics, Wireless","Terrassa, Catalonia, Spain, Europe",http://www.aeinnova.com,$1M to $10M,9865643,USD,9865643,Early Stage Venture,17,1,,No,
Grant - IRsweep,https://www.crunchbase.com/funding_round/irsweep-grant--19ccc65f,IRsweep,https://www.crunchbase.com/organization/irsweep,Grant,2015-04-29,20000,CHF,21204,,Venture Kick,Venture Kick,"373,225",,,,,IRsweep provides solutions for faster and more precise mid-IR absorption spectroscopy measurements.,"Health Care, Health Diagnostics, Machinery Manufacturing, Medical Device","Stafa, Zurich, Switzerland, Europe",https://irsweep.com/,Less than $1M,130000,CHF,132544,M&A,3,1,,No,
Grant - Coave Therapeutics,https://www.crunchbase.com/funding_round/horama-grant--52c836cb,Coave Therapeutics,https://www.crunchbase.com/organization/horama,Grant,2024-02-16,,,,,The ALS Association,The ALS Association,"373,283",,,,,Horama develops gene therapies for rare inherited ocular and CNS (central nervous system) diseases.,"Biotechnology, Genetics, Life Science, Neuroscience","Paris, Ile-de-France, France, Europe",https://coavetx.com,$1M to $10M,111100000,EUR,125169116,Early Stage Venture,8,1,,No,
Grant - UgenTec,https://www.crunchbase.com/funding_round/ugentec-grant--f429883a,UgenTec,https://www.crunchbase.com/organization/ugentec,Grant,2017-06-01,50000,EUR,56064,,EASME,EASME,"373,466",,,,,UgenTec delivers an independent diagnostic platform to help molecular labs with their DNA (PCR) analyses.,"Biotechnology, Hospital, Medical","Hasselt, Limburg, Belgium, Europe",http://ugentec.com,$10M to $50M,11150000,EUR,13138586,Early Stage Venture,5,1,,No,
Grant - RTsafe,https://www.crunchbase.com/funding_round/rtsafe-grant--f95ea81c,RTsafe,https://www.crunchbase.com/organization/rtsafe,Grant,2014-06-06,,,,,Envolve Entrepreneurship,Envolve Entrepreneurship,"373,710",,,,,"RTsafe developed, patented and commercialized the worlds first Personalized Care service (FDA cleared) in Radiation Oncology.","Health Care, Medical Device, Oncology, Personalization, Quality Assurance","Athens, Attiki, Greece, Europe",http://www.rt-safe.com,Less than $1M,3945000,USD,3945000,Early Stage Venture,7,1,,No,
Grant - Calciscon,https://www.crunchbase.com/funding_round/calciscon-grant--221f2764,Calciscon,https://www.crunchbase.com/organization/calciscon,Grant,2013-04-23,10000,CHF,10616,,Venture Kick,Venture Kick,"373,762",,,,,Calciscon's vision is to improve the cardiovascular risk management of kidney patients.,"Health Care, Health Diagnostics, Medical","Biel, Bern, Switzerland, Europe",http://www.calciscon.com/,$1M to $10M,3230000,CHF,3502693,Early Stage Venture,5,1,,No,
Grant - MediShout,https://www.crunchbase.com/funding_round/medishout-grant--a057c5f5,MediShout,https://www.crunchbase.com/organization/medishout,Grant,2021-08-01,398426,GBP,553652,,SBRI Healthcare,SBRI Healthcare,"373,873",,,,,"MediShout is a digital platform to improve operational efficiencies, so healthcare staff can focus on patient care.","Apps, Health Care, Hospital, Information Services, Information Technology, Logistics","London, England, United Kingdom, Europe",https://medishout.co.uk/,$1M to $10M,17056641,USD,17056641,Early Stage Venture,7,1,,No,
Grant - Bolt,https://www.crunchbase.com/funding_round/mtakso-grant--43bb811f,Bolt,https://www.crunchbase.com/organization/mtakso,Grant,2014-01-01,5000,EUR,6878,,Enterprise Estonia,Enterprise Estonia,"432,139",,,,,"Bolt is a mobility app that provides rides, food delivery, scooters, and car-sharing services.","Car Sharing, Food Delivery, Mobile Apps, Ride Sharing, Transportation","Tallinn, Harjumaa, Estonia, Europe",https://bolt.eu,$1B to $10B,2280742733,USD,2280742733,Late Stage Venture,20,1,,No,
