Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Incubate Fund,https://www.crunchbase.com/organization/incubate-fund,Venture Capital,342,46,"Tokyo, Tokyo, Japan",Asia-Pacific (APAC),Incubate Fund is an independent early stage venture capital that specializes in providing capital to technology startups at seed stage.,238,12,117,Active,2010-05-10,day,https://incubatefund.com,https://www.linkedin.com/company/incubate-fund/,Venture Capital,"Financial Services, Lending and Investments",5,"Kazuki Notsu, Keisuke Wada, Masahiko Homma, Tohru Akaura, Yusuke Murata",11-50,"Early Stage Venture, Seed",,,Private,"3,667"
Inovia Capital,https://www.crunchbase.com/organization/inovia-capital,Venture Capital,340,69,"Montréal, Quebec, Canada",,Inovia Capital is a venture capital firm that works with founders to create influential and permanent businesses.,220,5,120,Active,2007-12-20,day,https://www.inovia.vc,https://www.linkedin.com/company/inovia-capital,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Chris Arsenault,51-100,"Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,283
Horizons Ventures,https://www.crunchbase.com/organization/horizons-ventures,Venture Capital,340,49,"Hong Kong, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Horizons Ventures focuses on investing in disruptive and technology-focused start-ups.,197,13,147,Active,2002-01-01,year,http://horizonsventures.com,https://www.linkedin.com/company/horizons-ventures/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Debbie Chang, Li Ka-shing, Solina Chau",11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"34,754"
StartX (Stanford-StartX Fund),https://www.crunchbase.com/organization/stanfordstartx-fund,"Accelerator, Venture Capital",338,78,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",StartX is an educational non-profit that helps Stanford's top entrepreneurs.,291,8,5,Active,2011-01-01,year,http://startx.com/,https://www.linkedin.com/company/startx-,"Automotive, Big Data, Bioinformatics, Biotechnology, Computer Vision, Consumer Software, Education, Enterprise Software, Finance, Hardware, Internet, Internet of Things, Medical Device, Non Profit, Venture Capital","Biotechnology, Data and Analytics, Education, Financial Services, Hardware, Health Care, Internet Services, Lending and Investments, Other, Science and Engineering, Social Impact, Software, Transportation",16,"Anuj Khandelwal, Arthur Meng, Cameron Teitelman, Christopher Morace, Dan Ha, Dan McEleney, Danny Yu, Haamid Ali, Jonathan Golden, Juan Vera, Karen Katz, Katie Fo, Lily Sarafan, Matt Man, Richard Rabbat, Steve Petersen",11-50,"Convertible Note, Debt, Early Stage Venture, Grant, Non Equity Assistance, Seed, Venture",,,Private,"24,504"
Boost VC,https://www.crunchbase.com/organization/boostfunder,Venture Capital,326,36,"San Mateo, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Boost VC is a venture capital firm that invests in early stage deep tech startups.,278,2,43,Active,2012-01-01,year,http://boost.vc,https://www.linkedin.com/company/boost-vc,"Bitcoin, Finance, Financial Services, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",2,"Adam Draper, Brayton Williams",1-10,"Early Stage Venture, Seed",,,Private,"6,701"
Parkwalk Advisors,https://www.crunchbase.com/organization/parkwalk-advisors,Venture Capital,324,30,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Parkwalk is an investment management firm focused on UK-based technology companies that are spun out of UK university and research centres.,165,11,86,Active,2009-05-01,day,https://parkwalkadvisors.com/,http://www.linkedin.com/company/park-walk-advisors,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Alastair Kilgour, Alun Williams, Enrico D'Angelo, Moray Wright, Neil Cameron",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,Was Acquired,Private,"1,953"
Eniac Ventures,https://www.crunchbase.com/organization/eniac-ventures,Venture Capital,324,67,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Eniac Ventures is a venture capital firm that invests in startups in the technology, software, robotics, and SaaS industries.",224,3,71,Active,2009-11-19,day,http://eniac.vc,https://www.linkedin.com/company/eniacvc,"Angel Investment, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"Hadley Harris, Nihal Mehta, Tim Young, Vic Singh",11-50,Seed,,,Private,"4,001"
Tenity,https://www.crunchbase.com/organization/tenity,"Accelerator, Entrepreneurship Program, Incubator, Venture Capital",323,11,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Tenity is an innovation ecosystem and early-stage investor powering the future of finance.,313,1,291,Active,2015-01-01,year,https://www.tenity.com,https://www.linkedin.com/company/tenity,"Finance, Financial Services, FinTech, Incubators, InsurTech, Mobile Payments, Payments, Venture Capital","Financial Services, Lending and Investments, Mobile, Payments, Software",1,Andreas Iten,101-250,"Convertible Note, Early Stage Venture, Seed",For Profit,Made Acquisitions,Private,"2,586"
K2VC,https://www.crunchbase.com/organization/k2-vc,"Angel Group, Venture Capital",322,9,"Beijing, Beijing, China",Asia-Pacific (APAC),K2VC is a venture capital firm investing in early stage technology startups.,254,6,63,Active,2010-01-01,year,http://www.k2vc.com/,https://www.linkedin.com/company/k2vc/,Venture Capital,"Financial Services, Lending and Investments",2,"Fan Bao, Keyi Chen",51-100,"Early Stage Venture, Seed",,,Private,"4,192"
Seedrs,https://www.crunchbase.com/organization/seedrs,Venture Capital,321,22,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedrs is a UK-based investment and crowdfunding platform.,245,2,223,Active,2009-01-01,year,http://www.seedrs.com,http://www.linkedin.com/company/397364,"Crowdfunding, Finance, Financial Services, Funding Platform, Venture Capital","Financial Services, Lending and Investments",2,"Carlos Silva, Jeff Lynn",101-250,"Crowdfunding, Early Stage Venture, Secondary Market, Seed, Venture",For Profit,"Made Acquisitions, Was Acquired",Private,"3,429"
Blackbird Ventures,https://www.crunchbase.com/organization/blackbird-ventures-australia,Venture Capital,318,19,"Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia","Blackbird is a venture capital fund that invests in every type of technology from software to space, unified by the biggest of ambitions.",192,1,132,Active,2012-01-01,day,http://www.blackbird.vc,http://www.linkedin.com/company/blackbird-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",7,"Andrea Butler, Bhavesh Nathoo, Bill Bartee, Claire Waring, Larry Marshall, Niki Scevak, Richard Baker",51-100,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,236
SV Health Investors,https://www.crunchbase.com/organization/sv-life-sciences,"Private Equity Firm, Venture Capital",317,92,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",SV Health Investors is a boston-based venture capital firm focused on investments in biotechnology and healthcare industry.,171,29,75,Active,1993-01-01,year,http://svhealthinvestors.com/,https://www.linkedin.com/company/sv-health-investors/,"Biotechnology, Health Care, Life Science, Medical Device, Venture Capital","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",1,Houman Ashrafian,51-100,"Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",,"Made Acquisitions, Was Acquired",Private,544
Eleven Ventures,https://www.crunchbase.com/organization/eleven,Venture Capital,317,7,"Sofia, Grad Sofiya, Bulgaria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Eleven supports early-stage tech companies from Southeast Europe in Fintech, Healthcare, Future of Work and Future of Food.",161,,57,Active,2013-04-04,day,http://11.vc,https://www.linkedin.com/company/eleven-ventures-11/,"Consulting, Finance, Financial Services","Financial Services, Professional Services",4,"Daniel Tomov, Dilyan Dimitrov, Ivaylo Simov, Jon Bradford",11-50,"Convertible Note, Early Stage Venture, Secondary Market, Seed, Venture",,,Private,"3,896"
Picus Capital,https://www.crunchbase.com/organization/picus-capital,Venture Capital,317,15,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Picus Capital is an early-stage technology investment firm with a long-term investment philosophy.,172,,58,Active,2015-01-01,year,http://www.picuscap.com,https://www.linkedin.com/company/picus-capital/,"Construction, E-Commerce, FinTech, Health Care, Human Resources, Logistics, Web3","Administrative Services, Blockchain and Cryptocurrency, Commerce and Shopping, Financial Services, Health Care, Internet Services, Real Estate, Transportation",3,"Alexander Samwer, Jeremias Heinrich, Robin Godenrath",11-50,"Early Stage Venture, Seed",,,Private,"4,357"
M12 - Microsoft's Venture Fund,https://www.crunchbase.com/organization/m12,"Corporate Venture Capital, Venture Capital",317,39,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",M12 is the venture capital arm of Microsoft that invests in early-stage companies.,169,5,100,Active,2016-05-30,day,https://m12.vc,https://www.linkedin.com/company/m12vc,"Business Development, Enterprise Software, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services, Software",1,Mohd Fairuz Razi bin Sharuddin,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",,,Private,"8,337"
Tuesday Capital,https://www.crunchbase.com/organization/tuesday-capital,"Micro VC, Venture Capital",317,107,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Tuesday Capital is an early-stage venture capital firm that has backed over 350 startups since launching in 2011.,253,16,15,Active,2011-09-01,day,https://www.tuesday.vc/,https://www.linkedin.com/company/tuesdaycapital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Patrick Gallagher,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"8,559"
CSC Upshot,https://www.crunchbase.com/organization/csc-upshot,Venture Capital,316,76,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",CSC Upshot is an early-stage venture fund focusing on providing seed capital to technology companies at scale.,308,9,16,Active,2015-01-01,year,https://www.csc-upshot.vc,https://www.linkedin.com/company/csc-upshot-ventures,"Angel Investment, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Huoy-Ming Yeh,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"3,159"
Ignition Partners,https://www.crunchbase.com/organization/ignition-partners,Venture Capital,315,95,"Los Altos, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Ignition Partners is a venture capital firm dedicated to helping the best entrepreneurs seize opportunity.,165,8,102,Active,2000-06-01,day,https://www.ignition.vc,http://www.linkedin.com/company/ignition-partners,"Cloud Computing, Cyber Security, Enterprise Software, IT Infrastructure, Software","Information Technology, Internet Services, Privacy and Security, Software",4,"Frank Artale, John Connors, Jonathan Roberts, Nick Sturiale",11-50,Early Stage Venture,,,Private,"7,587"
Portugal Ventures,https://www.crunchbase.com/organization/portugal-ventures,Venture Capital,314,32,"Porto, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)","Portugal Ventures is a venture capital firm that invests in seed rounds of Portuguese startups in tech, life sciences, and tourism.",256,1,50,Active,2012-06-01,day,http://www.portugalventures.pt,https://www.linkedin.com/company/portugal-ventures,"Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Nuno Afonso,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"20,816"
Innova Memphis,https://www.crunchbase.com/organization/innova-memphis,Venture Capital,312,10,"Memphis, Tennessee, United States",Southern US,"Innova Memphis invests in early stage businesses related to biosciences, healthcare, technology, and AgTech.",135,,65,Active,2007-01-01,year,http://innovamemphis.com,https://www.linkedin.com/company/innova-memphis,"AgTech, B2B, Logistics, Medical, Supply Chain Management, Venture Capital","Agriculture and Farming, Financial Services, Health Care, Lending and Investments, Other, Transportation",1,Ken Woody,1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"5,402"
AME Cloud Ventures,https://www.crunchbase.com/organization/ame-cloud-ventures,Venture Capital,311,82,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",AME Cloud Ventures invests in seed to later-stage tech companies that build infrastructure and value chains around data.,221,16,15,Active,2012-01-01,year,http://www.amecloudventures.com,https://www.linkedin.com/company/ame-cloud-ventures,"Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",3,"Eli Harari, Jerry Chih Yuan Yang, Jerry Yang",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"14,961"
Northzone,https://www.crunchbase.com/organization/northzone-ventures,Venture Capital,310,50,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Northzone is a multi-stage venture capital fund that seeks to invest in various sectors.,169,11,131,Active,1996-01-01,year,http://www.northzone.com,http://www.linkedin.com/company/northzone,"Business Development, Finance, FinTech, Venture Capital","Financial Services, Lending and Investments, Professional Services",4,"Bjorn Stray, Ingar Ostby, Karl-Christian Agerup, Tellef Thorleifsson",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,401
Fonds de solidarité FTQ,https://www.crunchbase.com/organization/fonds-de-solidarit-ftq,Venture Capital,310,78,"Montréal, Quebec, Canada",,Fonds de solidarité FTQ is a private equity and venture capital firm.,245,35,129,Active,1983-06-23,day,http://www.fondsftq.com/,https://www.linkedin.com/company/fonds-de-solidarite-ftq,"Angel Investment, Finance, Financial Services, Impact Investing, Mobile, Venture Capital","Financial Services, Lending and Investments, Mobile",,,251-500,"Debt, Early Stage Venture, Late Stage Venture, Non Equity Assistance, Post-Ipo, Seed, Venture",For Profit,Made Acquisitions,Private,882
Maveron,https://www.crunchbase.com/organization/maveron,Venture Capital,306,78,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Maveron is a consumer-only venture capital firm that empower consumers to live on their terms.,202,10,84,Active,1998-01-01,year,http://www.maveron.com,http://www.linkedin.com/company/maveron-llc,"Consumer, Financial Services, FinTech, Venture Capital, Virtual Reality","Financial Services, Hardware, Lending and Investments, Other, Software",2,"Dan Levitan, Howard Schultz",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,599
Bloomberg Beta,https://www.crunchbase.com/organization/bloomberg-beta,"Corporate Venture Capital, Venture Capital",306,43,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Bloomberg Beta is an early-stage venture fund backed by Bloomberg investing in startups focusing on machine learning and the future of work.,190,2,44,Active,2013-01-01,year,https://www.bloombergbeta.com,https://www.linkedin.com/company/bloombergbeta,"Financial Services, Machine Learning, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Software",1,Karin Klein,1-10,"Early Stage Venture, Seed",,,Private,"1,198"
EXPERT DOJO,https://www.crunchbase.com/organization/expert-dojo,"Accelerator, Venture Capital",305,4,"Santa Monica, California, United States","Greater Los Angeles Area, West Coast, Western US",Expert DOJO is an international startup accelerator based in Santa Monica.,272,,134,Active,2014-12-02,day,http://www.expertdojo.com,https://www.linkedin.com/company/expert-dojo,"Enterprise, Financial Services, Information Technology, Venture Capital","Financial Services, Information Technology, Lending and Investments, Other",1,Brian Mac Mahon,1-10,"Early Stage Venture, Seed",,,Private,"1,903"
Fortune Venture Capital,https://www.crunchbase.com/organization/fortune-venture-capital,Venture Capital,301,45,"Shenzhen, Guangdong, China",Asia-Pacific (APAC),"Fortune Capital, established in April, 2000, is one of the earliest market-oriented venture capital firms in China.",276,44,120,Active,2000-04-01,day,http://www.fortunevc.com,https://www.linkedin.com/company/fortune-ventures/about/,"Manufacturing, Telecommunications, Venture Capital","Financial Services, Hardware, Lending and Investments, Manufacturing",1,Liu Zhou,11-50,"Early Stage Venture, Late Stage Venture, Venture",,,Private,"1,976"
Abstract,https://www.crunchbase.com/organization/a-list-ventures,Venture Capital,300,26,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Abstract is a venture capital firm based in San Francisco.,231,1,44,Active,2016-08-01,day,http://www.abstract.vc,https://www.linkedin.com/company/abstract-ventures,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Ramtin Naimi,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,583
Ulu Ventures,https://www.crunchbase.com/organization/ulu-ventures,"Micro VC, Venture Capital",299,45,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Ulu Ventures primarily operates as a seed-stage venture fund.,212,4,42,Active,2008-01-01,year,http://www.uluventures.com,https://www.linkedin.com/company/ulu-ventures,"Financial Services, FinTech, Information Technology, Venture Capital","Financial Services, Information Technology, Lending and Investments",2,"Clint Korver, Miriam Rivera",11-50,"Early Stage Venture, Seed",,,Private,364
Earlybird Venture Capital,https://www.crunchbase.com/organization/earlybird-venture-capital,Venture Capital,298,52,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Earlybird is a venture capital investor focused on European technology innovators.,179,7,120,Active,1997-07-01,day,http://earlybird.com/,http://www.linkedin.com/company/earlybird-venture-capital,"Financial Services, Incubators, Venture Capital","Financial Services, Lending and Investments",6,"Benjamin Wilkening, Cem Sertoglu, Christian Nagel, Hendrik Brandis, Roland Manger, Rolf Mathies",101-250,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed",,Made Acquisitions,Private,"2,124"
Red Cedar Ventures,https://www.crunchbase.com/organization/red-cedar-ventures,Venture Capital,297,10,"East Lansing, Michigan, United States","Great Lakes, Midwestern US",Early-stage fund in support Spartan Innovations supporting startups throughout Michigan.,166,3,4,Active,2014-01-01,year,https://www.msufoundation.org/redcedarventures,https://www.linkedin.com/company/red-cedar-ventures/,Financial Services,Financial Services,2,"David Washburn, Jeff Wesley",1-10,"Convertible Note, Seed",,,Private,"5,595"
Ascension,https://www.crunchbase.com/organization/ascension-ventures-limited,"Micro VC, Venture Capital",296,24,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Ascension is an early-stage VC built by exited entrepreneurs to back the next generation of tech and impact founders.,203,,59,Active,2012-09-01,day,https://www.ascension.vc,https://www.linkedin.com/company/ascensionvc,"Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",3,"Jean Fougerolles, Kieran Hill, Sanjay Wadhwani",11-50,"Early Stage Venture, Seed, Venture",,,Private,115
5Y Capital,https://www.crunchbase.com/organization/morningsidevc,Venture Capital,296,22,"Xuhui, Shanghai, China",Asia-Pacific (APAC),5Y Capital is a firm engaged in providing early-stage venture investments.,172,20,90,Active,2008-11-01,month,https://www.5ycap.com/en/,https://www.linkedin.com/company/%E4%BA%94%E6%BA%90%E8%B5%84%E6%9C%AC-5ycapital/?viewAsMember=true,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Ken Shi, Richard Liu",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"6,325"
Point Nine,https://www.crunchbase.com/organization/point-nine-capital,Venture Capital,293,42,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Point Nine Capital is a venture capital firm focusing on early-stage investments related to SaaS and digital marketplaces.,170,5,88,Active,2009-01-01,year,http://www.pointnine.com,http://www.linkedin.com/company/point-nine-capital,"Marketplace, SaaS, Venture Capital","Commerce and Shopping, Financial Services, Lending and Investments, Software",4,"Christoph Janz, Kolja Hebenstreit, Lukasz Gadowski, Pawel Chudzinski",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"3,123"
Real Ventures,https://www.crunchbase.com/organization/real-ventures,Venture Capital,292,43,"Montréal, Quebec, Canada",,Real is an early-stage venture capital firm that backs entrepreneurs and builds the ecosystems in which they thrive.,179,1,50,Active,2007-01-01,year,http://realventures.com,http://www.linkedin.com/company/real-ventures,"Angel Investment, Finance, Financial Services, Incubators, Venture Capital","Financial Services, Lending and Investments",3,"Alan MacIntosh, Jean-Sebastian Cournoyer, John Stokes",11-50,"Early Stage Venture, Seed",,,Private,"1,944"
Samsung Ventures,https://www.crunchbase.com/organization/samsung-ventures,Corporate Venture Capital,292,78,"Seoul, Seoul-t'ukpyolsi, South Korea",Asia-Pacific (APAC),Samsung Ventures is a venture capital firm specializing in investments in start-up companies.,243,18,99,Active,1999-10-22,day,http://www.samsungventures.com,https://www.linkedin.com/company/samsung-venture-investment-america,"Finance, Information Technology, Venture Capital","Financial Services, Information Technology, Lending and Investments",,,51-100,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"26,325"
DN Capital,https://www.crunchbase.com/organization/dn-capital,Venture Capital,291,61,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",DN Capital operates as an early-stage venture capital firm.,158,9,74,Active,2000-09-01,day,http://dncapital.com,http://www.linkedin.com/company/dn-capital,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Giuseppe Miroglio, Nenad Marovac, Steve Schlenker",11-50,"Early Stage Venture, Seed",,,Private,"3,364"
IP Group,https://www.crunchbase.com/organization/ip-group-plc,Venture Capital,289,32,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",IP Group is an IP commercialization company specializing in evolving great ideas into world-changing businesses.,166,13,57,Active,2001-01-01,year,http://www.ipgroupplc.com,http://www.linkedin.com/company/ip-group-plc,"Financial Services, Intellectual Property","Financial Services, Professional Services",1,David Norwood,101-250,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",For Profit,Made Acquisitions,Public,"6,972"
Titan Capital,https://www.crunchbase.com/organization/titan-capital,Venture Capital,285,19,"Gurgaon, Haryana, India",Asia-Pacific (APAC),Titan Capital invests behind world class entrepreneurs looking to create a better world,231,1,70,Active,2015-01-01,year,https://titancapital.vc,https://www.linkedin.com/company/titan-capital-vc/,"Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Kunal Bahl, Rohit Bansal",11-50,"Early Stage Venture, Seed",,,Private,186
Seventure Partners,https://www.crunchbase.com/organization/seventure-partners,Venture Capital,285,68,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Seventure Partners is a French venture capital firm targeting Tech/Digital and Life Sciences companies.,197,19,105,Active,1997-01-01,year,http://www.seventure.fr,http://www.linkedin.com/company/seventure-partners,"Cyber Security, E-Commerce, E-Commerce Platforms, Marketplace, Retail, Retail Technology, SaaS, Software, Sports, Water Purification","Commerce and Shopping, Hardware, Information Technology, Internet Services, Privacy and Security, Software, Sports, Sustainability",1,Isabelle de Cremoux,11-50,"Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed",,,Private,781
Polychain,https://www.crunchbase.com/organization/polychain-capital,"Hedge Fund, Venture Capital",282,8,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Polychain Capital invests in cryptocurrency and blockchain assets.,207,1,167,Active,2016-01-01,year,http://polychain.capital,https://www.linkedin.com/company/polychain-capital,"Bitcoin, Cryptocurrency, Hedge Funds, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",1,Olaf Carlson-Wee,11-50,"Early Stage Venture, Initial Coin Offering, Seed",,,Private,"4,158"
UpHonest Capital,https://www.crunchbase.com/organization/uphonest-capital,Venture Capital,282,35,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","UpHonest Capital is an early-stage, industry-agnostic venture capital firm that partners with companies from pre-seed stage to Series A.",265,5,8,Active,2015-01-01,year,https://www.uphonestcapital.com,https://www.linkedin.com/company/uphonest-capital,"Business Development, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Wei Guo,11-50,"Debt, Early Stage Venture, Grant, Late Stage Venture, Seed, Venture",,,Private,"4,867"
SICTIC,https://www.crunchbase.com/organization/sictic,"Angel Group, Venture Capital",281,17,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Swiss ICT Investor Club (SICTIC) connects smart money investors to Swiss seed and early-stage tech startups.,215,,80,Active,2014-01-01,year,http://www.sictic.ch/,https://www.linkedin.com/company/sictic/,"Association, Financial Services, FinTech","Financial Services, Other",1,Thomas Dübendorfer,101-250,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",Non-profit,,Private,"13,986"
Amadeus Capital Partners,https://www.crunchbase.com/organization/amadeus-capital-partners,Venture Capital,280,60,"Cambridge, Cambridgeshire, United Kingdom","Europe, Middle East, and Africa (EMEA)","Amadeus Capital Partners caters to the technology sector with seed, early, and later stage venture, and private equity investments.",146,7,82,Active,1997-01-01,year,https://amadeuscapital.com,http://www.linkedin.com/company/amadeus-capital-partners,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Anne Glover, Hermann Hauser",51-100,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",,Made Acquisitions,Private,765
Dell Technologies Capital,https://www.crunchbase.com/organization/dell-technologies-capital,Corporate Venture Capital,280,70,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Dell Technologies Capital is a VC arm of Dell Technologies that invests in enterprise and cloud infrastructure.,156,7,78,Active,2012-01-01,day,https://www.delltechnologiescapital.com,https://www.linkedin.com/company/delltechcapital,"Cloud Infrastructure, Enterprise, Financial Services, Software, Venture Capital","Financial Services, Hardware, Internet Services, Lending and Investments, Other, Software",,,10001+,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"9,722"
Flagship Pioneering,https://www.crunchbase.com/organization/flagship-ventures,Venture Capital,279,69,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Flagship Pioneering is a venture capital firm that invests in life sciences and healthcare companies.,130,33,99,Active,2000-01-01,year,http://flagshippioneering.com,https://www.linkedin.com/company/flagship-pioneering,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Edwin Kania, Noubar Afeyan, Thomas de Vlaam",251-500,"Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Venture",For Profit,Made Acquisitions,Private,"1,307"
gener8tor,https://www.crunchbase.com/organization/gener8tor,"Accelerator, Venture Capital",277,17,"Madison, Wisconsin, United States","Great Lakes, Midwestern US","Generate8tor is a venture capital firm that connects startup entrepreneurs, investors, corporations, job seekers, musicians, and artists.",242,,136,Active,2012-06-01,month,http://www.gener8tor.com,http://www.linkedin.com/company/gener8tor,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"Dan Armbrust, Joe Kirgues, Jon Eckhardt, Troy Vosseller",101-250,"Early Stage Venture, Seed",,,Private,"2,265"
NXTP Ventures,https://www.crunchbase.com/organization/NXTP-Ventures,Venture Capital,277,31,"Buenos Aires, Distrito Federal, Argentina",Latin America,"Latin America’s Premier B2B-focused, Early-Stage Venture Capital Fund",210,1,17,Active,2011-01-01,year,http://www.nxtp.vc,https://www.linkedin.com/company/34647594/,"Business Information Systems, Cyber Security, FinTech, Logistics, SaaS","Financial Services, Information Technology, Privacy and Security, Software, Transportation",3,"Ariel Arrieta, Gonzalo Costa, Marta Cruz",11-50,"Early Stage Venture, Seed",,,Private,"2,334"
Inflection Point Ventures,https://www.crunchbase.com/organization/inflection-point-ventures-d275,"Angel Group, Venture Capital",272,10,"Gurgaon, Haryana, India",Asia-Pacific (APAC),Inflection Point Ventures is an early stage angel investing platform that provides both monetary and non-monetary support to the startups.,222,,206,Active,2017-01-01,year,https://ipventures.in/,https://www.linkedin.com/company/ipventures/,"Business Development, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",8,"Ankur Mittal, Dipanjan Basu, K S Adarsh Dikshith, Mitesh Shah, Sathya Pramod, Sumeet Kapur, Vinay Bansal, Vinod Bansal",101-250,"Convertible Note, Early Stage Venture, Secondary Market, Seed, Venture",,,Private,107
