Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
1kx,https://www.crunchbase.com/organization/1kx,Venture Capital,140,2,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",1kx is a crypto investment firm that specializes in ecosystem growth.,118,,60,Active,2018-01-01,year,http://1kx.network,https://www.linkedin.com/company/1kxnetwork/,"Blockchain, Cryptocurrency, Finance, Information Technology, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Information Technology, Lending and Investments, Other, Payments, Software",2,"Christopher Heymann, Lasse Clausen",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"4,544"
Possible Ventures,https://www.crunchbase.com/organization/possible-ventures,Venture Capital,140,3,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Possible Ventures backs ambitious teams building frontier technology to positively impact people and the planet.,116,,7,Active,2021-01-01,year,https://possible.ventures,https://www.linkedin.com/company/possible-vc,,,1,Chris Hitchen,1-10,"Early Stage Venture, Seed",,,Private,"14,904"
GBV Capital,https://www.crunchbase.com/organization/genesis-block-ventures,"Incubator, Venture Capital",137,4,"Grand Cayman, Midland, Cayman Islands",,"GBV Capital focuses exclusively on investment related to blockchain technology, digital currency, and cryptocurrency",132,1,13,Active,2020-10-01,month,https://gbv.capital/,https://www.linkedin.com/company/gbv-capital/,"Blockchain, Cryptocurrency, Financial Services","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",1,Leslie Tam,11-50,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,Made Acquisitions,Private,"45,562"
Startupbootcamp Australia,https://www.crunchbase.com/organization/startupbootcamp-energy-australia,"Accelerator, Angel Group, Venture Capital",135,3,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia",Startupbootcamp Australia is the leading global accelerator for innovative startups solving problems that make the world a better place.,134,1,29,Active,2018-01-01,year,https://www.startupbootcamp.com.au,https://www.linkedin.com/showcase/startupbootcamp-australia,"Clean Energy, Energy, Energy Efficiency, Energy Storage, FinTech, Food and Beverage, Renewable Energy, Solar, Sports, Wind Energy","Energy, Financial Services, Food and Beverage, Natural Resources, Sports, Sustainability",3,"Richard Celm, Ruud Hendriks, Trevor Townsend",11-50,"Early Stage Venture, Seed",,,Private,"6,191"
TQ Ventures,https://www.crunchbase.com/organization/tq-ventures,Venture Capital,130,11,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",TQ Ventures is an early-stage venture firm focused on backing exceptional founders building category-defining businesses.,95,2,21,Active,2018-01-01,year,https://www.tqventures.com/,,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Andrew Marks, Schuster Tanger, Scooter Braun",11-50,"Early Stage Venture, Seed, Venture",,,Private,602
Giza Venture Capital,https://www.crunchbase.com/organization/giza-venture-capital,Venture Capital,128,52,"Tel Aviv, Tel Aviv, Israel","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Giza Venture Capital is a seed and early-stage technology companies investor.,80,10,31,Active,1992-01-01,year,http://www.gizavc.com,http://www.linkedin.com/company/32988,"Angel Investment, Finance, Financial Services, Software, Venture Capital","Financial Services, Lending and Investments, Software",2,"Zeev Holtzman, Zvi Schechter",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"27,503"
Credo Ventures,https://www.crunchbase.com/organization/credo-ventures,Venture Capital,127,17,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Credo Ventures is a venture capital company focused on early stage investments in Central and Eastern Europe.,78,1,48,Active,2009-03-02,day,http://www.credoventures.com,http://www.linkedin.com/company/credo-ventures,"Finance, Financial Services, Information Technology, Internet, Venture Capital","Financial Services, Information Technology, Internet Services, Lending and Investments",2,"Jan Habermann, Ondrej Bartos",1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"2,883"
Expa,https://www.crunchbase.com/organization/expa,"Accelerator, Incubator, Venture Capital",127,14,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Expa is a venture studio and VC fund that supports early-stage startups through expertise, access, and funding.",86,,22,Active,2013-05-02,day,http://www.expa.com,http://www.linkedin.com/company/expa,"Consumer Software, Developer Tools, E-Commerce Platforms, Enterprise Software, FinTech","Commerce and Shopping, Financial Services, Internet Services, Software",1,Garrett Camp,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed",For Profit,,Private,"10,075"
TusStar,https://www.crunchbase.com/organization/tusstar,"Accelerator, Entrepreneurship Program, Incubator, Venture Capital",126,7,"Beijing, Beijing, China",Asia-Pacific (APAC),TusStar is an investment firm that integrates innovation services and building business platforms.,115,5,38,Active,1999-01-01,year,http://www.tusstar.com/,https://www.linkedin.com/company/%E5%90%AF%E8%BF%AA%E4%B9%8B%E6%98%9F/,"Finance, Financial Services, Incubators","Financial Services, Lending and Investments",1,Jinsheng Zhang,101-250,"Early Stage Venture, Seed",,,Private,"21,469"
Kenetic,https://www.crunchbase.com/organization/kenetic-capital,Venture Capital,122,2,"Central, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Kenetic is a proprietary trading and VC investment firm focused on digital assets and blockchain related companies.,109,,22,Active,2016-01-01,year,https://www.kenetic.capital/,https://www.linkedin.com/company/13578821,"Blockchain, Communities, Cryptocurrency, Financial Services, Hedge Funds","Blockchain and Cryptocurrency, Community and Lifestyle, Financial Services, Lending and Investments, Other, Payments, Software",2,"Jehan Chu, Lawrence Chu",1-10,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",,,Private,"18,829"
Genblock Capital,https://www.crunchbase.com/organization/genblock-capital,Venture Capital,121,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Genblock Capital invests exclusively in blockchain and cryptocurrency, with a focus on decentralized finance.",119,,5,Active,2017-01-01,year,https://genblock.capital/,https://www.linkedin.com/company/genblock-capital,,,1,Bilal Junaid,1-10,"Early Stage Venture, Seed",,,Private,"23,754"
Capnamic,https://www.crunchbase.com/organization/capnamic-ventures,Venture Capital,119,19,"Cologne, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Capnamic is a venture capital firm investing in outstanding early-stage companies within Europe.,70,,50,Active,2012-01-01,year,http://capnamic.com,https://www.linkedin.com/company/capnamic/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"André Christ, Christian Siegele, Jorg Binnenbrucker, Jörg Beyer",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"1,908"
Lemniscap,https://www.crunchbase.com/organization/lemniscap,"Hedge Fund, Venture Capital",118,1,"George Town, Midland, Cayman Islands",,Lemniscap is an investment firm specializing in investments in emerging cryptoassets and blockchain companies,107,,47,Active,2017-11-01,month,https://lemniscap.com,https://linkedin.com/company/Lemniscap,"Bitcoin, Blockchain, Cryptocurrency, Ethereum, Hedge Funds, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",1,Roderik van der Graaf,1-10,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"2,754"
SevenX Ventures,https://www.crunchbase.com/organization/sevenx-ventures,Venture Capital,116,3,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",SevenX Ventures provides insights and operational expertise to help blockchain startups in growing.,103,,23,Active,2020-01-01,year,https://www.7xvc.com/,https://www.linkedin.com/company/sevenx-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Eraser Li,11-50,"Early Stage Venture, Seed",,,Private,"18,862"
Momentum 6,https://www.crunchbase.com/organization/momentum-6-d0a1,Venture Capital,116,2,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Momentum 6 architect momentum for crypto and blockchain projects.,110,,5,Active,2018-01-01,year,https://momentum6.com/,https://www.linkedin.com/company/momentum6/,"Blockchain, Cryptocurrency","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",1,Garlam Won,11-50,"Seed, Venture",,,Private,"20,457"
Trajectory Ventures,https://www.crunchbase.com/organization/trajectory-ventures,"Family Investment Office, Micro VC, Syndicate, Venture Capital",115,10,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Our mission is to advance disruptive innovation driving global digital transformation,107,,4,Active,2012-03-12,day,https://TrajectoryVentures.VC,https://www.linkedin.com/company/trajectory-ventures,"Advertising Platforms, Aerospace, Business Development, Business Intelligence, Developer APIs, Developer Tools, E-Commerce Platforms, Electric Vehicle, Machine Learning","Advertising, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Internet Services, Professional Services, Science and Engineering, Software, Transportation",1,Peter Bordes,1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Seed, Venture",,,Private,"18,085"
Hoxton Ventures,https://www.crunchbase.com/organization/hoxton-ventures,"Micro VC, Venture Capital",112,15,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Hoxton Ventures is an early-stage European venture capital firm,72,3,50,Active,2013-11-26,day,https://www.hoxton.vc,https://www.linkedin.com/company/hoxton-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Hussein Kanji, Rob Kniaz",1-10,"Early Stage Venture, Seed, Venture",,,Private,"9,260"
Colopl Next,https://www.crunchbase.com/organization/colopl-next,Corporate Venture Capital,109,16,"Tokyo, Tokyo, Japan",Asia-Pacific (APAC),"Colopl Next supports start-ups specializing in VR/AR, entertainment, emerging technologies, and other internet businesses.",99,2,13,Active,2015-02-10,day,https://coloplnext.co.jp/en,https://www.linkedin.com/company/coloplnext,"Business Development, Internet, Venture Capital","Financial Services, Internet Services, Lending and Investments, Professional Services",3,"Jun Hasebe, Naruatsu Baba, Shintaro Yamakami",1-10,Early Stage Venture,,,Private,"4,550"
Leblon Capital,https://www.crunchbase.com/organization/leblon-capital,"Private Equity Firm, Venture Capital",108,10,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Leblon Capital is an investment firm.,106,3,3,Active,,,https://leblon-capital.notion.site/,https://www.linkedin.com/company/leblon-capital/,"Financial Services, Health Care, Industrial, Information Technology, Internet, Software","Financial Services, Health Care, Information Technology, Internet Services, Manufacturing, Software",1,Andrej Henkler,1-10,"Early Stage Venture, Late Stage Venture",,,Private,"9,459"
Fabric Ventures,https://www.crunchbase.com/organization/fabric-ventures,Venture Capital,105,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Fabric Ventures is a venture capital firm that invests in scalable decentralized networks.,96,,23,Active,2017-01-01,year,https://www.fabric.vc/,https://www.linkedin.com/company/fabricventures/,"Blockchain, Cryptocurrency, Financial Services, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",3,"Anastasiya Belyaeva, Max Mersch, Richard Muirhead",11-50,"Early Stage Venture, Initial Coin Offering, Seed",,,Private,630
Piton Capital,https://www.crunchbase.com/organization/piton-capital,Venture Capital,103,15,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Piton Capital is a venture capital and growth equity firm headquartered in London, United Kingdom.",48,2,26,Active,2010-01-01,year,https://www.pitoncap.com/,https://www.linkedin.com/company/piton-capital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Andrin Bachmann, Greg Lockwood",1-10,"Early Stage Venture, Late Stage Venture, Venture",,,Private,"16,148"
Kindred Capital,https://www.crunchbase.com/organization/kindredcapital,Venture Capital,95,7,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Kindred is an early stage venture capital fund based in London that practises equitable venture.,54,,30,Active,2015-01-01,year,http://www.kindredcapital.vc/,https://www.linkedin.com/company/kindred-capital-vc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"Leila Zegna, Mark Evans, Russell Buckley, Tracy Doree",1-10,Seed,,,Private,566
Joyance Partners,https://www.crunchbase.com/organization/joyance-partners,Venture Capital,95,7,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",We invest in companies that use science and technology to cultivate joy and improve how we live.,80,,8,Active,2017-01-01,year,https://www.joyancepartners.com/,https://www.linkedin.com/company/joyance-partners/,"Business Development, Financial Services, Service Industry, Venture Capital","Financial Services, Lending and Investments, Other, Professional Services",2,"Mike Edelhart, William Lohse",1-10,"Early Stage Venture, Seed",,,Private,"7,079"
Maven 11 Capital,https://www.crunchbase.com/organization/maven-11-capital,Venture Capital,94,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Capital Fund in Blockchain & Distributed Ledger Technology (DLT),78,,17,Active,2015-09-01,day,https://www.maven11.com,https://www.linkedin.com/company/maven11/,,,1,Jochem Wieringa,11-50,"Convertible Note, Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",,,Private,"4,363"
NAP,https://www.crunchbase.com/organization/nap-vc,Venture Capital,93,4,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","NAP is a Berlin-based pre-seed and seed venture capital investor, investing in European technology companies.",52,,33,Active,2016-01-01,year,https://www.nap.vc/,https://www.linkedin.com/company/napvc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",6,"Claude Ritter, Dominik Matyka, Marcel Hollerbach, Markus Fuhrmann, Rouven Dresselhaus, Stefan Walter",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"1,629"
10x Group,https://www.crunchbase.com/organization/10xgroup,Venture Capital,91,15,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",10x Group is a group of serial entrepreneurs and founders investing in founders of digital start-ups in Europe and Silicon Valley.,67,2,6,Active,2006-01-01,month,http://10x.group/,https://www.linkedin.com/company/15157256/,Venture Capital,"Financial Services, Lending and Investments",1,Felix Haas,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"18,290"
SquareOne Venture Capital,https://www.crunchbase.com/organization/squarone-vc,Venture Capital,88,8,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",SquareOne is a venture capital firm focused on pre-seed and seed investments in B2B technology.,57,,33,Active,2010-01-01,year,https://squareone.vc/,https://www.linkedin.com/company/squareone-vc/,"Artificial Intelligence (AI), B2B, Enterprise Software, Finance, Financial Services, SaaS, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Other, Science and Engineering, Software",1,Christian Buchenau,1-10,"Early Stage Venture, Seed",,,Private,"3,475"
BlueYard Capital,https://www.crunchbase.com/organization/blueyard-capital,Venture Capital,87,1,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",BlueYard seeks to invest in founders with transforming ideas that decentralize markets.,63,,35,Active,2016-01-01,day,http://blueyard.com/,https://www.linkedin.com/company/blueyard-capital,"Cryptocurrency, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",2,"Ciarán O'Leary, Jason Whitmire",11-50,"Early Stage Venture, Seed, Venture",,,Private,"1,201"
Kosmos Ventures,https://www.crunchbase.com/organization/kosmos-capital,Venture Capital,85,3,"Perth, Western Australia, Australia","Asia-Pacific (APAC), Australasia",Kosmos Ventures is the leading and largest Australian based multi-strategy VC firm specializing in blockchain-based assets.,76,,4,Active,2017-01-01,year,http://kosmos.vc,https://www.linkedin.com/company/kosmos-ventures,"Blockchain, Cryptocurrency, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",2,"Anton Uvarov, Marten de Vries",1-10,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private,"20,558"
PROfounders Capital,https://www.crunchbase.com/organization/profounders-capital,Venture Capital,83,20,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",PROfounders Capital is an early-stage VC backed by successful entrepreneurs and focused on investing in technology start-ups across Europe.,57,,26,Active,2009-06-01,day,https://www.profounderscapital.com/,https://www.linkedin.com/company/profounders-capital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",7,"Brent Hoberman, Jonathan Goodwin, Michael Birch, Peter Dubens, Rogan Angelini-Hurll, Sean Seton-Rogers, Stella Schuck",1-10,"Early Stage Venture, Seed",,,Private,"2,309"
Peak,https://www.crunchbase.com/organization/peak-capital,Venture Capital,83,8,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","The early-stage VC fully backed by entrepreneurs - with the scars to prove it. Pre-Seed - Series A • SaaS, Marketplaces & Platforms • Europe",61,,50,Active,2007-01-01,day,http://www.peak.capital,https://www.linkedin.com/company/738629/,"FinTech, IaaS, Marketplace, PaaS, SaaS, Software","Commerce and Shopping, Financial Services, Software",5,"Adopt IQ, Hein Siemerink, Heleen Dura - van Oord, Johan van Mil, Stefan Bary",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"11,492"
Firebolt Ventures,https://www.crunchbase.com/organization/firebolt-ventures,Venture Capital,81,15,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Firebolt Ventures is a venture capital firm that focuses on early-stage and seed-stage investments.,70,,1,Active,2014-01-01,year,http://www.fireboltventures.com,https://www.linkedin.com/company/firebolt-ventures,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",1,Cherian Mathew,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"4,010"
Bright Pixel (formerly Sonae IM),https://www.crunchbase.com/organization/sonae-im,Corporate Venture Capital,81,16,"Maia, Porto, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)","Venture capital company with a global aim, financially driven and oriented to make businesses prosper.",61,,33,Active,2015-10-01,month,https://brpx.com/,https://www.linkedin.com/company/brightpixelcapital/,"Cloud Infrastructure, Cyber Security, Financial Services, IT Infrastructure, Telecommunications, Venture Capital","Financial Services, Hardware, Information Technology, Internet Services, Lending and Investments, Privacy and Security",,,1001-5000,"Early Stage Venture, Seed",,Made Acquisitions,Private,"12,500"
Rheingau Founders,https://www.crunchbase.com/organization/rheingau-founders,Venture Capital,81,12,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Rheinhau Founders is a Berlin&Munich based venture capital firm,48,3,22,Active,2011-01-01,year,http://rheingau-founders.com,http://www.linkedin.com/company/rheingau-founders,"Finance, Financial Services, FinTech, Incubators, Media and Entertainment, SaaS, Venture Capital","Financial Services, Lending and Investments, Media and Entertainment, Software",5,"Johann Reich, Kai Hansen, Marius Weber, Philipp Hartmann, Tobias Johann",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"22,482"
Distributed Global,https://www.crunchbase.com/organization/distributed-global,"Hedge Fund, Venture Capital",80,5,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Distributed Global is an investment firm focused on the blockchain and digital asset ecosystem.,71,,22,Active,2017-06-01,month,http://www.distributedglobal.com,,"Blockchain, Cryptocurrency, Finance","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",2,"Johnny Steindorff, Tucker Waterman",1-10,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",,,Private,"21,803"
S28 Capital,https://www.crunchbase.com/organization/spectrum-28,Venture Capital,79,16,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",S28 Capital is an early-stage venture fund with $170M under management.  We're a team of founders and early startup employees.,52,,19,Active,2015-08-01,day,http://www.S28capital.com,https://www.linkedin.com/company/spectrum-28,Venture Capital,"Financial Services, Lending and Investments",1,Kent Ho,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"14,649"
Manta Ray Ventures,https://www.crunchbase.com/organization/manta-ray-ventures,Venture Capital,77,4,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Manta Ray Ventures provides flexible and patient capital, leveraging time, resources, and networks to support its portfolio companies.",56,,5,Active,2017-01-01,year,https://mantaray.vc/,https://www.linkedin.com/company/mantarayvc/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Sebastian Kulczyk,1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed",,Made Acquisitions,Private,"19,298"
Demium Capital,https://www.crunchbase.com/organization/think-bigger-capital,Venture Capital,76,,"Valencia, Comunidad Valenciana, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",We invest in the earliest stages of a startup –pre-seed and seed stages–.,65,,50,Active,2020-01-17,day,https://demium.com/demium-capital/,https://www.linkedin.com/company/demium/,,,1,Jorge Dobon,51-100,"Early Stage Venture, Seed",,,Private,"14,109"
Presto Ventures,https://www.crunchbase.com/organization/presto-ventures,Venture Capital,75,2,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Presto Ventures is a venture capital fund empowering talented CEE start-up founders.,59,,37,Active,2016-01-01,year,https://www.prestoventures.com/,https://www.linkedin.com/company/b-vc/,"Business Development, Finance, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Přemysl Rubeš,11-50,"Early Stage Venture, Seed, Venture",,,Private,"2,966"
Innovation Nest,https://www.crunchbase.com/organization/innovation-nest,"Micro VC, Venture Capital",75,8,"Kraków, Malopolskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Innovation Nest invests in early-stage European B2B Software companies.,55,1,12,Active,2010-01-01,year,http://www.innovationnest.co,http://www.linkedin.com/company/2279786,"B2B, Finance, SaaS, Software, Venture Capital","Financial Services, Lending and Investments, Other, Software",2,"Marek Kapturkiewicz, Piotr Wilam",1-10,"Early Stage Venture, Seed",,,Private,"22,340"
Giant Ventures,https://www.crunchbase.com/organization/giant-ventures-global,Venture Capital,74,4,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Giant backs purpose-driven founders building companies that matter.,52,,30,Active,2020-01-01,year,https://www.giant.vc,https://www.linkedin.com/company/giantventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Cameron McLain, Tommy Stadlen",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,229
Michelson Impact Ventures,https://www.crunchbase.com/organization/michelson-impact-ventures,Venture Capital,74,7,"Culver City, California, United States","Greater Los Angeles Area, West Coast, Western US","Michelson Impact Ventures is a social change fund deploying impact investment capital into mission-aligned, for-profit start-ups.",70,,1,Active,2016-01-01,year,https://www.michelson.vc/,https://www.linkedin.com/company/michelson-impact-ventures,"EdTech, Education, Health Care, Higher Education, Impact Investing, Pet, Plant-Based Foods, Veterinary, Virtual Workforce","Administrative Services, Community and Lifestyle, Education, Financial Services, Food and Beverage, Health Care, Lending and Investments, Software",1,Gary K. Michelson,1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"25,775"
Nina Capital,https://www.crunchbase.com/organization/nina-capital,"Micro VC, Venture Capital",72,3,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Investing in healthcare transformation powered by information technology led by need-driven founders.,50,,29,Active,2019-01-01,year,https://www.nina.capital/,https://www.linkedin.com/company/ninacapital/,"Analytics, Artificial Intelligence (AI), Data Visualization, Electronic Health Record (EHR), Health Care, Internet of Things, Medical Device, Sensor, Software, Wearables","Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Design, Hardware, Health Care, Information Technology, Internet Services, Science and Engineering, Software",1,Marta G. Zanchi,11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,"2,139"
Finch Capital,https://www.crunchbase.com/organization/finch-capital,Venture Capital,72,13,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Finch Capital is a series A/B investor in growth financial technologies companies.,44,,38,Active,2013-01-01,year,http://finchcapital.com,https://www.linkedin.com/company/27059481/,"Financial Services, FinTech, InsurTech, Venture Capital","Financial Services, Lending and Investments",2,"Hans de Back, Radboud Vlaar",11-50,Late Stage Venture,,,Private,"4,922"
10x Founders,https://www.crunchbase.com/organization/10x-founders,Venture Capital,70,1,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",10x Founders is a network-driven European early-stage investor backed by over 200 entrepreneurs and angels.,51,,13,Active,2021-01-01,year,https://www.10xfounders.com/,https://www.linkedin.com/company/10x-founders/,,,3,"Claudius Jablonka, Felix Haas, Jan Reichelt",11-50,"Early Stage Venture, Seed, Venture",,,Private,"1,002"
KAYA,https://www.crunchbase.com/organization/kaya-8ed9,Venture Capital,68,10,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","KAYA is an early-stage VC fund with roots in CEE, investing in intrepid founders across Europe since 2010.",44,,17,Active,2010-01-01,year,https://www.kaya.vc/,https://www.linkedin.com/company/kayavc/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Pavel Mucha, Pavel Mucha, Radek Svec, Radovan Nesrsta, Tomas Cupr",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"2,475"
PortfoLion Capital Partners,https://www.crunchbase.com/organization/portfolion,"Private Equity Firm, Venture Capital",68,8,"Budapest, Budapest, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)",Portfolion is the venture capital and private equity arm of OTP Bank Plc. The CEE-focused multi-stage investor has EUR 400 AUM.,50,,29,Active,2010-01-01,year,https://www.portfolion.hu/en/,https://www.linkedin.com/company/portfolion-venture-capital-fund-management-plc-/,Venture Capital,"Financial Services, Lending and Investments",,,11-50,"Early Stage Venture, Late Stage Venture",,,Private,"6,549"
Starta Accelerator,https://www.crunchbase.com/organization/starta-accelerator,"Accelerator, Venture Capital",65,2,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Starta Accelerator is an Accelerator specializing in technology startups with European R&D roots.,65,,20,Active,2015-12-01,day,http://startaventures.com/startaaccelerate/,https://www.linkedin.com/company/starta-capital/,"Angel Investment, Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",2,"Alexey Girin, Katya Dorozhkina",11-50,"Early Stage Venture, Seed",,,Private,"27,329"
Partner Ventures,https://www.crunchbase.com/organization/partner-ventures-llc,Venture Capital,64,7,"Portola Valley, California, United States","San Francisco Bay Area, West Coast, Western US",Partner Ventures is a 'secondary direct' venture capital fund.,60,2,1,Active,2009-10-01,month,http://www.partnervc.com/,https://www.linkedin.com/company/partner-ventures,,,,,1-10,"Early Stage Venture, Late Stage Venture, Venture",,,Private,"28,942"
KittyHawk,https://www.crunchbase.com/organization/kittyhawk-ventures,Venture Capital,63,7,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US","KittyHawk, an investment firm focused on leading edge seed to late stage pre-IPO companies.",53,2,21,Active,2015-01-01,year,http://www.kittyhawkvc.com,https://www.linkedin.com/company/kittyhawk-ventures/about/,"Business Development, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Will Weisman,1-10,"Early Stage Venture, Secondary Market, Seed",,,Private,"14,142"
Verissimo Ventures,https://www.crunchbase.com/organization/verissimo-ventures,Venture Capital,63,6,"Bedford, New Hampshire, United States","East Coast, New England, Northeastern US",Verissimo Ventures invest in early-stage technology companies.,54,,1,Active,2020-01-01,year,https://verissimo.vc/,https://www.linkedin.com/company/verissimo-ventures,,,2,"Alex Oppenheimer, David Oppenheimer",1-10,"Early Stage Venture, Seed",,,Private,"21,088"
