Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Rockaway Capital,https://www.crunchbase.com/organization/rockaway-capital,Venture Capital,51,10,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Multi-stage venture capital firm that builds, creates and invests in outstanding tech companies in CEE & DACH regions",45,,15,Active,2013-01-01,year,http://www.rockawaycapital.com,https://www.linkedin.com/company/rockaway,"Blockchain, Consumer Electronics, Cryptocurrency, E-Commerce, FinTech, Grocery, Media and Entertainment, Price Comparison, Publishing, Travel","Blockchain and Cryptocurrency, Commerce and Shopping, Consumer Electronics, Content and Publishing, Financial Services, Food and Beverage, Hardware, Media and Entertainment, Other, Payments, Software, Travel and Tourism",1,Jakub Havrlant,11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Venture",,Made Acquisitions,Private,"23,176"
Hubraum,https://www.crunchbase.com/organization/hub-raum,"Accelerator, Incubator, Venture Capital",51,8,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Hubraum connects tech entrepreneurs and startup companies with the network, capital and business opportunities of Deutsche Telekom.",48,,22,Active,2012-01-01,year,http://hubraum.com,https://www.linkedin.com/company/2952666/,"Finance, Incubators, Telecommunications, Venture Capital","Financial Services, Hardware, Lending and Investments",2,"Gilli Cegla, Peter Borchers",11-50,"Debt, Early Stage Venture, Seed",,,Private,"23,829"
J&T Ventures,https://www.crunchbase.com/organization/j-t-ventures,Venture Capital,48,5,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Prague-based VC Fund, investing up to €2.5M in promising European startups.",34,,27,Active,2014-06-09,day,http://jtventures.cz/en/,https://www.linkedin.com/company/j&t-ventures/,"FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Adam Kocik, Martin Kesner",1-10,"Early Stage Venture, Seed, Venture",,,Private,"5,819"
Wisemont Capital,https://www.crunchbase.com/organization/wisemont-capital-2,Venture Capital,48,11,"Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US","Wisemont Capital fund makes equity investments in early-stage technology companies with a primary focus on wireless and mobility, software.",46,,1,Active,2015-01-01,year,http://www.wisemontcapital.com/,https://www.linkedin.com/company/wisemont-capital/,,,2,"Jun Li, Qiang Wan",1-10,"Early Stage Venture, Seed",,,Private,"10,140"
European Investment Fund,https://www.crunchbase.com/organization/european-investment-fund,"Fund Of Funds, Private Equity Firm, Venture Capital",45,6,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",EIF was founded in 1994 to support Europe's small and medium-sized businesses (SMEs) by enhancing their access to finance.,44,3,18,Active,1994-01-01,year,http://www.eif.org,https://www.linkedin.com/company/european-investment-fund/,"Financial Services, FinTech, Government, Small and Medium Businesses, Venture Capital","Financial Services, Government and Military, Lending and Investments, Other",,,501-1000,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed",,,Private,"4,366"
Vendep Capital,https://www.crunchbase.com/organization/vendepcapital,Venture Capital,45,4,"Espoo, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Vendep Capital invests exclusively in Software-as-a-Service (SaaS) startups in the Nordics and Baltics,34,,23,Active,2013-08-23,day,https://www.vendep.com,https://www.linkedin.com/company/vendepcapital/,"B2B, Financial Services, Venture Capital","Financial Services, Lending and Investments, Other",3,"Hannu Kytölä, Jupe Arala, Sakari Pihlava",1-10,"Early Stage Venture, Seed, Venture",,,Private,"7,056"
DAO Maker,https://www.crunchbase.com/organization/dao-maker,Venture Capital,45,,"Belle Vue, Cumbria, United Kingdom","Europe, Middle East, and Africa (EMEA)",DAO Maker creates growth technologies and funding frameworks for startups.,44,,8,Active,2018-01-01,year,https://daomaker.com/,https://www.linkedin.com/company/daomaker/,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Funding Platform, Non-Fungible Token (NFT)","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",2,"Christoph Zaknun, Giorgio Marciano",11-50,,For Profit,,Private,"7,220"
DIG Ventures,https://www.crunchbase.com/organization/dig-ventures,Venture Capital,44,3,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","DIG Ventures is a pre-seed and seed-stage fund investing in B2B SaaS and cloud infrastructure companies in Europe, Israel and the US.",31,,9,Active,2018-01-01,year,http://dig.ventures,https://www.linkedin.com/company/dig-ventures,,,2,"Melissa Klinger, Ross Mason",1-10,"Early Stage Venture, Seed",,,Private,"1,562"
LEAD,https://www.crunchbase.com/organization/lead-sports-accelerator,Venture Capital,42,1,"Orlando, Florida, United States","East Coast, Southern US",LEAD is a global venture corporation dedicated to enhancing lives through sports and health technology.,34,,8,Active,2016-01-01,year,https://lead.vc/,https://www.linkedin.com/company/lead-vc/,"Fitness, Health Care, Personal Health, Sports","Health Care, Sports",2,"Alexander Bente, Christoph Sonnen",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"5,481"
StageDotO,https://www.crunchbase.com/organization/stagedoto,"Micro VC, Venture Capital",41,1,"Boise, Idaho, United States",Western US,StageDotO is an early stage investment fund actively identifying pre-Series A companies driven by world-changing ideas.,18,,30,Active,2016-01-01,year,https://www.stagedoto.com,https://www.linkedin.com/company/stagedoto/,"Cyber Security, Financial Services, FinTech, Information and Communications Technology (ICT), Venture Capital","Financial Services, Information Technology, Lending and Investments, Privacy and Security",2,"Devin Wade, Mike Self",11-50,"Early Stage Venture, Seed, Venture",,,Private,"4,689"
DEPO Ventures,https://www.crunchbase.com/organization/depo-ventures,"Micro VC, Venture Capital",40,2,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Depo Ventures is an investment group that manages an angel fund, angel network and provides capital advisory services.",34,,8,Active,2016-01-01,year,https://depoventures.com/,https://www.linkedin.com/company/depo-ventures,"Angel Investment, Venture Capital","Financial Services, Lending and Investments",2,"Michal Ciffra, Petr Sima",1-10,"Convertible Note, Early Stage Venture, Non Equity Assistance, Seed",,,Private,"13,230"
RockawayX,https://www.crunchbase.com/organization/rockaway-blockchain,Venture Capital,39,1,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)","RockawayX is a traditional venture capital investor that offers funding and support for crypto funds, companies, and protocols.",37,,8,Active,2018-03-01,month,https://rockawayx.com/,https://www.linkedin.com/company/rockawayx,"Blockchain, Cryptocurrency, Financial Services, FinTech, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",2,"Jakub Havrlant, Viktor Fischer",11-50,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",,,Private,266
CB Investment Management,https://www.crunchbase.com/organization/cb-investment-management,"Investment Bank, Venture Capital",37,,"Bratislava, Bratislava, Slovakia (Slovak Republic)","European Union (EU), Europe, Middle East, and Africa (EMEA)","Founded in 2019, CB Investment Management is a growth equity investment fund, a subsidiary of the Crowdberry investment platform.",36,,30,Active,2019-01-01,year,https://www.cbim.sk/,https://www.linkedin.com/company/cb-im/,,,3,"Daniel Gašpar, Dano Gašpar, Michal Nespor",1-10,Seed,,,Private,"28,030"
Simpact Ventures,https://www.crunchbase.com/organization/simpact-vc,Venture Capital,33,,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Simpact is venture capital fund investing in tech-driven startups with high business potential and a positive social/environmental impact.,32,,25,Active,2017-08-01,month,http://www.simpact.vc/,https://www.linkedin.com/company/simpact-vc/,"Impact Investing, Social Impact, Venture Capital","Financial Services, Lending and Investments, Other, Social Impact",3,"Jacek Ostrowski, Krzysztof Grochowski, Wojciech Majewski",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"6,715"
Lighthouse Capital Management,https://www.crunchbase.com/organization/lighthouse-capital-management,"Angel Group, Venture Capital",33,4,"Shanghai, Shanghai, China",Asia-Pacific (APAC),Lighthouse Capital Management is an early venture capital fund focusing on the Chinese and US markets.,23,2,7,Active,2011-06-06,day,http://www.lighthousecapital.cn/index.php,https://www.linkedin.com/company/lighthouse-capital-management-shanghai,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Minglie Hu, Wei Li",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"10,797"
Movens Capital,https://www.crunchbase.com/organization/movens-capital,Venture Capital,33,,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","VC fund supporting Central European tech companies focusing on European and US markets. Main sectors: AI, fintech, SaaS and marketplaces.",24,,14,Active,2018-04-04,day,https://www.movenscapital.com,https://www.linkedin.com/company/18487805/admin/,"Marketplace, SaaS, Venture Capital","Commerce and Shopping, Financial Services, Lending and Investments, Software",3,"Artur Banach, Michał Olszewski, Przemyslaw Jurgiel-Zyla",11-50,"Early Stage Venture, Seed, Venture",,,Private,"22,535"
Tensor Ventures,https://www.crunchbase.com/organization/tensor-ventures,Venture Capital,32,2,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Deep Tech-focused fund investing in AI, IoT and Blockchain in the CEE+",25,,10,Active,2017-10-01,month,https://tensor.ventures/,https://www.linkedin.com/company/tensor-ventures,,,3,"Martin Drdul, Petr Ulvr, Roman Smola",11-50,"Early Stage Venture, Late Stage Venture, Venture",,,Private,"2,428"
Oktogon Ventures,https://www.crunchbase.com/organization/oktogon-ventures,Venture Capital,30,,"Budapest, Budapest, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)",High Growth Tech Startups from CEE. Help CEE startups realize their fullest potential.,22,,4,Active,2019-04-03,day,https://www.oktogon.vc/,https://www.linkedin.com/company/oktogon-ventures,"B2B, Software, Venture Capital","Financial Services, Lending and Investments, Other, Software",2,"Gyula Feher, Veronika Pistyur",1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed",,,Private,"11,975"
Kickstarter,https://www.crunchbase.com/organization/kickstarter,Venture Capital,29,,"Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US","Kickstarter is a crowdfunding platform for creative projects such as movies, music, art, theater, games, comics, design, and photography.",25,,12,Active,2007-01-01,month,https://www.kickstarter.com,https://www.linkedin.com/company/kickstarter,"Card and Board Games, Crowdfunding, Finance, Funding Platform","Consumer Goods, Financial Services, Gaming, Lending and Investments",3,"Charles Adler, Perry Chen, Yancey Strickler",51-100,Crowdfunding,For Profit,Made Acquisitions,Private,421
Vision Ventures,https://www.crunchbase.com/organization/vision-ventures-9b12,"Micro VC, Venture Capital",27,,"Bratislava, Bratislava, Slovakia (Slovak Republic)","European Union (EU), Europe, Middle East, and Africa (EMEA)",VC fund focused on pre-seed and seed investments in Slovakia,23,,24,Active,2019-01-01,year,https://www.visionventures.vc/,https://www.linkedin.com/company/visionventures/,Financial Services,Financial Services,2,"Gabriel Horvath, Tomas Bel",1-10,"Early Stage Venture, Seed",,,Private,"26,586"
280 Capital,https://www.crunchbase.com/organization/280-capital,Corporate Venture Capital,27,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","280 Capital serves as the Web3 investment arm of the Huang, Liu, and Chen Family Office.",26,,,Active,,,https://www.280.xyz/,https://www.linkedin.com/company/102803617,"Blockchain, Cryptocurrency, Venture Capital, Web3","Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Other, Payments, Software",2,"Jerry Liu, Justin Chen",11-50,,,,Private,"27,705"
BrightCap Ventures,https://www.crunchbase.com/organization/brightcap-ventures,Venture Capital,26,6,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Early-stage VC investing in companies with defensible technology and significant global exit potential,20,,10,Active,2018-01-01,year,http://www.brightcap.vc/,https://www.linkedin.com/company/brightcapventures/,"Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"Daniel Lorer, Diana Stefanova, Elina Halatcheva, Georgi Mitov",1-10,"Early Stage Venture, Seed, Venture",,,Private,768
Purple Ventures,https://www.crunchbase.com/organization/purple-ventures,Venture Capital,25,,"Brno, Jihomoravsky kraj, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",European private venture capital fund investing seed money into early-stage fintech startups with a proven business model.,23,,8,Active,2019-01-01,year,https://www.purple-ventures.com/,https://www.linkedin.com/company/purple-ventures/,,,1,Jan Stanek,1-10,"Early Stage Venture, Seed",,,Private,"3,878"
Airbridge Equity Partners,https://www.crunchbase.com/organization/airbridge-equity-partners,Venture Capital,25,3,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","Airbridge Equity Partners is a Venture Capital that focuses on scalable, technology-driven companies in the digital landscape.",22,,18,Active,2017-11-01,month,http://airbridge.nl,https://www.linkedin.com/company/airbridge-equity-partners/,,,1,Rick van Boekel,1-10,"Early Stage Venture, Late Stage Venture",,,Private,"6,657"
Zero One Hundred,https://www.crunchbase.com/organization/zero-gravity-capital-0c47,Venture Capital,25,,"Bratislava, Bratislava, Slovakia (Slovak Republic)","European Union (EU), Europe, Middle East, and Africa (EMEA)",Zero One Hundred is an early-stage investor to foster businesses from their earliest stages to their expansion.,22,,11,Active,2019-01-01,year,http://www.zerogravitycap.com,https://www.linkedin.com/company/zeroonehundred/,,,1,Dusan Duffek,1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"20,582"
Sunfish Partners,https://www.crunchbase.com/organization/sunfish-partners,Venture Capital,24,1,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Early stage VC investing in deep tech startups from Central and Eastern Europe (CEE),18,,15,Active,2016-01-01,year,https://sunfish.vc,https://www.linkedin.com/company/sunfish-partners/,"Financial Services, Health Care, Information Technology, Internet, Software","Financial Services, Health Care, Information Technology, Internet Services, Software",3,"Christian Weiss, Marcus Erken, Max Moldenhauer",1-10,"Early Stage Venture, Seed",,,Private,"8,434"
Alpha Capital,https://www.crunchbase.com/organization/alpha-capital-a6e5,"Angel Group, Incubator, Venture Capital",22,,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Alpha Capital is an investment fund with consulting, research, and development functions to support start-up projects.",21,,,Active,2019-01-01,year,https://alphacapital.financial,https://www.linkedin.com/company/alphacapital-vc/,"Angel Investment, Consulting, Financial Services, Incubators","Financial Services, Lending and Investments, Professional Services",,,11-50,"Early Stage Venture, Venture",,,Private,"32,298"
Elevator Ventures,https://www.crunchbase.com/organization/elevator-ventures-by-raiffeisen-bank-international,Corporate Venture Capital,21,4,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Elevator Ventures focuses on early stage and growth investments in Fintech and related enabling technologies in Central and Eastern Europe,18,,8,Active,2018-05-01,month,http://www.elevator-ventures.com/,https://linkedin.com/company/elevatorventures,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Hannes Cizek, Maximilian Schausberger",1-10,"Convertible Note, Early Stage Venture, Venture",,,Private,"3,833"
Czech Founders VC,https://www.crunchbase.com/organization/czech-founders-vc,"Micro VC, Venture Capital",20,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Founder-centric venture capital firm focused on early stage startups. Lead by founders. Backed by founders.,19,,7,Active,2022-04-19,day,https://czechfounders.vc,https://www.linkedin.com/company/czech-founders-vc,"Business Development, Consulting, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",3,"Ivan Kristel, Vaclav Pavlecka, Vit Horky",1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"18,921"
Venture to Future Fund,https://www.crunchbase.com/organization/venture-to-future-fund,Venture Capital,20,,"Bratislava, Bratislava, Slovakia (Slovak Republic)","European Union (EU), Europe, Middle East, and Africa (EMEA)","VFF primarily focus on future-oriented, innovative technological growth companies operating in Slovakia or with capital links to Slovakia.",15,,6,Active,2019-05-07,day,https://vff.sk/,https://www.linkedin.com/company/venture-to-future-fund,,,,,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"26,218"
Mission Gate,https://www.crunchbase.com/organization/mission-gate-inc,Venture Capital,20,2,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Mission Gate is a venture capital firm that focuses on seed and early stage startups in the internet and medical cannabis industries.,20,,,Active,2014-05-14,day,http://www.missiongate.com,https://www.linkedin.com/company/missiongate,,,1,George Bachiashvili,11-50,"Early Stage Venture, Seed, Venture",,,Private,"28,644"
Rockaway Ventures,https://www.crunchbase.com/organization/rockaway-ventures,Venture Capital,18,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Rockaway Ventures (Fund of Rockaway Capital) focuses on ESG compliant startups in CEE and DACH, which digitize traditional industries.",16,,6,Active,2021-01-01,year,https://rockawayventures.com,https://www.linkedin.com/company/rockaway/mycompany/verification/,"FinTech, Food and Beverage, Health Care, Media and Entertainment, Retail, Retail Technology, SaaS, Supply Chain Management, Telecommunications, Travel","Commerce and Shopping, Financial Services, Food and Beverage, Hardware, Health Care, Media and Entertainment, Software, Transportation, Travel and Tourism",1,Jakub Havrlant,11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Venture",,,Private,"6,832"
Springtide Ventures,https://www.crunchbase.com/organization/springtide-ventures,Venture Capital,18,5,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Springtide Ventures is a venture capital company that helps to bring start-ups to life, materialize their visions, and global ambitions.",13,,7,Active,2013-05-28,day,http://springtide.cz,https://www.linkedin.com/company/springtide-ventures-s.r.o.,Venture Capital,"Financial Services, Lending and Investments",,,1-10,Early Stage Venture,,,Private,"36,594"
UP 271,https://www.crunchbase.com/organization/up21,"Family Investment Office, Private Equity Firm, Venture Capital",18,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Portfolio management company based in Prague, focused on Central Europe.",15,,10,Active,2016-05-01,month,http://up271.com,https://www.linkedin.com/company/up271/,Financial Services,Financial Services,3,"Petra Cihlářová, Petra Cihlářová, Vít Šubert",1-10,"Early Stage Venture, Seed",,,Private,"45,869"
Soulmates Ventures,https://www.crunchbase.com/organization/soulmates-ventures,"Accelerator, Corporate Venture Capital, Micro VC, Venture Capital",16,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",We are green investment fund and innovations accelerator.,14,,10,Active,2020-01-01,day,https://www.soulmatesventures.com,https://www.linkedin.com/company/30652906/,"AgTech, CleanTech, EdTech, Energy, GreenTech, Medical, Sustainability, Venture Capital","Agriculture and Farming, Education, Energy, Financial Services, Health Care, Lending and Investments, Software, Sustainability",3,"Hynek Sochor, Tomáš Kabeláč, Václav Gregor",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"2,932"
Tilia Impact Ventures,https://www.crunchbase.com/organization/tilia-impact-ventures,Venture Capital,16,1,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Tilia backs CEE founders solving meaningful social and environmental problems at scale. Climate | Tech | Health | Inclusion | Education.,15,,7,Active,2018-01-01,year,https://tiliaimpactventures.cz/en/,https://www.linkedin.com/company/tilia-impact-ventures/,"Impact Investing, Venture Capital","Financial Services, Lending and Investments",,,11-50,"Debt, Early Stage Venture, Seed",For Profit,,Private,"7,744"
Patron,https://www.crunchbase.com/organization/patron-9285,Venture Capital,15,,"Santa Monica, California, United States","Greater Los Angeles Area, West Coast, Western US",Patron is an early-stage venture firm leading seed rounds across gaming & consumer internet startups,12,,9,Active,2021-01-01,year,https://patron.fund,https://www.linkedin.com/company/patronfund,"Finance, Impact Investing, Venture Capital","Financial Services, Lending and Investments",3,"Amber Atherton, Brian Cho, Jason Yeh",1-10,Early Stage Venture,,,Private,"1,959"
ORBIT Capital,https://www.crunchbase.com/organization/orbit-capital,"Venture Capital, Venture Debt",15,1,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",ORBIT is a growth capital provider for successful scale-ups.,11,,2,Active,2019-08-28,day,https://www.orbitcapital.com/,https://www.linkedin.com/company/orbit-capital/about/,"E-Commerce, FinTech, Information Technology, Logistics, Marketplace, SaaS, Software","Commerce and Shopping, Financial Services, Information Technology, Software, Transportation",1,Greg Baynton,1-10,"Debt, Late Stage Venture, Venture",,,Private,"30,193"
Impulse Ventures,https://www.crunchbase.com/organization/impulse-ventures,Venture Capital,15,4,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Impulse Ventures is a venture capital investor focused on tech startups in the CE region.,9,,12,Active,2020-01-01,year,https://impulseventures.com/,https://www.linkedin.com/company/impulse-ventures/,Venture Capital,"Financial Services, Lending and Investments",3,"Ondrej Tomek, Petra Gordan, Samuel Huba",1-10,"Early Stage Venture, Late Stage Venture, Seed",,Made Acquisitions,Private,"34,448"
365.fintech,https://www.crunchbase.com/organization/365-fintech,"Corporate Venture Capital, Venture Capital",15,1,"Bratislava, Bratislava, Slovakia (Slovak Republic)","European Union (EU), Europe, Middle East, and Africa (EMEA)","365.fintech is a boutique VC focusing on pre-seed & seed API-first, infrastructure & b2b/b2b2c fintech in broader CEE & Baltics.",13,,1,Active,2018-01-01,year,https://www.365fintech.vc,https://www.linkedin.com/company/18594526,,,,,1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"36,694"
Pale Fire Capital,https://www.crunchbase.com/organization/pale-fire-capital,"Private Equity Firm, Venture Capital",15,1,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Pale Fire Capital is a private equity investment firm focusing on technological innovation across various sectors and industries.,11,,9,Active,2015-01-01,year,https://palefirecapital.com/,https://www.linkedin.com/company/pale-fire-capital/about/,Venture Capital,"Financial Services, Lending and Investments",1,David Holý,11-50,"Early Stage Venture, Private Equity, Seed",,Made Acquisitions,Private,"37,550"
Gossamer Capital,https://www.crunchbase.com/organization/gossamer-capital,Venture Capital,15,,"Denver, Colorado, United States","Greater Denver Area, Western US","Gossamer is an early stage venture capital firm investing in startups that are building the future of dApps, DeFi, NFTs and the Metaverse.",13,,,Active,2021-01-01,year,https://www.gossamercap.com/,https://www.linkedin.com/company/gossamer-capital,Blockchain,"Blockchain and Cryptocurrency, Other",1,Jonathan Sadlowe,1-10,"Early Stage Venture, Venture",,,Private,"41,285"
Y Soft Ventures,https://www.crunchbase.com/organization/y-soft-ventures,Corporate Venture Capital,15,1,"Brno, Jihomoravsky kraj, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Czech Republic based Venture Capital firm backed by Y Soft Corporation, a leading enterprise office solutions provider.",13,,5,Active,2012-04-02,day,http://www.ysoftventures.com,https://www.linkedin.com/showcase/5392034/,,,1,Vaclav Muchna,1-10,Early Stage Venture,,,Private,"44,971"
Impact Ventures Hungary,https://www.crunchbase.com/organization/impact-ventures-hungary,"Private Equity Firm, Venture Capital",14,1,"Budapest, Budapest, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)",Impact Ventures is a specialist fund manager focusing on Impact Investments,11,,7,Active,2018-01-01,year,https://impactventures.hu/,https://www.linkedin.com/company/impactventures,,,1,Gergely Ivancsics,1-10,"Early Stage Venture, Seed, Venture",,,Private,"32,719"
Caesar Ventures,https://www.crunchbase.com/organization/caesar-ventures-llc,Venture Capital,13,1,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Caesar Ventures is a venture capital firm.,12,,3,Active,,,https://www.caesar.vc,https://www.linkedin.com/company/caesarventures,,,,,1-10,"Seed, Venture",,,Private,"23,389"
STARTGUIDE VC,https://www.crunchbase.com/organization/startguide,Venture Capital,12,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Early-Stage VC Fund, Empowering startups to create value and drive positive change",11,,1,Active,2022-01-15,day,https://www.startguide.cz/en/,https://www.linkedin.com/company/startguide-cz,Venture Capital,"Financial Services, Lending and Investments",3,"Jana Sedlakova, Petr Jahn, Seen Aquin",1-10,"Early Stage Venture, Seed",,,Private,"11,704"
Founderment,https://www.crunchbase.com/organization/founderment-ventures,Venture Capital,12,,"Aarhus, Midtjylland, Denmark","European Union (EU), Nordic Countries, Scandinavia",Founderment is an early stage VC,9,,4,Active,2021-05-01,month,https://www.founderment.dk,https://www.linkedin.com/company/founderment/,"E-Commerce, E-Commerce Platforms, Hospitality, Retail Technology","Commerce and Shopping, Hardware, Internet Services, Software, Travel and Tourism",2,"Anders Boelskifte Mogensen, Christian Vinther",1-10,"Early Stage Venture, Seed",,,Private,"28,293"
Heartland,https://www.crunchbase.com/organization/heartland-22c5,Venture Capital,12,,"Aarhus, Midtjylland, Denmark","European Union (EU), Nordic Countries, Scandinavia","Heartland engages in the future and invest in areas such as fashion, retail and technology.",11,,8,Active,2005-01-01,year,https://heartland.co/,,,,1,Anders Holch Povlsen,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",For Profit,,Private,"31,192"
Atmos Ventures,https://www.crunchbase.com/organization/atmos-ventures,Venture Capital,10,1,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Atmos Ventures is focused on investing, nurturing, and growing Seed and Series A-stage European firms, in Quantum Computing, AI & Deep Tech",9,,6,Active,2018-01-01,year,https://atmos.vc,https://www.linkedin.com/company/atmos-ventures/,"Artificial Intelligence (AI), Financial Services, Information Technology","Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software",,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"23,564"
i&i Biotech Fund,https://www.crunchbase.com/organization/i-i-biotech-fund,Venture Capital,10,,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",i&i Biotech Fund is a venture capital firm.,9,,5,Active,2021-09-01,month,https://www.inibio.eu/,https://www.linkedin.com/company/i-i-biotech-fund/,,,,,1-10,Early Stage Venture,,,Private,"37,183"
Cleverage VentureCapital,https://www.crunchbase.com/organization/cleverage-venture-capital,Venture Capital,10,1,"Bucharest, Bucuresti, Romania","European Union (EU), Europe, Middle East, and Africa (EMEA)",Cleverage Venture Capital is an investment firm.,9,,4,Active,2018-01-01,year,https://cleverage.vc/,https://www.linkedin.com/company/cleverage-vc,Venture Capital,"Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed",,,Private,"38,605"
Metatron Global,https://www.crunchbase.com/organization/metatronglobal,"Micro VC, Venture Capital",10,2,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Metatron invests in exciting paradigm-shifting companies capable of commanding global markets while creating a legacy of positive impact,6,,5,Active,2011-11-11,day,http://www.metatron.com,https://www.linkedin.com/company/3651284,"Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",3,"Marek Johanes, Petr Johanes, Vladimir Johanes",1-10,"Early Stage Venture, Seed",,,Private,"45,651"
