Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Presidio Ventures,https://www.crunchbase.com/organization/presidio-ventures,Corporate Venture Capital,73,9,"Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Presidio Ventures helps tech start-ups by offering financial support and expertise in business development.,53,1,9,Active,1998-01-01,year,http://www.presidio-ventures.com,https://www.linkedin.com/company/presidio-ventures,"Business Development, Cyber Security, Digital Media, Financial Services, FinTech, Internet of Things, Venture Capital","Financial Services, Information Technology, Internet Services, Lending and Investments, Media and Entertainment, Privacy and Security, Professional Services",,,11-50,"Early Stage Venture, Late Stage Venture, Post-Ipo, Seed",,,Private,"18,674"
NPIF – Mercia Equity Finance,https://www.crunchbase.com/organization/mercia-equity-finance,"Private Equity Firm, Venture Capital",73,6,"Henley In Arden, Warwickshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Mercia Equity Finance is a regional investor that focuses initially on uncovering the hidden value.,50,1,52,Active,1982-01-01,year,https://www.mercia.co.uk/npif-equity-finance/,https://www.linkedin.com/company/mercia-asset-management/,"Financial Services, Venture Capital","Financial Services, Lending and Investments",,,101-250,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"19,267"
Alesta Yatırım,https://www.crunchbase.com/organization/alesta-girisim,Venture Capital,73,,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Alesta Yatırım is a venture capital firm.,50,,17,Active,2012-01-01,year,http://www.alestayatirim.com/,https://www.linkedin.com/company/alesta-elektronik-teknoloji-yat%C4%B1r%C4%B1m-a-%C5%9F/about/,Venture Capital,"Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed",,,Private,"24,775"
Visionplus,https://www.crunchbase.com/organization/vision,Venture Capital,73,10,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia","Vision+ invests into digital products such as applications, games, and services in all digital platforms.",67,1,12,Active,2011-10-01,day,http://www.visionplus.fi,https://www.linkedin.com/company/visionplus-fund,"Angel Investment, Digital Signage, Venture Capital","Financial Services, Lending and Investments, Sales and Marketing",3,"Jari Tuovinen, Marko Tulonen, Tero Ojanperä",1-10,"Early Stage Venture, Seed",,,Private,"33,664"
Liberty Global Ventures,https://www.crunchbase.com/organization/liberty-global-ventures,"Corporate Venture Capital, Venture Capital",73,20,"Englewood, Colorado, United States","Greater Denver Area, Western US",Liberty Global Ventures is an investment fund owned by Liberty Global.,45,2,14,Active,2005-01-01,year,http://www.libertyglobal.com/ventures.html,https://www.linkedin.com/company/liberty-global,"Financial Services, Gaming, Venture Capital","Financial Services, Gaming, Lending and Investments",,,10001+,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",,,Private,"37,676"
Speciale Invest,https://www.crunchbase.com/organization/speciale-invest,Venture Capital,72,8,"Chennai, Tamil Nadu, India",Asia-Pacific (APAC),Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,51,,42,Active,2016-01-01,year,https://specialeinvest.com,https://www.linkedin.com/in/visheshraj,Angel Investment,"Financial Services, Lending and Investments",2,"Arjun Rao, Vishesh Rajaram",1-10,"Early Stage Venture, Seed, Venture",,,Private,"1,168"
AperiamVentures,https://www.crunchbase.com/organization/mathcapital,Venture Capital,72,12,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",AperiamVentures is an early-stage venture capital firm investing in marketing and advertising technology startups.,59,,4,Active,2018-01-01,month,https://www.aperiam.vc,https://www.linkedin.com/company/aperiamventures,"Advertising, Marketing","Advertising, Sales and Marketing",4,"Dan Bisgeier, Eric Franchi, Joe Zawadzki, Peter Piazza",1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"2,391"
Liberty City Ventures,https://www.crunchbase.com/organization/liberty-city-ventures,Venture Capital,72,11,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Liberty City Ventures invest in startups that are innovating at the cross-sections of technology, media and commerce.",54,1,25,Active,2012-07-01,day,http://libertycityventures.com,https://www.linkedin.com/company/liberty-city-ventures,"Accounting, Bitcoin, Finance, Financial Services","Blockchain and Cryptocurrency, Financial Services, Payments, Professional Services, Software",3,"Andrew Chang, Charles Cascarilla, Dorothy Jean Chang",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"2,790"
Elkstone Capital Partners,https://www.crunchbase.com/organization/elkstone-capital-partners,"Family Investment Office, Hedge Fund, Venture Capital",72,3,"Dublin, Dublin, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)","Elkstone Capital Partners is a multi-family office focused on venture, real estate and wealth management.",51,,34,Active,2011-01-01,year,https://www.elkstonepartners.com/ventures/,https://www.linkedin.com/company/elkstone-partners/,Financial Services,Financial Services,1,Alan Merriman,11-50,"Early Stage Venture, Seed",For Profit,,Private,"3,946"
UTokyo Innovation Platform,https://www.crunchbase.com/organization/utokyo-innovation-platform,"Accelerator, Incubator, Venture Capital",72,5,"Tokyo, Tokyo, Japan",Asia-Pacific (APAC),UTokyo Innovation Platform specializing in early stage and middle -later stage investments.,56,4,26,Active,2016-01-01,month,https://www.utokyo-ipc.co.jp,https://www.linkedin.com/company/utokyo-innovation-platform-co-ltd,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Katsuhiko Oizumi,11-50,"Early Stage Venture, Seed, Venture",,,Private,"4,123"
Finch Capital,https://www.crunchbase.com/organization/finch-capital,Venture Capital,72,13,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Finch Capital is a series A/B investor in growth financial technologies companies.,44,,38,Active,2013-01-01,year,http://finchcapital.com,https://www.linkedin.com/company/27059481/,"Financial Services, FinTech, InsurTech, Venture Capital","Financial Services, Lending and Investments",2,"Hans de Back, Radboud Vlaar",11-50,Late Stage Venture,,,Private,"4,922"
Romulus Capital,https://www.crunchbase.com/organization/romulus-capital,Venture Capital,72,12,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Romulus Capital is an American seed- and early-stage venture capital fund that invests in technology companies.,45,2,35,Active,2008-01-01,year,http://romuluscap.com,http://www.linkedin.com/company/romulus-capital,Information Technology,Information Technology,4,"Anantshree Chaturvedi, Cankut Durgun, Krishna K. Gupta, Neil Chheda",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"6,268"
Reflex Capital,https://www.crunchbase.com/organization/reflex-capital,Venture Capital,72,13,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Reflex Capital invests into people, their ideas, and their personalities. Industries are second.",52,,23,Active,2012-07-01,day,https://www.reflexcapital.com,https://www.linkedin.com/company/reflex-capital,"Finance, Venture Capital","Financial Services, Lending and Investments",2,"Josef Chvojka, Ondřej Fryc",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"8,954"
Sanabil 500 MENA Seed Accelerator,https://www.crunchbase.com/organization/sanabil-500-mena-seed-accelerator,"Accelerator, Corporate Venture Capital",72,3,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Sanabil 500 MENA Seed Accelerator is a joint initiative by Sanabil Investments and 500 Startups.,69,,54,Active,2012-01-01,year,https://500.co/accelerators/sanabil-mena-seed-accelerator,,,,,,1-10,Seed,,,Private,"16,059"
Upslope Ventures,https://www.crunchbase.com/organization/galvanize,"Micro VC, Venture Capital",72,24,"Denver, Colorado, United States","Greater Denver Area, Western US",Upslope Ventures is an early stage venture capital fund that invests in startups across the country. ,52,,,Active,2014-01-01,year,https://www.upslope.vc/,https://www.linkedin.com/company/upslope-io/about/,Venture Capital,"Financial Services, Lending and Investments",3,"Jim Deters, Kate Beardsley, Lawrence Mandes",1-10,"Early Stage Venture, Seed",,,Private,"19,335"
Lorimer Ventures,https://www.crunchbase.com/organization/lorimer-ventures,Venture Capital,72,3,"Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US",Lorimer Ventures backs bold entrepreneurs building exceptional B2B companies.,55,,2,Active,2019-01-01,year,https://www.lorimerventures.com/,https://www.linkedin.com/company/lorimer-ventures,"Developer Platform, E-Commerce Platforms, Energy Efficiency, Financial Services, Industrial Automation, Venture Capital","Commerce and Shopping, Energy, Financial Services, Internet Services, Lending and Investments, Manufacturing, Science and Engineering, Software, Sustainability",4,"Leo Trudel, Nicholas Wijnberg, Stephan Cizmar, Zach Magdovitz",1-10,"Early Stage Venture, Seed, Venture",,,Private,"19,678"
Meusinvest (Noshaq),https://www.crunchbase.com/organization/meusinvest,Venture Capital,72,3,"Liège, Liege, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Meusinvest is a company that provides financing and other services to businesses.,60,1,7,Active,1985-01-09,day,https://noshaq.be/en/,http://www.linkedin.com/company/meusinvest,,,,,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Secondary Market, Seed, Venture",,,Private,"25,499"
Zero Prime Ventures,https://www.crunchbase.com/organization/data-community-fund,"Micro VC, Venture Capital",71,6,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Pre-seed/seed fund writing first checks into engineer-led enterprise startups focused on data technologies (AI/ML/deep learning/data infra),56,,3,Active,2018-01-01,month,https://zeroprime.vc/,https://www.linkedin.com/company/zero-prime-vc,Venture Capital,"Financial Services, Lending and Investments",1,Pete Soderling,1-10,"Early Stage Venture, Seed",,,Private,"2,438"
Nina Capital,https://www.crunchbase.com/organization/nina-capital,"Micro VC, Venture Capital",71,3,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Investing in healthcare transformation powered by information technology led by need-driven founders.,50,,28,Active,2019-01-01,year,https://www.nina.capital/,https://www.linkedin.com/company/ninacapital/,"Analytics, Artificial Intelligence (AI), Data Visualization, Electronic Health Record (EHR), Health Care, Internet of Things, Medical Device, Sensor, Software, Wearables","Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Design, Hardware, Health Care, Information Technology, Internet Services, Science and Engineering, Software",1,Marta G. Zanchi,11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,"2,528"
Orange Ventures,https://www.crunchbase.com/organization/orange-digital-ventures,Corporate Venture Capital,71,9,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Orange Ventures is a venture fund investing in areas of Orange expertise and beyond, with financial objectives in line with VC standards.",57,,20,Active,2015-01-01,year,http://ventures.orange.com/,https://www.linkedin.com/company/orange,"Big Data, Enterprise Software, Finance, Financial Services, FinTech, Internet of Things, Venture Capital, Wireless","Data and Analytics, Financial Services, Hardware, Internet Services, Lending and Investments, Mobile, Software",,,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"3,489"
MV Global,https://www.crunchbase.com/organization/master-ventures,Venture Capital,71,,,,Master Ventures is a blockchain-focused Venture Studio. We invest in and build businesses for the future.,70,,2,Active,2017-01-01,year,https://mvglobal.io/,https://www.linkedin.com/company/buildwithmv/,,,1,Kyle Chasse,11-50,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private,"5,275"
Big Sur Ventures,https://www.crunchbase.com/organization/big-sur-ventures,Venture Capital,71,3,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","BSV invests early, commits personally and team up with exceptional founders to help build extraordinary companies.",45,,18,Active,2011-01-01,year,https://www.bigsurventures.vc/,https://www.linkedin.com/company/big-sur-ventures/,Venture Capital,"Financial Services, Lending and Investments",2,"José Miguel Herrero, Manuel Mates Garcia",11-50,"Early Stage Venture, Seed",,,Private,"6,429"
Act One Ventures,https://www.crunchbase.com/organization/act-one-ventures,Venture Capital,71,3,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Act One Ventures is a pre-seed and seed-stage fund that leads rounds in business software.,42,,19,Active,2016-03-01,month,http://www.actoneventures.com,https://www.linkedin.com/company/act-one-ventures-lp,"E-Commerce Platforms, FinTech, SaaS, Software, Venture Capital","Commerce and Shopping, Financial Services, Internet Services, Lending and Investments, Software",1,Alejandro Guerrero,1-10,"Early Stage Venture, Seed, Venture",,,Private,"7,455"
Scale-Up Ventures,https://www.crunchbase.com/organization/scale-up-ventures,Venture Capital,71,1,"São Paulo, Sao Paulo, Brazil",Latin America,Scale-Up Ventures is a venture capital fund that invests in companies selected by Endeavor Brazil's hyper-growth acceleration programs.,68,,,Active,2021-01-01,year,https://endeavor.org.br/scaleup-ventures,https://www.linkedin.com/company/scale-up-ventures-br/,Venture Capital,"Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"19,413"
FTX Ventures,https://www.crunchbase.com/organization/ftx-ventures,Corporate Venture Capital,71,4,"Santa Barbara, California, United States","West Coast, Western US","FTX Ventures invests in equity and/or tokens, at any check size and stage of blockchain.",65,1,40,Closed,2022-01-14,day,https://ftx.com,,"Blockchain, Finance, Financial Services, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other",,,101-250,,,,Private,"19,874"
Skip Capital,https://www.crunchbase.com/organization/skip-capital,"Private Equity Firm, Venture Capital",71,3,"Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia",Skip Capital is a private investment fund that invests across multiple asset classes.,49,,19,Active,2018-01-01,year,https://www.skipcapital.com,https://www.linkedin.com/company/skip-capital/,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",1,Kim Jackson,1-10,"Early Stage Venture, Private Equity",,,Private,"20,035"
Next Play Ventures,https://www.crunchbase.com/organization/nextplay-ventures,Venture Capital,71,10,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Early stage VC led by Jeff Weiner and Brian Rumao. Coaching entrepreneurial leaders building world-class, purpose-driven companies.",51,2,1,Active,2014-08-01,day,http://www.nextplayventures.com,https://www.linkedin.com/company/next-play-ventures/,"E-Commerce, Education, Information Technology, Internet, Software","Commerce and Shopping, Education, Information Technology, Internet Services, Software",1,Jeff Weiner,1-10,"Early Stage Venture, Seed, Venture",,,Private,"21,142"
CyLon Ventures,https://www.crunchbase.com/organization/cylon,Venture Capital,71,12,"Witney, Oxfordshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",CyLon Ventures are Europe's leading specialist early stage investors in security and resilience.,70,,27,Active,2015-01-01,year,https://www.cylonventures.com/,https://www.linkedin.com/company/cylon-lab/,"Cloud Security, Cyber Security, Network Security","Information Technology, Privacy and Security",3,"Alex van Someren, Grace Cassy, Jonathan Luff",1-10,"Early Stage Venture, Seed",,,Private,"23,531"
AfterWork Ventures,https://www.crunchbase.com/organization/afterwork-ventures,Venture Capital,71,4,"Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia",AfterWork Ventures seeks to invest in companies operating in the technology and software sectors.,57,,5,Active,2019-07-01,month,http://afterwork.vc/,https://www.linkedin.com/company/afterwork-ventures,,,2,"Adrian Petersen, Mike Forster",1-10,"Early Stage Venture, Seed",,,Private,"24,679"
Nesta Ventures,https://www.crunchbase.com/organization/nesta-investments,"Corporate Venture Capital, Venture Capital",71,12,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Nesta Ventures is a venture capital arm of NESTA specializing in direct and fund of fund investments.,39,1,7,Active,1998-01-01,year,https://www.nesta.org.uk,https://www.linkedin.com/company/nesta/,"Financial Services, Venture Capital","Financial Services, Lending and Investments",1,David Puttnam,251-500,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"25,924"
10x Founders,https://www.crunchbase.com/organization/10x-founders,Venture Capital,70,1,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",10x Founders is a network-driven European early-stage investor backed by over 200 entrepreneurs and angels.,51,,13,Active,2021-01-01,year,https://www.10xfounders.com/,https://www.linkedin.com/company/10x-founders/,,,3,"Claudius Jablonka, Felix Haas, Jan Reichelt",11-50,"Early Stage Venture, Seed, Venture",,,Private,"1,002"
C2 Ventures,https://www.crunchbase.com/organization/c2-ventures,Venture Capital,70,12,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",C2 Ventures:  Investment and Advice from the Trenches,60,,5,Active,2014-01-01,year,https://c2ventures.co,https://www.linkedin.com/in/cunninghamchrisc2,"Business Development, Finance, Financial Services","Financial Services, Professional Services",1,Chris Cunningham,1-10,Early Stage Venture,,,Private,"1,400"
EchoVC Partners,https://www.crunchbase.com/organization/echovc-partners,Venture Capital,70,11,"Lagos, Lagos, Nigeria","Europe, Middle East, and Africa (EMEA)","EchoVC Partners is a seed and early stage venture capital firm focused on financing and cross-pollinating leading technologies, teams.",61,1,13,Active,2011-01-01,year,http://www.echovc.com,https://www.linkedin.com/company/echovc-partners,"Finance, Financial Services",Financial Services,1,Eghosa Omoigui,11-50,"Early Stage Venture, Seed",,,Private,"5,179"
Villgro,https://www.crunchbase.com/organization/villgro,"Incubator, Venture Capital",70,,"Chennai, Tamil Nadu, India",Asia-Pacific (APAC),"Villgro is a venture capital firm specialized in incubation, seed, and early-stage social startups.",65,,43,Active,2001-01-01,year,http://www.villgro.org/,https://www.linkedin.com/in/villgro,"Incubators, Non Profit","Financial Services, Lending and Investments, Other, Social Impact",1,Paul Basil,51-100,"Early Stage Venture, Seed",For Profit,,Private,"18,741"
Zee Prime Capital,https://www.crunchbase.com/organization/zee-prime-capital,Venture Capital,70,1,"Bratislava, Bratislava, Slovakia (Slovak Republic)","European Union (EU), Europe, Middle East, and Africa (EMEA)","Zee Prime Capital is a VC firm based in Bratislava, Slovakia. Investing in programmable assets and early-stage founders globally.",64,,2,Active,2019-02-20,day,https://zeeprime.capital,https://www.linkedin.com/company/20131565/admin/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"22,105"
Kepple Africa Ventures,https://www.crunchbase.com/organization/kepple-africa-ventures,Venture Capital,70,4,"Tokyo, Tokyo, Japan",Asia-Pacific (APAC),Kepple Africa Ventures is an early-stage venture capital firm.,62,,16,Active,2019-08-01,month,https://kepple-africa-ventures.com/,https://www.linkedin.com/company/keppleafrica/,"Finance, Financial Services",Financial Services,4,"Ryosuke Yamawaki, Satoshi Shinada, Takahiro Kamisaki, Takahiro Kamisaki",1-10,Early Stage Venture,,,Private,"24,012"
KuCoin,https://www.crunchbase.com/organization/kucoin,Corporate Venture Capital,69,1,"Mahé, Beau Vallon, Seychelles","Europe, Middle East, and Africa (EMEA)",KuCoin is a cryptocurrency exchange that facilitates trading and investing in digital assets.,67,1,14,Active,2017-01-01,year,https://www.kucoin.com,https://www.linkedin.com/company/kucoin,"Bitcoin, Blockchain, Cryptocurrency, Financial Exchanges, Trading Platform","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",5,"Chun Gan, Eric Tang, Johnny Lyu, Kent Li, Michael Gan",501-1000,Early Stage Venture,For Profit,,Private,133
Serena Ventures,https://www.crunchbase.com/organization/serena-ventures,Venture Capital,69,9,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Serena Ventures focuses on investing in early-stage companies.,60,,18,Active,2014-01-01,year,https://www.serenaventures.com/,https://www.linkedin.com/company/serena-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Serena Williams,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,326
Chapter One,https://www.crunchbase.com/organization/chapter-one-ventures,Venture Capital,69,6,"Santa Monica, California, United States","Greater Los Angeles Area, West Coast, Western US",The venture firm for product-driven companies,63,,6,Active,2017-01-01,year,https://chapterone.com/,https://www.linkedin.com/company/chapter-one-ventures/,Venture Capital,"Financial Services, Lending and Investments",1,Jeff Morris Jr.,1-10,"Early Stage Venture, Seed",,,Private,"1,991"
GoAhead Ventures,https://www.crunchbase.com/organization/goahead-ventures,Venture Capital,69,5,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",GoAhead Ventures is an early stage Venture Capital fund based in Silicon Valley.,63,,38,Active,2015-01-01,year,https://www.goaheadvc.com,https://www.linkedin.com/company/goahead-ventures/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Clancey Stahr, Phil Brady, Takeshi Mori",1-10,"Early Stage Venture, Seed",,,Private,"3,376"
KB Partners,https://www.crunchbase.com/organization/kb-partners,"Angel Group, Venture Capital",69,12,"Highland Park, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",KB Partners is a suburban Chicago based VC firm focused on investing in early stage companies at the intersection of sports and technology.,48,3,42,Active,1996-01-01,year,http://www.kbpartners.com,https://www.linkedin.com/company/kb-partners,"Finance, Financial Services, Sports, Venture Capital","Financial Services, Lending and Investments, Sports",2,"Byron Denenberg, Keith Bank",11-50,"Early Stage Venture, Seed, Venture",,,Private,"4,484"
Alliance VC,https://www.crunchbase.com/organization/alliance-venture,Venture Capital,69,9,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Alliance VC is a Nordic venture capital firm investing in exceptional early-stage tech companies and purpose-driven founders.,47,1,29,Active,2001-01-01,year,https://alliance.vc,https://www.linkedin.com/company/alliance-venture,Venture Capital,"Financial Services, Lending and Investments",2,"Bjorn Christensen, Erling Maartmann-Moe",1-10,"Early Stage Venture, Seed, Venture",,,Private,"5,613"
Placeholder,https://www.crunchbase.com/organization/placeholder-55ca,Venture Capital,69,2,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Placeholder a thesis-driven venture capital firm that invests in decentralized information networks.,55,,24,Active,2017-01-01,year,https://www.placeholder.vc,https://www.linkedin.com/company/placeholdervc/,Financial Services,Financial Services,2,"Christopher Burniske, Joel Monegro",11-50,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private,"15,513"
Caixa Capital,https://www.crunchbase.com/organization/caixa-capital-2,"Micro VC, Private Equity Firm, Venture Capital",69,5,"Lisbon, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",Caixa Capital invests across all sectors with a focus on information technology and is a Portuguese private equity and venture capital firm.,42,1,12,Active,1991-01-01,year,http://www.caixacapital.pt,https://www.linkedin.com/company/5098339?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A5098339%2Cidx%3A2-2-3%2CtarId%3A1442308324415%2Ctas%3Acaixa%20capital,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Rui Rodrigues,1-10,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,Made Acquisitions,Private,"21,653"
MI Ventures,https://www.crunchbase.com/organization/mi-ventures,Venture Capital,69,28,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",MI Ventures is a seed-stage startup capital investor focused on investments in technology companies in New York.,66,,,Active,2010-01-01,year,http://www.miventuresllc.com,http://www.linkedin.com/company/mi-ventures-llc,Venture Capital,"Financial Services, Lending and Investments",1,Aamer Abdullah,1-10,"Early Stage Venture, Seed",,,Private,"22,822"
Low Carbon Innovation Fund,https://www.crunchbase.com/organization/low-carbon-innovation-fund,Venture Capital,69,5,"Norwich, Norfolk, United Kingdom","Europe, Middle East, and Africa (EMEA)","Low Carbon Innovation Fund is a venture capital fund, providing equity finance for SME’s based wholly or partially in the East of England.",53,,27,Active,2010-09-01,day,http://www.lowcarbonfund.co.uk/LCIF/Index.action,https://www.linkedin.com/company/lcif/about/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed",,Made Acquisitions,Private,"26,245"
Faber,https://www.crunchbase.com/organization/faber-ventures,Venture Capital,68,8,"Lisbon, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",We invest in teams transforming the world with technology.,49,,18,Active,2012-01-01,year,http://faber.vc,http://www.linkedin.com/company/faber-vc,"Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Alexandre Barbosa,11-50,"Early Stage Venture, Seed",,,Private,"2,149"
KAYA,https://www.crunchbase.com/organization/kaya-8ed9,Venture Capital,68,10,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","KAYA is an early-stage VC fund with roots in CEE, investing in intrepid founders across Europe since 2010.",44,,17,Active,2010-01-01,year,https://www.kaya.vc/,https://www.linkedin.com/company/kayavc/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Pavel Mucha, Pavel Mucha, Radek Svec, Radovan Nesrsta, Tomas Cupr",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"2,475"
Brandon Capital,https://www.crunchbase.com/organization/brandon-capital-partners,"Private Equity Firm, Venture Capital",68,5,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia","Brandon Capital is a life science venture capital firm that invest in companies operating in pharmaceuticals, biotechnology, and healthcare.",45,1,26,Active,2006-01-01,year,https://brandoncapital.vc/,https://www.linkedin.com/company/brandon-capital/ ,"Biotechnology, Financial Services, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",3,"Chris Nave, Christopher Smith, Stephen Thompson",11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"3,129"
Shilling,https://www.crunchbase.com/organization/shilling-capital-partners,Venture Capital,68,5,"Lisbon, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)","Shilling is a leading early-stage VC in Portugal, seeking out the biggest opportunities across all B2B & consumer categories",55,,17,Active,2010-01-01,year,https://www.shilling.vc/,https://www.linkedin.com/company/shilling-capital-partners/,"Angel Investment, Venture Capital","Financial Services, Lending and Investments",2,"Hugo Bernardo, Hugo Gonçalves Pereira",1-10,"Early Stage Venture, Seed",,,Private,"3,328"
Stride.VC,https://www.crunchbase.com/organization/stride-vc,Venture Capital,68,5,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Stride.VC is a venture capital firm targeting seed stage startups in the UK and France,44,1,39,Active,2018-05-01,month,http://stride.vc/,https://www.linkedin.com/company/stride-vc/,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Fred Destin, Harry Stebbings",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"3,386"
Samaipata,https://www.crunchbase.com/organization/samaipata-ventures,Venture Capital,68,5,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Samaipata is an early stage fund investing in digital businesses with network effects across Europe,37,,29,Active,2016-01-01,year,https://samaipata.vc/,https://www.linkedin.com/company/samaipata-ventures/,Venture Capital,"Financial Services, Lending and Investments",2,"Eduardo Díez-Hochleitner, José del Barrio",11-50,"Early Stage Venture, Seed, Venture",,,Private,"3,733"
United Ventures,https://www.crunchbase.com/organization/united-ventures,Venture Capital,68,9,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",United Ventures is an independent Venture Capital firm supporting visionary entrepreneurs to reinvent industries through technology.,45,1,36,Active,2013-02-22,day,https://unitedventures.com,http://www.linkedin.com/company/2985061,"Enterprise Software, Financial Services, FinTech","Financial Services, Software",2,"Massimiliano Magrini, Paolo Gesess",11-50,Early Stage Venture,,,Private,"3,835"
