Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Startupbootcamp Australia,https://www.crunchbase.com/organization/startupbootcamp-energy-australia,"Accelerator, Angel Group, Venture Capital",135,3,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia",Startupbootcamp Australia is the leading global accelerator for innovative startups solving problems that make the world a better place.,134,1,29,Active,2018-01-01,year,https://www.startupbootcamp.com.au,https://www.linkedin.com/showcase/startupbootcamp-australia,"Clean Energy, Energy, Energy Efficiency, Energy Storage, FinTech, Food and Beverage, Renewable Energy, Solar, Sports, Wind Energy","Energy, Financial Services, Food and Beverage, Natural Resources, Sports, Sustainability",3,"Richard Celm, Ruud Hendriks, Trevor Townsend",11-50,"Early Stage Venture, Seed",,,Private,"6,191"
Connect Ventures,https://www.crunchbase.com/organization/connect-ventures,"Micro VC, Venture Capital",134,19,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Connect Ventures invests in the best product-led companies in Europe at seed stage. Categories: Consumer, Health, Fintech, SaaS",95,,70,Active,2012-01-01,day,http://www.connectventures.co/,https://www.linkedin.com/company/connect-ventures/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Pietro Bezza,1-10,Seed,,Was Acquired,Private,"4,390"
ZBS CAPITAL,https://www.crunchbase.com/organization/zbs-capital,Venture Capital,130,,"Kyiv, Kyyiv, Ukraine","Europe, Middle East, and Africa (EMEA)",ZBS Capital is a venture capital fund focused on companies building a decentralized world,130,,2,Active,2017-09-01,day,https://zbs.capital,https://www.linkedin.com/company/zbscapital,"Cryptocurrency, Financial Exchanges, Financial Services, Internet of Things, Marketing","Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Payments, Sales and Marketing, Software",2,"Pasha Bitseps, Vladyslav Skakun",1-10,"Crowdfunding, Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private,"11,589"
Dawn Capital,https://www.crunchbase.com/organization/dawn-capital,Venture Capital,129,22,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Dawn Capital is an early-stage venture fund that focuses on investing in the enterprise software and FinTech sectors.,76,1,56,Active,2006-01-01,year,http://www.dawncapital.com,https://www.linkedin.com/company/dawn-capital,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Haakon Overli, Norman Fiore",11-50,Early Stage Venture,,,Private,"1,579"
ParaFi Capital,https://www.crunchbase.com/organization/parafi-capital,"Hedge Fund, Private Equity Firm, Venture Capital",128,3,"Greenwich, Connecticut, United States","East Coast, New England, Northeastern US",ParaFi is an alternative asset management and technology firm operating liquid and venture strategies focused on the digital asset ecosystem,117,2,39,Active,2018-01-01,year,https://www.parafi.com,https://www.linkedin.com/company/paraficapital/,"Blockchain, Decentralized Finance (DeFi), Finance, Financial Services, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other",1,Benjamin Forman,11-50,,For Profit,,Private,"16,972"
TusStar,https://www.crunchbase.com/organization/tusstar,"Accelerator, Entrepreneurship Program, Incubator, Venture Capital",126,7,"Beijing, Beijing, China",Asia-Pacific (APAC),TusStar is an investment firm that integrates innovation services and building business platforms.,115,5,38,Active,1999-01-01,year,http://www.tusstar.com/,https://www.linkedin.com/company/%E5%90%AF%E8%BF%AA%E4%B9%8B%E6%98%9F/,"Finance, Financial Services, Incubators","Financial Services, Lending and Investments",1,Jinsheng Zhang,101-250,"Early Stage Venture, Seed",,,Private,"21,469"
PMV,https://www.crunchbase.com/organization/pmv-eu,"Government Office, Venture Capital",125,20,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",PMV is a private equity firm that implements projects that are important for prosperity and well-being.,88,5,28,Active,2001-01-01,year,http://www.pmv.eu/en,https://www.linkedin.com/company/pmv---doe-en-durfbedrijf,"Asset Management, Business Development, Enterprise Software, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services, Software",,,101-250,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Secondary Market, Seed, Venture",,Made Acquisitions,Private,"9,628"
Hummingbird Ventures,https://www.crunchbase.com/organization/hummingbird-ventures,Venture Capital,122,12,"Watermael-boitsfort, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Hummingbird Ventures is a global early stage venture capital fund backing outlier founders.,75,1,32,Active,2010-01-01,year,http://www.hummingbird.vc,http://www.linkedin.com/company/hummigbird-ventures,"Finance, Financial Services, Life Science, Therapeutics, Venture Capital","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",1,Barend Van den Brande,11-50,"Early Stage Venture, Seed, Venture",,,Private,"2,005"
Kurma Partners,https://www.crunchbase.com/organization/kurma-life-science-partners,Venture Capital,118,13,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Kurma Partners is a management company specializing in the financing of innovation in healthcare and biotechnology.,62,5,59,Active,2009-07-01,month,http://www.kurmapartners.com,https://www.linkedin.com/company/3107240/,"Biotechnology, Financial Services, Health Care, Health Diagnostics, Life Science","Biotechnology, Financial Services, Health Care, Science and Engineering",1,Thierry Laugel,1001-5000,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",,Was Acquired,Private,170
Mechanism Capital,https://www.crunchbase.com/organization/mechanism-capital,Venture Capital,118,2,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Mechanism Capital is an investment firm that invests in the cryptocurrency industry with a focus on decentralized finance or DeFi.,108,,28,Active,2020-01-01,year,https://www.mechanismcapital.co,https://www.linkedin.com/company/mechanism-capital/,"Cryptocurrency, Decentralized Finance (DeFi), Finance, Financial Services, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",1,Andrew Kang,11-50,"Early Stage Venture, Secondary Market, Venture",,,Private,"8,871"
Ventures Platform,https://www.crunchbase.com/organization/ventures-platform,Venture Capital,117,6,"Victoria, Prince Edward Island, Canada",,An early stage discovery fund for Africa.,95,,33,Active,2016-06-03,day,https://venturesplatform.com,https://www.linkedin.com/company/ventures-platform,Venture Capital,"Financial Services, Lending and Investments",1,Kola Aina,11-50,"Early Stage Venture, Seed, Venture",,,Private,519
Katapult,https://www.crunchbase.com/organization/katapult-accelerator,"Accelerator, Venture Capital",111,4,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)","Katapult is an investment company and accelerator, focused on highly scalable impact climate, ocean and agri-tech startups.",93,,48,Active,2017-01-01,year,https://katapult.vc,https://www.linkedin.com/company-beta/17969162/?pathWildcard=17969162,"Carbon Capture, Clean Energy, Energy Efficiency, Financial Services, FinTech, GreenTech, Shipping, Smart Building, Smart Cities, Transportation","Energy, Financial Services, Real Estate, Sustainability, Transportation",4,"Anders Lier, Haakon Brunell, Rajeev Kapoor, Tharald Nustad",11-50,"Early Stage Venture, Seed",,,Private,"18,404"
S.R.I.W.,https://www.crunchbase.com/organization/s-r-i-w,"Government Office, Venture Capital",111,16,"Liège, Liege, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",The S.R.I.W. Group is an institution at the heart of the financial market that assists entrepreneurs in creating and developing businesses.,93,5,24,Closed,1979-01-01,year,http://www.sriw.be,https://www.linkedin.com/company/1826108,"Association, Financial Services, Venture Capital","Financial Services, Lending and Investments, Other",,,51-100,Early Stage Venture,For Profit,,Private,"21,677"
Morningstar Ventures,https://www.crunchbase.com/organization/morningstar-ventures,Venture Capital,109,1,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","An investment firm focused on digital assets and blockchain technology, investing primarily in early-stage tokens and equity rounds.",102,,14,Active,2020-01-01,day,https://morningstar.ventures/,https://www.linkedin.com/company/morningstar-ventures/,Cryptocurrency,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",1,Danilo S. Carlucci,11-50,"Early Stage Venture, Seed",,Made Acquisitions,Private,"54,948"
Capricorn Partners,https://www.crunchbase.com/organization/capricorn-partners,Venture Capital,107,30,"Leuven, Vlaams-Brabant, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Capricorn Partners is a Belgium-based manager of project capital and equity funds which invests in technology companies.,71,6,33,Active,1993-01-01,year,http://www.capricorn.be,https://www.linkedin.com/company/capricorn-venture-partners,"Asset Management, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Jos B. Peeters,11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",,Made Acquisitions,Private,"2,461"
Business Angels Switzerland (BAS),https://www.crunchbase.com/organization/business-angels-switzerland-bas,Venture Capital,102,5,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Business Angels Switzerland (BAS) is an association providing financing and coaching to startup's,82,1,33,Active,1997-01-01,year,http://www.businessangels.ch/,http://www.linkedin.com/company/business-angels-switzerland,,,,,1-10,"Early Stage Venture, Seed",,,Private,"23,944"
Pi Labs,https://www.crunchbase.com/organization/pi-labs-2,"Accelerator, Venture Capital",100,10,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Pi Labs is the VC backing the innovators who are transforming our relationship with the built world.,81,,39,Active,2015-01-01,year,http://www.pilabs.vc,https://www.linkedin.com/company/pi-labs-ltd-,"Finance, Innovation Management, Venture Capital","Financial Services, Lending and Investments, Professional Services",3,"Dominic Wilson, Faisal Butt, Mary Criebardis",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"1,631"
Almaz Capital,https://www.crunchbase.com/organization/almaz-capital,Venture Capital,100,19,"Portola Valley, California, United States","San Francisco Bay Area, West Coast, Western US",Almaz Capital is an early stage VC firm that invests in startups in the information technology sector.,62,2,49,Active,2008-01-01,year,https://www.almazcapital.com/,https://www.linkedin.com/company/1961578/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Alexander Galitsky, Peter Loukianoff",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"2,861"
AA Sons,https://www.crunchbase.com/organization/aa-sons,"Family Investment Office, Venture Capital",100,11,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Alain Afflelou and Sons's Family Office,87,1,2,Active,2016-01-01,year,http://aasons.io/,https://www.linkedin.com/company/aa-and-sons,"Education, Health Care, Medical, Retail, Service Industry, Software","Commerce and Shopping, Education, Health Care, Other, Software",1,Romain Afflelou,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"57,773"
StepStone Group,https://www.crunchbase.com/organization/stepstone-group,"Private Equity Firm, Venture Capital",99,10,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","StepStone Group provides investors with customized portfolios that integrate primaries, secondaries, and co-investments.",91,2,28,Active,2007-01-01,year,https://www.stepstonegroup.com,https://www.linkedin.com/company/stepstone-group,"Banking, Financial Services, FinTech, Real Estate Investment, Venture Capital","Financial Services, Lending and Investments, Real Estate",1,Thomas Keck,1001-5000,"Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Seed",For Profit,Made Acquisitions,Public,7
Crane Venture Partners,https://www.crunchbase.com/organization/crane-venture-partners,Venture Capital,98,5,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",VC firm investing into seed and early stage intelligent enterprise and deep tech companies in Europe.,59,,47,Active,2015-08-30,day,https://www.crane.vc/,https://www.linkedin.com/company/crane-venture-partners,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Krishna Visvanathan, Scott Sage",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,459
Solana Ventures,https://www.crunchbase.com/organization/solana-capital,Venture Capital,94,4,"Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US",Solana Ventures' mission is to accelerate the growth of the Solana blockchain and adjacent ecosystems.,90,,11,Active,2021-01-01,year,https://solana.ventures/,,"Blockchain, Cryptocurrency, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",,,1-10,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private,"13,921"
NAP,https://www.crunchbase.com/organization/nap-vc,Venture Capital,93,4,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","NAP is a Berlin-based pre-seed and seed venture capital investor, investing in European technology companies.",52,,33,Active,2016-01-01,year,https://www.nap.vc/,https://www.linkedin.com/company/napvc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",6,"Claude Ritter, Dominik Matyka, Marcel Hollerbach, Markus Fuhrmann, Rouven Dresselhaus, Stefan Walter",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"1,629"
Axeleo Capital,https://www.crunchbase.com/organization/axeleo-sas,Venture Capital,92,14,"Lyon, Rhone-Alpes, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Axeleo Capital is a Venture Capital firm specializing in early-stage investments across Europe in B2B Software and Greentech sectors,72,,41,Active,2017-01-06,day,http://www.axc.vc,http://htps//www.linkedin.com/company/3277365,Venture Capital,"Financial Services, Lending and Investments",2,"Eric Burdier, Mathieu Viallard",11-50,"Early Stage Venture, Seed, Venture",,,Private,"2,180"
Cogitent Ventures,https://www.crunchbase.com/organization/cogitent-ventures,"Investment Bank, Venture Capital",92,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Cogitent Ventures operates as a venture capital firm.,87,,3,Active,2022-01-01,year,https://cogitent.ventures/,https://www.linkedin.com/company/cogitent-ventures/,,,,,1-10,Early Stage Venture,,,Private,"19,293"
Limburgse Reconversie Maatschappij,https://www.crunchbase.com/organization/limburgse-reconversie-maatschappij,"Private Equity Firm, Venture Capital",90,15,"Hasselt, Limburg, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","Limburgse Reconversie Maatschappij is a private equity firm financing ICT, media, life sciences, cleantech, and energy companies.",74,,12,Active,1994-01-01,year,http://www.lrm.be/en,http://www.linkedin.com/company/49353,"Biotechnology, CleanTech, Life Science","Biotechnology, Science and Engineering, Sustainability",,,51-100,"Early Stage Venture, Seed",,Made Acquisitions,Private,"23,082"
Merus Capital,https://www.crunchbase.com/organization/merus-capital,Venture Capital,88,20,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",We empower ambitious teams building tomorrow’s industry-defining platforms.,60,1,31,Active,2008-01-01,year,http://www.meruscap.com,https://www.linkedin.com/company/merus-capital/about/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Peter Hsing, Salman Ullah, Sean Dempsey",1-10,"Early Stage Venture, Seed, Venture",,,Private,"5,131"
Fly Ventures,https://www.crunchbase.com/organization/fly-ventures,"Micro VC, Venture Capital",87,7,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Fly Ventures is a first check VC for technical founders solving hard problems.,52,,40,Active,2016-06-01,month,http://www.fly.vc,https://www.linkedin.com/company/fly-ventures/,Venture Capital,"Financial Services, Lending and Investments",2,"Fredrik Bergenlid, Gabriel Matuschka",1-10,"Early Stage Venture, Seed",,,Private,"1,334"
Digital Finance Group (DFG),https://www.crunchbase.com/organization/digital-finance-group,"Hedge Fund, Private Equity Firm, Venture Capital",84,2,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Diversified investment group that manages $1B in digital & blockchain assets across multiple funds, an incubator and global projects",80,,21,Active,2015-01-01,year,https://www.dfg.group/,https://www.linkedin.com/company/dfg-digital-finance-group,"Blockchain, Cryptocurrency, Venture Capital, Web Development","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",1,James Wo,11-50,"Early Stage Venture, Grant, Initial Coin Offering, Private Equity, Secondary Market, Seed",,,Private,"5,424"
Peak,https://www.crunchbase.com/organization/peak-capital,Venture Capital,83,8,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","The early-stage VC fully backed by entrepreneurs - with the scars to prove it. Pre-Seed - Series A • SaaS, Marketplaces & Platforms • Europe",61,,50,Active,2007-01-01,day,http://www.peak.capital,https://www.linkedin.com/company/738629/,"FinTech, IaaS, Marketplace, PaaS, SaaS, Software","Commerce and Shopping, Financial Services, Software",5,"Adopt IQ, Hein Siemerink, Heleen Dura - van Oord, Johan van Mil, Stefan Bary",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"11,492"
HCVC,https://www.crunchbase.com/organization/hardwareclub,"Micro VC, Venture Capital",80,6,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",HCVC is an early-stage Venture Capital firm investing in companies automating and digitizing the physical world.,51,,18,Active,2015-01-01,year,http://hcvc.co/,https://www.linkedin.com/company/hardware-club,"Financial Services, Hardware, Venture Capital","Financial Services, Hardware, Lending and Investments",2,"Alexis Houssou, Barbara Belvisi",51-100,"Early Stage Venture, Late Stage Venture, Seed",,,Private,843
Presto Ventures,https://www.crunchbase.com/organization/presto-ventures,Venture Capital,75,2,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Presto Ventures is a venture capital fund empowering talented CEE start-up founders.,59,,37,Active,2016-01-01,year,https://www.prestoventures.com/,https://www.linkedin.com/company/b-vc/,"Business Development, Finance, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Přemysl Rubeš,11-50,"Early Stage Venture, Seed, Venture",,,Private,"2,966"
Eden Ventures,https://www.crunchbase.com/organization/eden-ventures,Venture Capital,75,20,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Eden Ventures invests in technology companies in the UK and Ireland.,43,,16,Closed,2002-01-01,year,http://www.edenventures.co.uk,https://www.linkedin.com/company/eden-ventures,"Angel Investment, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Andy Chung, Russell Andersson",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"25,432"
Fasanara Capital,https://www.crunchbase.com/organization/fasanara-capital,"Accelerator, Hedge Fund, Venture Capital",74,3,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Fasanara Capital is an independent, owner-managed alternative asset management company.",54,,50,Active,2011-01-01,year,https://www.fasanara.com,https://www.linkedin.com/company/fasanara-capital,"Asset Management, Financial Services, Hedge Funds","Financial Services, Lending and Investments",1,Francesco Filia,101-250,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,Made Acquisitions,Private,849
Volta Ventures,https://www.crunchbase.com/organization/volta-ventures,Venture Capital,74,6,"Gent, Oost-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Volta Ventures is a venture capital firm that offers seed & early stage VC for internet & software companies in the Benelux.,43,,36,Active,2014-12-17,day,http://www.volta.ventures,http://www.linkedin.com/company/volta-ventures,"B2B, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments, Other",2,"Frank Maene, Sander Vonk",11-50,"Early Stage Venture, Seed, Venture",,,Private,"2,545"
NxGen.xyz,https://www.crunchbase.com/organization/nxgen-xyz,"Accelerator, Family Investment Office, Venture Capital",74,,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",NxGen.xyz is the social capital collective opening any door in Web3.,73,,1,Active,2021-12-13,day,https://www.nxgen.xyz/,https://www.linkedin.com/company/nxgen-xyz/,"Angel Investment, Blockchain, Cryptocurrency, Information Technology, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Information Technology, Lending and Investments, Other, Payments, Software",2,"Joeri van Geelen, Simon Schwerin",1-10,"Early Stage Venture, Seed, Venture",,,Private,"20,128"
Nina Capital,https://www.crunchbase.com/organization/nina-capital,"Micro VC, Venture Capital",72,3,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Investing in healthcare transformation powered by information technology led by need-driven founders.,50,,29,Active,2019-01-01,year,https://www.nina.capital/,https://www.linkedin.com/company/ninacapital/,"Analytics, Artificial Intelligence (AI), Data Visualization, Electronic Health Record (EHR), Health Care, Internet of Things, Medical Device, Sensor, Software, Wearables","Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Design, Hardware, Health Care, Information Technology, Internet Services, Science and Engineering, Software",1,Marta G. Zanchi,11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,"2,139"
Meusinvest (Noshaq),https://www.crunchbase.com/organization/meusinvest,Venture Capital,72,3,"Liège, Liege, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Meusinvest is a company that provides financing and other services to businesses.,60,1,7,Active,1985-01-09,day,https://noshaq.be/en/,http://www.linkedin.com/company/meusinvest,,,,,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Secondary Market, Seed, Venture",,,Private,"25,366"
Zero Prime Ventures,https://www.crunchbase.com/organization/data-community-fund,"Micro VC, Venture Capital",71,6,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Pre-seed/seed fund writing first checks into engineer-led enterprise startups focused on data technologies (AI/ML/deep learning/data infra),56,,3,Active,2018-01-01,month,https://zeroprime.vc/,https://www.linkedin.com/company/zero-prime-vc,Venture Capital,"Financial Services, Lending and Investments",1,Pete Soderling,1-10,"Early Stage Venture, Seed",,,Private,"2,438"
CyLon Ventures,https://www.crunchbase.com/organization/cylon,Venture Capital,71,12,"Witney, Oxfordshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",CyLon Ventures are Europe's leading specialist early stage investors in security and resilience.,70,,27,Active,2015-01-01,year,https://www.cylonventures.com/,https://www.linkedin.com/company/cylon-lab/,"Cloud Security, Cyber Security, Network Security","Information Technology, Privacy and Security",3,"Alex van Someren, Grace Cassy, Jonathan Luff",1-10,"Early Stage Venture, Seed",,,Private,"23,531"
Newion,https://www.crunchbase.com/organization/newion-investments,Venture Capital,70,13,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Newion is a venture capital firm focused on early stage investments in B2B software companies.,51,,34,Active,2000-01-01,year,https://newion.com/,https://www.linkedin.com/company/newion,"B2B, Enterprise Software, Information Technology, Internet, Software","Information Technology, Internet Services, Other, Software",2,"Jaap van Barneveld, Patrick Polak",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"4,705"
Faber,https://www.crunchbase.com/organization/faber-ventures,Venture Capital,68,8,"Lisbon, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",We invest in teams transforming the world with technology.,49,,18,Active,2012-01-01,year,http://faber.vc,http://www.linkedin.com/company/faber-vc,"Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Alexandre Barbosa,11-50,"Early Stage Venture, Seed",,,Private,"2,149"
KAYA,https://www.crunchbase.com/organization/kaya-8ed9,Venture Capital,68,10,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","KAYA is an early-stage VC fund with roots in CEE, investing in intrepid founders across Europe since 2010.",44,,17,Active,2010-01-01,year,https://www.kaya.vc/,https://www.linkedin.com/company/kayavc/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Pavel Mucha, Pavel Mucha, Radek Svec, Radovan Nesrsta, Tomas Cupr",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"2,475"
Greyhound Capital,https://www.crunchbase.com/organization/greyhound-capital,"Private Equity Firm, Venture Capital",67,7,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Global growth equity investor in technology enabled companies improving daily lives.,37,3,3,Active,2015-01-01,year,http://www.greyhoundcapital.com,https://www.linkedin.com/company/greyhound-capital,"Finance, Financial Exchanges, Financial Services, FinTech, Lending, Venture Capital","Financial Services, Lending and Investments",1,Pogos Saiadian,11-50,"Early Stage Venture, Late Stage Venture, Private Equity",,,Private,"8,753"
Mapleblock Capital,https://www.crunchbase.com/organization/mapleblock-capital,Venture Capital,67,1,"Delhi, Delhi, India",Asia-Pacific (APAC),Mapleblock Capital is an investment firm that exclusively consults and invests in crypto-assets and blockchain companies.,67,,2,Active,2017-02-04,day,https://mapleblock.capital/,https://www.linkedin.com/company/mapleblock-capital,"Blockchain, Cryptocurrency, Ethereum, Hedge Funds, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",1,Vijay Garg,1-10,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private,"42,322"
E-Merge,https://www.crunchbase.com/organization/emerge,Venture Capital,66,23,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",E-Merge invests in telecommunications and e-commerce startups and is a Brussels-based early-stage venture capital firm.,61,2,5,Active,1998-11-01,day,http://www.emerge.be,https://www.linkedin.com/company/e-merge-sa-nv/about/,"E-Commerce, Telecommunications, Venture Capital","Commerce and Shopping, Financial Services, Hardware, Lending and Investments",2,"Grégory Hédo, Laurent Drion",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"13,082"
Innovation Industries,https://www.crunchbase.com/organization/innovation-industries,Venture Capital,63,4,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","Innovation Industries is a venture capital firm that invests up to EUR 30M in hightech, medtech and agri-foodtech companies.",35,,29,Active,2017-01-01,year,https://www.innovationindustries.com,https://www.linkedin.com/company/innovationindustries/,,,1,Harm de Vries,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"3,909"
Expon Capital,https://www.crunchbase.com/organization/expon-capital,Venture Capital,62,6,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",Global investor in big ideas with the potential for positive impact & exponential growth,32,1,15,Active,2015-06-01,month,http://www.exponcapital.com/,https://www.linkedin.com/company/expon-capital/,Venture Capital,"Financial Services, Lending and Investments",4,"Alain Rodermann, Jerome Wittamer, Marc Gendebien, Rodrigo Sepulveda Schulz",1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"2,314"
BioGeneration Ventures,https://www.crunchbase.com/organization/biogeneration-ventures,"Micro VC, Venture Capital",60,9,"Naarden, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",BioGeneration Ventures is investing in the next generation of Life Sciences companies in the Netherlands.,42,2,17,Active,2006-01-01,year,http://www.biogenerationventures.com,http://www.linkedin.com/company/biogeneration-ventures,"Financial Services, Life Science, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",1,Edward van Wezel,1-10,"Early Stage Venture, Seed",,,Private,"1,460"
Pitchdrive,https://www.crunchbase.com/organization/pitchdrive,Venture Capital,59,3,"Antwerp, Antwerpen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","Pitchdrive selects (data-driven), funds and supports European early-stage startups. By founders for founders.",50,,24,Active,2018-10-01,month,https://www.pitchdrive.com,https://www.linkedin.com/company/pitchdrive/,"Financial Services, Internet","Financial Services, Internet Services",4,"Boris Bogaert, Koen Christiaens, Lorenz Bogaert, Wim Derkinderen",11-50,"Early Stage Venture, Private Equity, Seed",,,Private,"1,192"
