Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Axel Springer Digital Ventures,https://www.crunchbase.com/organization/axel-springer-digital-ventures-inc,"Corporate Venture Capital, Venture Capital",28,10,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Axel Springer Digital Ventures is the corporate venture capital arm of Axel Springer and is focused on investing in early stage companies.,22,1,6,Active,2012-01-01,year,https://www.axelspringer.com/en/axel-springer-digital-ventures,https://www.linkedin.com/company/axel-springer-digital-ventures/,"Digital Media, Financial Services, Venture Capital","Financial Services, Lending and Investments, Media and Entertainment",2,"Anton Waitz, Uli Schmitz",1-10,"Early Stage Venture, Seed",,,Private,"26,284"
Skynet Trading,https://www.crunchbase.com/organization/skynet-trading-ltd,Venture Capital,28,,"Hong Kong, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Skynet Trading is a digital assets trading and investment firm in the crypto capital market.,28,,2,Active,2019-01-01,year,http://www.skynettrading.com,https://www.linkedin.com/company/skynet-trading/,"Cryptocurrency, Financial Exchanges","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",1,Pancho Vanhees,11-50,"Early Stage Venture, Initial Coin Offering, Seed",,,Private,"27,021"
DCG Expeditions,https://www.crunchbase.com/organization/dcg-expeditions,Venture Capital,28,3,"Hong Kong, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),DCG Expeditions is a global early-stage investor in the top fintech and crypto founders building the next generation of financial services.,27,,,Active,2021-01-01,year,https://expeditions.dcg.co/,https://www.linkedin.com/company/dcgexpeditions/,"Blockchain, Cryptocurrency, Financial Services, FinTech","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",1,Marcus Swanepoel,1-10,"Early Stage Venture, Seed",,,Private,"27,520"
Research Corporation Technologies,https://www.crunchbase.com/organization/research-corporation-technologies,Venture Capital,28,1,"Tucson, Arizona, United States",Western US,Ogechison Ventures is a company that was founded by youths after leaving college to engage themselves in research as a form of giving back,18,,13,Active,1987-01-01,year,http://www.rctech.com,https://www.linkedin.com/company/research-corporation-technologies/about/,,,1,Christopher P. Martin,11-50,"Early Stage Venture, Late Stage Venture, Venture",,Made Acquisitions,Private,"28,449"
Maven Capital,https://www.crunchbase.com/organization/maven-capital,Venture Capital,28,,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Maven Capital provides funding, supporting and advising ambitious cryptocurrency startups from seed to beyond.",28,,1,Active,2021-01-01,year,https://mavencapital.io/,https://www.linkedin.com/company/maven-capital-fzco,,,1,Murtaza Bohari,1-10,"Early Stage Venture, Seed",,,Private,"28,309"
Triblock,https://www.crunchbase.com/organization/triblock,Venture Capital,28,,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",Triblock is a web3 investment & advisory firm,28,,,Active,2019-10-01,day,https://triblock.co/,https://www.linkedin.com/company/triblock/about,"Blockchain, Cryptocurrency, FinTech","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",1,Matt Batsinelas,1-10,Early Stage Venture,,,Private,"28,477"
Lima Ventures,https://www.crunchbase.com/organization/lima-ventures,"Micro VC, Venture Capital",28,,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Lima Ventures, is a Turkish joint-stock company to support & consult entrepreneurs and innovative businesses with pacemaker members.",24,,4,Active,2020-01-01,year,http://www.limaventures.com,https://www.linkedin.com/company/limaventures/,"Consulting, EdTech, Financial Services, FinTech, Gaming, Professional Services, Virtual Reality","Education, Financial Services, Gaming, Hardware, Other, Professional Services, Software",3,"Ahmet Argun, Kivanc Emiroglu, Resat Volkan Gunel",1-10,"Early Stage Venture, Seed, Venture",,,Private,"28,828"
Shearwater Capital,https://www.crunchbase.com/organization/shearwater-capital,Venture Capital,28,1,"Edgecliff, New South Wales, Australia","Asia-Pacific (APAC), Australasia",Shearwater Capital is a leading investment firm that specializes in Venture Capital and Private Equity.,21,,11,Active,2018-01-01,year,http://www.shearwater.co,https://www.linkedin.com/company/shearwater-growth-equity/,Venture Capital,"Financial Services, Lending and Investments",3,"Charles Gibbon, Michael Gregg, Zac Zavos",1-10,Early Stage Venture,,,Private,"29,503"
PDS Ventures,https://www.crunchbase.com/organization/pds-ventures,Corporate Venture Capital,28,,"Mumbai, Maharashtra, India",Asia-Pacific (APAC),PDS Ventures is the venture arm of PDS Multinational.,28,,,Active,1999-01-01,year,https://www.pdsmultinational.com,https://www.linkedin.com/company/pds-multinational,,,,,1001-5000,Seed,,,Private,"30,780"
Arz Portfolio,https://www.crunchbase.com/organization/arz-portfolio,Venture Capital,28,,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Arz Portfolio, an investor operating under a license from the Capital Markets Board of Turkey.",25,,9,Active,2015-01-01,year,https://arzportfoy.com/en/,https://www.linkedin.com/company/arz-portfoy/,FinTech,Financial Services,,,11-50,"Seed, Venture",,,Private,"31,379"
Infocomm Investments,https://www.crunchbase.com/organization/infocomm-investments,Venture Capital,28,12,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Infocomm Investments aims to enhance the technology depth and diversity of Singapore's tech building community.,24,2,2,Active,1996-01-01,year,http://www.infocomminvestments.com,http://www.linkedin.com/company/infocomm-investments-pte-ltd,"Analytics, Big Data, E-Commerce, FinTech, Incubators, Venture Capital","Commerce and Shopping, Data and Analytics, Financial Services, Lending and Investments",,,11-50,"Early Stage Venture, Late Stage Venture",,,Private,"31,721"
Perivoli Innovations,https://www.crunchbase.com/organization/perivoli-innovations,Venture Capital,28,1,"St. Helier, NA - Jersey, Jersey","Europe, Middle East, and Africa (EMEA)","Perivoli Innovations is a company that focuses on commercializing technologies in medical, life science, climate science, and digital.",20,,1,Active,2016-01-01,year,https://perivoliinnovations.com,,Information Technology,Information Technology,,,1-10,"Early Stage Venture, Seed",For Profit,,Private,"32,211"
Ridgeline,https://www.crunchbase.com/organization/ridgeline-partners,Venture Capital,27,1,"Memphis, Tennessee, United States",Southern US,Ridgeline is a venture capital firm that directs its investments toward early-stage enterprise technology companies.,17,,4,Active,2019-03-01,day,https://www.ridgeline.vc,https://www.linkedin.com/company/the-ridgeline,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Andrew McMahon, Ben Walker, Ryan Clinton",1-10,"Early Stage Venture, Seed, Venture",,,Private,816
Edge VC,https://www.crunchbase.com/organization/edge-investments,"Private Equity Firm, Venture Capital",27,5,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Passionate Investors in Creativity,23,2,12,Active,2007-01-01,year,https://edge.vc,https://www.linkedin.com/company/edgevc,Venture Capital,"Financial Services, Lending and Investments",2,"David Glick, Gordon Power",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,Made Acquisitions,Private,"2,742"
Exceptional Ventures,https://www.crunchbase.com/organization/exceptional-ventures,Venture Capital,27,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Exceptional Ventures is an early-stage venture capital firm that invests in entrepreneurs and businesses that improve people's lives.,24,,3,Active,2022-01-01,month,https://exceptional.ventures/,https://www.linkedin.com/company/exceptional-ventures,"Food and Beverage, Health Care, Venture Capital","Financial Services, Food and Beverage, Health Care, Lending and Investments",2,"Matt Cooper, Paolo Pio",11-50,"Early Stage Venture, Seed",,,Private,"3,515"
Yolo Investments,https://www.crunchbase.com/organization/yolo-investments,Venture Capital,27,1,"Tallin, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)",Yolo Investments is a venture capital focused on seed- and A-stage investment opportunities across gaming and fintech.,25,,12,Active,2017-01-01,year,https://yolo.io/,https://www.linkedin.com/company/yolo-investments/about/,,,1,Tim Heath,11-50,"Early Stage Venture, Seed",,,Private,"4,100"
Hartmann Capital,https://www.crunchbase.com/organization/hartmann-capital,"Hedge Fund, Venture Capital",27,,"Boca Raton, Florida, United States","Greater Miami Area, East Coast, Southern US","Hartmann Capital is a frontier-tech investment firm investing across AI, Spatial Computing, and Digital Assets.",25,,2,Active,2018-02-06,day,https://www.hartmanncapital.com/,https://www.hartmanncapital.com/,"Artificial Intelligence (AI), Asset Management, Augmented Reality, Generative AI, Human Computer Interaction, Metaverse, Virtual Reality, Web3","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Design, Financial Services, Hardware, Internet Services, Media and Entertainment, Science and Engineering, Software",1,Felix Hartmann,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"5,735"
Eos,https://www.crunchbase.com/organization/eos-advisory,Venture Capital,27,,"Saint Andrews, Fife, United Kingdom","Europe, Middle East, and Africa (EMEA)","Eos is focused on providing seed funding to ventures based upon strong and innovative science, technology and engineering.",19,,14,Active,2014-01-01,year,https://eos-advisory.com/,https://www.linkedin.com/company/eos-advisory,"Industrial Engineering, Innovation Management, Professional Networking, Technical Support","Community and Lifestyle, Information Technology, Manufacturing, Other, Professional Services, Science and Engineering",1,Kevin Grainger,1-10,"Early Stage Venture, Seed, Venture",,,Private,"6,289"
Sony Music Entertainment,https://www.crunchbase.com/organization/sony-music-entertainment,Corporate Venture Capital,27,5,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Sony Music is a music corporation owned and operated by Sony Corporation of America, a subsidiary of Japanese conglomerate.",25,,12,Active,1929-01-01,year,http://www.sonymusic.com,http://in.linkedin.com/company/sony-music-entertainment,"Digital Entertainment, Media and Entertainment, Music","Media and Entertainment, Music and Audio",1,Ken Will Music,5001-10000,,For Profit,"Made Acquisitions, Was Acquired",Private,"6,372"
SIX FinTech Ventures,https://www.crunchbase.com/organization/six-corporate-venture-fund,Corporate Venture Capital,27,2,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",SIX FinTech Ventures looks to invest in global early stage startups in the Fintech space.,17,,13,Active,2017-12-01,day,https://www.six-group.com/en/company/innovation/start-ups.html,https://www.linkedin.com/company/sixgroup,"Asset Management, Blockchain, Cryptocurrency, Cyber Security, Financial Exchanges, Financial Services, FinTech, Information Technology, Payments, Stock Exchanges, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Information Technology, Lending and Investments, Other, Payments, Privacy and Security, Software",1,Andreas Iten,1001-5000,"Convertible Note, Early Stage Venture, Seed, Venture",,Made Acquisitions,Private,"7,653"
Golden Egg Check Capital,https://www.crunchbase.com/organization/golden-egg-check-capital,Venture Capital,27,,"Enschede, Overijssel, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","Golden Egg Check scouts, analyzes, and supports tech startups and scale-ups, helping them connect with top investors and corporations.",24,,,Active,2022-02-02,day,https://goldeneggcheck.com/startups/capital,https://www.linkedin.com/company/golden-egg-check/,"Artificial Intelligence (AI), Cyber Security, FinTech, Human Resources, Impact Investing, Machine Learning, Marketplace, Payments, Robotics, Software","Administrative Services, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Financial Services, Hardware, Information Technology, Lending and Investments, Payments, Privacy and Security, Science and Engineering, Software",2,"Gilles Meijer, Thomas Mensink",1-10,"Early Stage Venture, Seed",,,Private,"7,876"
Slingshot Ventures,https://www.crunchbase.com/organization/slingshot-ventures,Venture Capital,27,4,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","Slingshot backs ambitious, talented, and charismatic entrepreneurs and actively helps them accelerate their businesses.",22,,15,Active,2014-01-01,day,http://www.slingshot.ventures,http://www.linkedin.com/company/slingshot-capital/,"Business Development, Financial Services, Internet, Mobile, Venture Capital","Financial Services, Internet Services, Lending and Investments, Mobile, Professional Services",2,"Marco Pieters, Tom Kist",1-10,"Early Stage Venture, Seed, Venture",,,Private,"8,496"
Boundary Capital Partners LLP,https://www.crunchbase.com/organization/boundary-capital,Venture Capital,27,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Boundary Capital Partners is a venture capital company focusing on early stage growth companies, primarily in the technology space.",21,1,5,Active,2009-01-01,year,http://www.boundarycapital.com/,https://www.linkedin.com/company/boundary-capital-ltd/,"Financial Services, Venture Capital","Financial Services, Lending and Investments",,,1-10,Early Stage Venture,,Made Acquisitions,Private,"9,893"
Concrete Venture Capital,https://www.crunchbase.com/organization/concrete-venture-capital,Venture Capital,27,4,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Concrete VC is a proptech focused platform including Starwood Capital, JLL Spark, U+I Group, and more.",24,1,1,Active,2016-10-01,day,http://www.concretevc.com,https://www.linkedin.com/company/concrete-vc,"Finance, Financial Services, PropTech, Real Estate, Venture Capital","Financial Services, Lending and Investments, Real Estate",1,Taylor Wescoatt,1-10,Early Stage Venture,,,Private,"10,222"
Ride Home Fund,https://www.crunchbase.com/organization/ride-home-fund,"Micro VC, Venture Capital",27,1,"Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US",The investing arm of the Techmeme Ride Home podcast. Putting the power of the most connected tech audience anywhere behind startups.,23,,1,Active,2021-10-01,day,https://www.ridehomefund.com/,https://www.linkedin.com/company/ride-home-fund/,,,1,Brian McCullough,1-10,"Early Stage Venture, Seed",,,Private,"10,328"
Twynam Agricultural Group,https://www.crunchbase.com/organization/twynam-agricultural-group,Venture Capital,27,2,"Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia",A world leader in sustainable agriculture.,22,1,4,Active,1969-01-01,year,http://twynam.com/,https://www.linkedin.com/company/twynam-agricultural-group,Agriculture,Agriculture and Farming,1,John Dieter Kahlbeter,1-10,,For Profit,,Private,"18,044"
Space.VC,https://www.crunchbase.com/organization/space-vc,Venture Capital,27,,"Austin, Texas, United States",Southern US,Investing in world-class Space Tech founders and startups at pre-seed to Series A stage primarily.,17,,,Active,2021-04-01,month,https://spacevc.co/,https://www.linkedin.com/company/space-vc/about/?viewAsMember=true,"Infrastructure, Satellite Communication, Software, Space Travel","Hardware, Other, Software, Transportation",,,1-10,Early Stage Venture,,,Private,"18,740"
Stella Capital,https://www.crunchbase.com/organization/stellacap,Venture Capital,27,3,"Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",Stella Capital is an early to late-stage venture capital fund.,26,1,1,Active,2022-01-01,year,https://stellacapital.io/,https://www.linkedin.com/company/stellacap/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Aizuddin Zakaria Adli, Rick Li",1-10,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Secondary Market, Seed",,,Private,"22,382"
DataPower Ventures,https://www.crunchbase.com/organization/datapower-ventures,Venture Capital,27,2,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Invests in founders who are building at the cross-section of Applied AI or DeepTech software products in the Data, ML, and AI ecosystems.",27,,,Active,2021-10-01,day,https://www.datapower.vc/,https://www.linkedin.com/company/datapower-ventures,"Analytics, Angel Investment, Artificial Intelligence (AI), Machine Learning, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",1,David Yakobovitch,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"22,419"
Meliorate Partners,https://www.crunchbase.com/organization/meliorate-partners,Venture Capital,27,,"Mercer Island, Washington, United States","Greater Seattle Area, West Coast, Western US","Meliorate Partners manages the Meliorate Fund, Salmon Innovation Fund, Blue Innovation Fund, and the EnVest organization.",26,,,Active,2014-01-01,year,https://www.meliorate.earth/,https://www.linkedin.com/company/100962161,,,1,Brock Mansfield,11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"22,643"
Xploration Capital,https://www.crunchbase.com/organization/xploration-capital,Venture Capital,27,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Xploration backs ambitious founders building next-generation platforms, digital ecosystems and SaaS companies worldwide",22,,12,Active,2017-01-01,year,http://xplorationcapital.com/,https://www.linkedin.com/company/xplorationcapital/,"Artificial Intelligence (AI), Consumer, Consumer Applications, Content Creators, E-Commerce Platforms, Marketplace, SaaS, Sustainability, Virtual Workforce, Virtual World","Administrative Services, Apps, Artificial Intelligence (AI), Commerce and Shopping, Community and Lifestyle, Data and Analytics, Internet Services, Media and Entertainment, Other, Science and Engineering, Software, Sustainability",2,"Eugene Timko, Igor Kim",11-50,"Early Stage Venture, Seed",,,Private,"24,379"
MOHARA,https://www.crunchbase.com/organization/mohara-ventures,Venture Capital,27,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","MOHARA is a global product, technology and venture development specialist who partners with startups and corporates. Pioneering together.",26,1,,Active,2014-11-01,month,https://mohara.co/,https://www.linkedin.com/company/mohara-ventures,"Consulting, Finance, Financial Services, Information Technology, Internet, Mobile, Software, Venture Capital, Web Design, Web Development","Design, Financial Services, Information Technology, Internet Services, Lending and Investments, Mobile, Professional Services, Software",2,"Ben Blomerley, Richard Sams",101-250,"Early Stage Venture, Seed, Venture",For Profit,,Private,"24,770"
Deeptech Labs,https://www.crunchbase.com/organization/deeptech-labs,"Accelerator, Venture Capital",27,1,"Cambridge, Cambridgeshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Deeptech Labs is an accelerator and venture capital based company.,25,,2,Active,2019-08-07,day,https://www.dtl.vc/,https://www.linkedin.com/company/deeptech-labs/,"AgTech, Artificial Intelligence (AI), FinTech, GreenTech, Internet of Things, Machine Learning, Quantum Computing, Robotics, Security, Semiconductor","Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Internet Services, Privacy and Security, Science and Engineering, Software, Sustainability",1,Miles Kirby,1-10,"Early Stage Venture, Seed",,,Private,"24,753"
Alberts Impact Ventures,https://www.crunchbase.com/organization/alberts-impact-capital,Venture Capital,27,1,"Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia",Alberts Impact Ventures is an impact focused venture capital firm.,23,,5,Active,1885-01-01,year,https://www.alberts.co,https://www.linkedin.com/company/alberts,Venture Capital,"Financial Services, Lending and Investments",,,11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"26,260"
Vision Ventures,https://www.crunchbase.com/organization/vision-ventures-9b12,"Micro VC, Venture Capital",27,,"Bratislava, Bratislava, Slovakia (Slovak Republic)","European Union (EU), Europe, Middle East, and Africa (EMEA)",VC fund focused on pre-seed and seed investments in Slovakia,23,,24,Active,2019-01-01,year,https://www.visionventures.vc/,https://www.linkedin.com/company/visionventures/,Financial Services,Financial Services,2,"Gabriel Horvath, Tomas Bel",1-10,"Early Stage Venture, Seed",,,Private,"26,586"
Walking Ventures,https://www.crunchbase.com/organization/lean-investments,Venture Capital,27,5,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Walking Ventures is a seed fund which invests in early-stage Internet and other technology startups based in Europe.,26,,6,Active,2012-01-01,year,http://walking.vc/,http://www.linkedin.com/company/lean-investments-lp,"Finance, Venture Capital","Financial Services, Lending and Investments",1,Tim Jackson,1-10,"Early Stage Venture, Seed",,,Private,"27,137"
280 Capital,https://www.crunchbase.com/organization/280-capital,Corporate Venture Capital,27,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","280 Capital serves as the Web3 investment arm of the Huang, Liu, and Chen Family Office.",26,,,Active,,,https://www.280.xyz/,https://www.linkedin.com/company/102803617,"Blockchain, Cryptocurrency, Venture Capital, Web3","Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Other, Payments, Software",2,"Jerry Liu, Justin Chen",11-50,,,,Private,"27,705"
Ballpark Ventures,https://www.crunchbase.com/organization/ballpark-ventures,Venture Capital,27,7,"Cheltenham, Gloucestershire, United Kingdom","Europe, Middle East, and Africa (EMEA)","Ballpark Ventures is a small, boutique fund investing in early stage technology startups. Their partners are all successful entrepreneurs",26,1,2,Active,2010-01-01,year,http://www.ballparkventures.com,http://www.linkedin.com/company/ballpark-ventures,"Finance, Financial Services, Location Based Services, Venture Capital","Data and Analytics, Financial Services, Internet Services, Lending and Investments, Navigation and Mapping",1,Eric Newnham,1-10,"Early Stage Venture, Seed",,,Private,"28,979"
Trend Investment Group,https://www.crunchbase.com/organization/trend-investment-group,"Private Equity Firm, Venture Capital",27,3,"Shanghai, Shanghai, China",Asia-Pacific (APAC),"Trend Investment Group focuses on seed-stage, early-stage, and later-stage healthcare and technology firms.",22,1,2,Active,2019-01-01,year,,,Venture Capital,"Financial Services, Lending and Investments",,,,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"29,217"
Quadia,https://www.crunchbase.com/organization/quadia,"Venture Capital, Venture Debt",27,4,"Geneva, Geneve, Switzerland","Europe, Middle East, and Africa (EMEA)",Quadia is a regulated investment manager specialized in social and environmental finance.,21,,4,Active,2010-01-01,year,http://quadia.ch/,https://www.linkedin.com/company/quadia-sa/,"Asset Management, Finance, Financial Services",Financial Services,1,Eric Archambeau,11-50,"Debt, Early Stage Venture, Seed, Venture",,,Private,"29,631"
North South Ventures,https://www.crunchbase.com/organization/north-south-ventures,Venture Capital,27,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",North South Ventures is a cross-border venture capital fund that invests in early stage med companies.,22,,2,Active,2021-01-01,year,https://www.northsouthvc.com/,https://www.linkedin.com/company/north-south-ventures/about/,,,1,Paul Kudlow,1-10,Early Stage Venture,,,Private,"30,639"
Pnyx Ventures,https://www.crunchbase.com/organization/pnyx-ventures,Venture Capital,27,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",PNYX Ventures is a digital asset management firm specialising in blockchain capital markets.,25,,,Active,,,https://pnyx.ventures/,,,,,,,Early Stage Venture,,,Private,"37,094"
Vodafone Ventures,https://www.crunchbase.com/organization/vodafone-ventures,"Accelerator, Corporate Venture Capital, Incubator",27,13,"Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Vodafone Ventures firm specializes in investments in seed/start up, early stage, and mid stage in wireless and Internet sectors.",20,1,3,Active,2000-01-01,year,,,"Incubators, Mobile, Social Media","Financial Services, Internet Services, Lending and Investments, Media and Entertainment, Mobile",2,"Ernest Harrison, Gerry Whent",10001+,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"49,524"
Merseyside Special Investment Fund,https://www.crunchbase.com/organization/merseyside-special-investment-fund,Venture Capital,27,2,"Liverpool, Liverpool, United Kingdom","Europe, Middle East, and Africa (EMEA)",Merseyside Special Investment Fund is a Liverpool-based venture capital firm that invests in small- to medium-sized businesses.,26,1,11,Active,1996-01-01,year,http://msif.co.uk,https://www.linkedin.com/company/msif/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,11-50,"Debt, Early Stage Venture, Seed",,,Private,"55,332"
Dtec Ventures,https://www.crunchbase.com/organization/dtec-ventures,Venture Capital,27,3,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","VC unit of Dubai Silicon Oasis Authority, part of Dtec Ecosystem investing in early-stage technology businesses in the MENA region.",22,,1,Active,2012-04-01,month,https://dtec.ae/ventures/,https://www.linkedin.com/company/dtec-ventures/,"Information Technology, Venture Capital","Financial Services, Information Technology, Lending and Investments",,,1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"136,115"
North East Development Capital Fund,https://www.crunchbase.com/organization/north-east-development-capital-fund,Venture Capital,27,1,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom","Europe, Middle East, and Africa (EMEA)",North East Development Capital Fund Is an Investment Fund,21,,14,Active,2018-01-01,year,https://www.mavencp.com/sme-finance/north-east-development-capital-fund,,,,,,101-250,,,,Private,"155,321"
Starwood Capital Group,https://www.crunchbase.com/organization/starwood-capital-group,"Private Equity Firm, Venture Capital",26,8,"Greenwich, Connecticut, United States","East Coast, New England, Northeastern US",Starwood Capital has invested $11.8 billion of equity since 1991 in all asset classes and levels of the capital structure.,25,3,7,Active,1991-01-01,year,https://www.starwoodcapital.com,https://www.linkedin.com/company/27994,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Barry Sternlicht, Bob Faith",5001-10000,"Early Stage Venture, Late Stage Venture, Private Equity, Venture",,Made Acquisitions,Private,375
BrightCap Ventures,https://www.crunchbase.com/organization/brightcap-ventures,Venture Capital,26,6,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Early-stage VC investing in companies with defensible technology and significant global exit potential,20,,10,Active,2018-01-01,year,http://www.brightcap.vc/,https://www.linkedin.com/company/brightcapventures/,"Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"Daniel Lorer, Diana Stefanova, Elina Halatcheva, Georgi Mitov",1-10,"Early Stage Venture, Seed, Venture",,,Private,768
ACE & Company,https://www.crunchbase.com/organization/ace-and-company,"Private Equity Firm, Venture Capital",26,3,"Geneva, Geneve, Switzerland","Europe, Middle East, and Africa (EMEA)",ACE & Company is a multi-stage private equity and venture capital group.,23,1,1,Active,2005-01-01,year,http://aceandcompany.com,https://in.linkedin.com/company/ace-&-company-development-group,,,4,"Adam Said, Charles Lorenceau, Christopher Kile, Sherif El Halwagy",11-50,,,,Private,"1,170"
Helen Ventures,https://www.crunchbase.com/organization/helen-ventures,Corporate Venture Capital,26,1,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia","Helen Ventures invests in the most innovative European startups in the energy, e-mobility, and digital solutions sectors.",17,,10,Active,2019-01-01,year,https://www.helenventures.fi/,https://www.linkedin.com/company/helen-ventures/,"CleanTech, Energy, Renewable Energy, Sustainability","Energy, Sustainability",1,Terhi (TJ) Vapola,1-10,"Early Stage Venture, Seed",,,Private,"1,517"
Yellow Rocks!,https://www.crunchbase.com/organization/yellow-rocks-capital,Venture Capital,26,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Yellow Rocks! is a venture capital firm that offer early stage funding for fintech and educational technology based companies.,25,,2,Active,2021-01-01,year,https://yellowrocks.vc/,https://www.linkedin.com/company/yellowrocks,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Dima Lyu, Sergei Bogdanov, Valerie Bertele",11-50,"Early Stage Venture, Seed",,,Private,"4,476"
L1D,https://www.crunchbase.com/organization/l1-digital,"Fund Of Funds, Venture Capital",26,1,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Institutional Investing in Crypto,23,,3,Active,2018-01-01,year,https://www.l1d.com,https://www.linkedin.com/company/l1digital,Blockchain,"Blockchain and Cryptocurrency, Other",2,"Philipp Cottier, Ray Hindi",11-50,"Late Stage Venture, Venture",,,Private,"5,642"
10D,https://www.crunchbase.com/organization/ofek-venture-fund,Venture Capital,26,1,"Tel Aviv, Tel Aviv, Israel","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",10D is a venture capital firm that seeks to invest in early-stage Seed and Series A rounds in digital health and fintech startups.,18,,10,Closed,2018-01-01,year,https://www.10d.vc,https://www.linkedin.com/company/10dvc,"Artificial Intelligence (AI), Financial Services, Incubators, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",3,"Itay Rand, Rotem Eldar, Yahal Zilka",1-10,Early Stage Venture,,,Private,"5,726"
