Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Forward Venture Capital,https://www.crunchbase.com/organization/forward-venture-capital,Venture Capital,61,1,"Den Haag, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Forward Venture Capital provides venture capital for startups and scaleups that provide clever solutions for new or existing problems,43,,4,Active,2016-10-14,day,http://forwardvc.com/,https://www.linkedin.com/company-beta/18072245/,,,2,"Ruud Dekker, Vincent Wols",1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"25,699"
Angular Ventures,https://www.crunchbase.com/organization/angular-ventures,Venture Capital,60,4,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Angular Ventures is a specialist venture capital firm backing early-stage deep technology enterprise companies.,37,,26,Active,2018-01-01,year,http://www.angularventures.com,https://www.linkedin.com/company/angularventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Gil Dibner,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,585"
Wellstreet,https://www.crunchbase.com/organization/wellstreet,"Accelerator, Venture Capital",60,7,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Wellstreet exist to build and accelerate the innovations and entrepreneurs of today, leading to a better and sounder tomorrow.",54,1,25,Active,2016-02-25,day,http://www.wellstreet.se,https://www.linkedin.com/company/wellstreet,"Digital Marketing, Infrastructure, Venture Capital","Financial Services, Lending and Investments, Other, Sales and Marketing",2,"Mikael Wintzell, Sïmon Saneback",1-10,"Convertible Note, Early Stage Venture, Post-Ipo, Seed, Venture",,Made Acquisitions,Private,"7,173"
Startup Wise Guys SaaS Milan,https://www.crunchbase.com/organization/startup-wise-guys-saas,Accelerator,59,2,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Startup Wise Guys SaaS provides a mentorship-driven accelerator program for early-stage B2B SaaS startups.,59,,11,Active,2019-11-01,month,https://startupwiseguys.com/saas-milan/,,"Business Development, SaaS, Training","Education, Professional Services, Software",,,51-100,"Non Equity Assistance, Seed",,,Private,"34,721"
Sweet Capital,https://www.crunchbase.com/organization/sweet-capital-ltd,Venture Capital,59,8,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Sweet Capital is the King.com (Candy Crush) founders fund, focused on deploying capital into consumer technology companies around the world.",43,,15,Active,2015-07-01,day,http://www.sweetcapital.com,https://www.linkedin.com/company/sweet-capital/,"Consumer, Mobile, Venture Capital","Financial Services, Lending and Investments, Mobile, Other",6,"Christian Dörffer, Lars Markgren, Patrik Stymne, Riccardo Zacconi, Sebastian Knutsson, Thomas Hartwig",1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"51,087"
Luminar Ventures,https://www.crunchbase.com/organization/luminar-ventures,"Micro VC, Venture Capital",57,2,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Luminar Ventures is a Nordic venture capital fund that prefers to make early-stage investments in technology companies.,37,,25,Active,2017-01-01,year,https://www.luminarventures.com/,https://www.linkedin.com/company/18387339/,"Big Data, Education, Finance, Financial Services, Information Technology, Venture Capital","Data and Analytics, Education, Financial Services, Information Technology, Lending and Investments",4,"Daniel Karsberg, Jacob Key, Linda Samlin Hoglund, Magnus Bergman",1-10,"Early Stage Venture, Seed, Venture",,,Private,"1,396"
Spintop Ventures,https://www.crunchbase.com/organization/spintop-ventures,Venture Capital,57,10,"Östersund, Jamtlands Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Spintop is the Nordic seed-stage VC built by operators, for founders solving real-world problems through software.",41,2,30,Active,2010-01-01,year,http://spintopventures.com,http://www.linkedin.com/company/4992551,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Erik Wenngren, Finn Persson, Mats Johansson, Peter Carlsson, Sami Niemi",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,647"
LU Innovation,https://www.crunchbase.com/organization/lu-innovation,Venture Capital,57,5,"Lund, Skane Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",LU Innovation is the hub of innovation and commercialisation at Lund University.,51,3,1,Active,1999-01-01,year,http://www.luinnovation.lu.se/en,https://www.linkedin.com/company/lu-innovation,"Consulting, Education, Government, Information Technology, Innovation Management, Legal, Sustainability, Universities","Education, Government and Military, Information Technology, Other, Professional Services, Sustainability",,,501-1000,Early Stage Venture,For Profit,,Private,"40,217"
Ponderosa Ventures,https://www.crunchbase.com/organization/ponderosa-ventures,Venture Capital,56,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Ponderosa Ventures is an early-stage venture capital firm.,47,,4,Active,2021-01-01,year,https://www.ponderosavc.com/,https://www.linkedin.com/company/ponderosa-ventures/,Venture Capital,"Financial Services, Lending and Investments",1,Evi Steyer,1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"18,484"
Fast Track Malmo,https://www.crunchbase.com/organization/fast-track-malmo,"Accelerator, Micro VC",56,4,"Malmö, Skane Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Helping amazing teams accelerate their growth and raise their first VC round. We invest €50k in 10 different startups a year.,54,,34,Active,2015-01-01,year,http://www.fasttrackmalmo.com/,https://www.linkedin.com/company/10249566,"Finance, Incubators","Financial Services, Lending and Investments",1,Joel Larsson,1-10,"Non Equity Assistance, Seed",,,Private,"100,090"
Austen Allred,https://www.crunchbase.com/person/austen-allred,"Individual/Angel, Investment Partner",53,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Austen Allred co-founded Lambda School and serves as its CEO.,53,,,,,,https://austenallred.com,http://www.linkedin.com/in/austenallred,,,,,,,,,,"20,374"
Bonnier Capital,https://www.crunchbase.com/organization/bonnier-ventures,Corporate Venture Capital,53,9,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Bonnier Capital is the venture arm of media group Bonnier.,39,1,19,Active,2013-01-01,year,https://bonniercapital.se/,https://www.linkedin.com/company/11392105/,"Digital Media, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments, Media and Entertainment",,,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"24,027"
NetEase,https://www.crunchbase.com/organization/netease-com,Corporate Venture Capital,52,7,"Tokyo, Tokyo, Japan",Asia-Pacific (APAC),NetEase is a internet technology company dedicated to providing premium online services.,46,2,28,Active,1997-06-01,month,https://www.neteasegames.com,https://www.linkedin.com/company/netease,"Advertising, Gaming, Mobile, Mobile Apps, Music, PC Games, Venture Capital, Wireless","Advertising, Apps, Financial Services, Gaming, Hardware, Lending and Investments, Media and Entertainment, Mobile, Music and Audio, Sales and Marketing, Software",1,William Ding,10001+,,For Profit,Made Acquisitions,Public,"2,414"
J12,https://www.crunchbase.com/organization/j12-ventures,Venture Capital,51,1,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","We back founders building software and data infrastructure, and AI applications at seed.",38,,22,Active,2020-01-01,year,https://www.j12ventures.com/,https://www.linkedin.com/company/j12-ventures-ab/,"Angel Investment, Venture Capital","Financial Services, Lending and Investments",4,"Alexander Paterson, Bo Mattsson, Emmet King, Luca Banderet",1-10,"Early Stage Venture, Seed",,,Private,"5,547"
Rampersand,https://www.crunchbase.com/organization/rampersand,Venture Capital,51,5,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia","Rampersand invest in the best Australian technology founders, teams and companies and are committed to helping them become global leaders.",36,,13,Active,2013-01-01,year,http://rampersand.vc/,https://www.linkedin.com/in/paulnaphtali,"Internet of Things, Venture Capital","Financial Services, Internet Services, Lending and Investments",2,"Jim Cassidy, Paul Naphtali",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"7,983"
Sanctor Capital,https://www.crunchbase.com/organization/sanctor-capital,"Accelerator, Venture Capital",51,3,"San Juan, NA - Puerto Rico, Puerto Rico",Latin America,Sanctor Capital is a thesis driven investment fund and deploys capital across both primary and secondary markets.,43,,5,Active,2021-01-01,year,https://www.sanctor.com/,https://www.linkedin.com/company/sanctor-capital/about/,,,2,"Han Kao, Jay Putera",1-10,"Early Stage Venture, Seed",,,Private,"9,722"
Innovatiefonds Noord-Holland,https://www.crunchbase.com/organization/innovatiefonds-noord-holland,Venture Capital,50,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","Seed Capital, Start-ups, SMEs, North-Holland, Sustainability, Circular Economy, ICT, Life Science, MedTech",47,,27,Active,2018-01-01,year,http://www.innovatiefondsnoordholland.nl,https://www.linkedin.com/company/innovatiefonds-noord-holland/?originalSubdomain=nl,,,2,"Ilmatar Lutje Schipholt, Peter Krijnsen",1-10,Seed,,,Private,"7,378"
Golden Angels Investors,https://www.crunchbase.com/organization/golden-angels-investors,Angel Group,50,7,"Brookfield, Wisconsin, United States","Great Lakes, Midwestern US",Golden Angels Investors is an angel investment group making investments in entrepreneurial ventures.,34,,12,Active,2002-10-01,day,http://goldenangelsinvestors.com,https://www.linkedin.com/company/golden-angels-network/,"Angel Investment, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",1,Tim Keane,51-100,"Debt, Early Stage Venture, Non Equity Assistance, Seed",,,Private,"13,425"
Pale blue dot,https://www.crunchbase.com/organization/pale-blue-dot-3a83,Venture Capital,49,,"Malmö, Skane Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Pale blue dot invests in reducing and reversing the effects of climate change and preparing for a new world.,33,,22,Active,2020-06-01,day,https://www.paleblue.vc,https://www.linkedin.com/company/palebluedot-vc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Hampus Jakobsson, Heidi Lindvall, Joel Larsson",1-10,"Early Stage Venture, Seed",,,Private,"2,385"
Tom Preston-Werner,https://www.crunchbase.com/person/tom-preston-werner,"Individual/Angel, Investment Partner",49,1,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Tom Preston-Werner - Cofounder @ Preston-Werner Ventures,46,,1,,,,,https://www.linkedin.com/in/mojombo,,,,,,Seed,,,,"20,745"
Voima Ventures,https://www.crunchbase.com/organization/voima-ventures,Venture Capital,48,1,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Deep tech fund that invests purely in startups with deep tech and scientific backgrounds.,31,1,30,Active,2019-01-01,year,https://voimaventures.com/,https://www.linkedin.com/company/voima-ventures,,,3,"Inka Mero, Marko Viinikka, Mikko Kumpulainen",11-50,"Early Stage Venture, Seed",,,Private,"1,548"
Watertower Ventures,https://www.crunchbase.com/organization/watertower-ventures,Venture Capital,47,10,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US","Watertower Ventures is an early-stage venture capital fund providing first check capital for founders, from founders.",41,,15,Active,2017-01-01,year,http://www.watertowerventures.com/,https://www.linkedin.com/company/watertowerventures/,Venture Capital,"Financial Services, Lending and Investments",2,"Derek Norton, Jeremy Milken",11-50,"Early Stage Venture, Seed",,,Private,"1,489"
EDP Ventures,https://www.crunchbase.com/organization/edp-ventures,Corporate Venture Capital,47,3,"Lisbon, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",EDP Ventures is the venture capital investment arm of EDP.,35,,15,Active,2008-01-01,year,https://www.edpventures.vc/,,"Clean Energy, CleanTech, Energy Efficiency, Energy Management, Power Grid, Renewable Energy, Solar, Wind Energy","Energy, Natural Resources, Sustainability",,,11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"17,636"
FORWARD.one,https://www.crunchbase.com/organization/forward-one,Venture Capital,45,3,"Amstelveen, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",FORWARD.one is a venture capital firm designed to address the unique needs of early-stage hardware oriented startups.,27,,23,Active,2017-09-01,day,http://www.forward.one,https://www.linkedin.com/company/forward-one/,"3D Technology, Augmented Reality, Chemical, CleanTech, Gaming, Quantum Computing, Robotics, Semiconductor, Virtual Reality, Water","Gaming, Hardware, Natural Resources, Science and Engineering, Software, Sustainability",5,"Arjan Göbel, David Cerda Salzmann, Frederik Gerner, Paul Pruijmboom, Riemer Smink",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,147"
European Space Agency,https://www.crunchbase.com/organization/european-space-agency-f580,Government Office,45,3,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",The European Space Agency (ESA) is Europe’s gateway to space.,43,1,20,Active,1975-05-30,day,https://www.esa.int/,,Transportation,Transportation,,,1001-5000,"Grant, Seed",,,Private,"3,500"
Luxor Capital Group,https://www.crunchbase.com/organization/luxor-capital-group,"Hedge Fund, Venture Capital",44,11,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Luxor Capital Group is a New York-based hedge fund focused on equity and fixed income investments across the globe.,35,6,12,Active,2002-10-10,day,http://luxorcap.com,,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Christian Leone,11-50,"Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",,Made Acquisitions,Private,"4,379"
Globivest,https://www.crunchbase.com/organization/globivest,Venture Capital,43,1,"Beirut, Beyrouth, Lebanon","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Globivest is a private investment firm that invests in early stages technology start-ups and sustainable businesses.,39,,,Active,2016-11-10,day,http://www.globivest.com,https://www.linkedin.com/company/globivest/,"Big Data, FinTech, Impact Investing, Information Technology, Product Design, Real Estate Investment","Data and Analytics, Design, Financial Services, Information Technology, Lending and Investments, Real Estate",1,Jasmine Busson,1-10,"Early Stage Venture, Seed",,,Private,"106,100"
Capital Q® Ventures Inc.,https://www.crunchbase.com/organization/capital-q-ventures,Venture Capital,42,,"Maitland, Florida, United States","East Coast, Southern US","Capital Q Ventures is an investment firm that specializes Tri-Party Venture Funds®, Private BDCs and Specialty Hedge Funds",42,,5,Active,2017-01-03,day,https://capitalqventures.com,https://www.linkedin.com/company/capital-q-ventures,Venture Capital,"Financial Services, Lending and Investments",2,"Bruno Quatrini, Michael ""Q"" Quatrini",11-50,"Early Stage Venture, Seed, Venture",,,Private,"5,247"
Aggregate Media,https://www.crunchbase.com/organization/aggregate-media,Venture Capital,42,1,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Aggregate is a venture capital company investing with media as expansion capital - media for equity.,40,,9,Active,2002-01-01,year,http://www.aggregatemedia.com,https://www.linkedin.com/company/aggregate-media?trk=biz-companies-cym,,,3,"Patrik Rosén, Peter Brodén, Peter Brodén",1-10,"Early Stage Venture, Seed, Venture",,,Private,"29,637"
Katapult Ocean,https://www.crunchbase.com/organization/katapult-ocean,"Accelerator, Venture Capital",40,,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Katapult Ocean is the world's most active ocean impact venture fund,39,,16,Active,2018-04-01,day,https://katapult.vc/ocean,https://www.linkedin.com/company/katapult-ocean/,"Impact Investing, Information Technology, Internet, Marine Technology, Seafood, Shipping, Solar, Sustainability, Transportation","Energy, Financial Services, Food and Beverage, Information Technology, Internet Services, Lending and Investments, Natural Resources, Science and Engineering, Sustainability, Transportation",4,"Anders Lier, Haakon Brunell, Maren Hjorth Bauer, Tharald Nustad",11-50,"Early Stage Venture, Seed, Venture",,,Private,"17,536"
Kyros Ventures,https://www.crunchbase.com/organization/kyros-ventures,Venture Capital,38,1,"Ho Chi Minh City, NA - Vietnam, Vietnam","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Kyros Ventures is a conglomerate that deals with entities in the Vietnamese Blockchain industry.,38,,,Active,2020-01-01,year,https://kyros.ventures/,https://www.linkedin.com/company/kyros-ventures/,"Blockchain, Financial Services, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other",1,Thuat Nguyen,51-100,"Early Stage Venture, Seed",,,Private,"37,592"
Volvo Cars Tech Fund,https://www.crunchbase.com/organization/volvo-cars-tech-fund,Corporate Venture Capital,37,2,"Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Provides strategic investments and global market access for innovative auto and tech start-ups.,25,1,18,Active,1927-01-01,year,https://group.volvocars.com/company/innovation/volvo-cars-tech-fund,https://www.linkedin.com/company/volvo-cars-tech-fund/,"Banking, Financial Services, Information Technology, Logistics","Financial Services, Information Technology, Lending and Investments, Transportation",,,1-10,,,,Private,"13,124"
GroundBreak Ventures,https://www.crunchbase.com/organization/groundbreak-ventures,Venture Capital,36,2,"Toronto, Ontario, Canada",Great Lakes,GroundBreak Ventures is a venture capital firm focused on early stage property technology and real estate technology investments.,24,,6,Active,2019-03-01,day,https://groundbreakventures.com/,https://www.linkedin.com/company/groundbreak-ventures/,"PropTech, Venture Capital","Financial Services, Lending and Investments, Real Estate",1,Sanders Lee,1-10,"Early Stage Venture, Seed",,,Private,"25,426"
SNÖ Ventures,https://www.crunchbase.com/organization/snÖ-ventures,Venture Capital,35,3,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",SNÖ is a Nordic-focused VC firm providing global access and local support for the region's most daring tech pioneers.,24,,20,Active,2016-01-01,day,http://www.sno.vc,https://www.linkedin.com/company/snovc,"Business Development, Finance, Financial Exchanges, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",2,"Magne Uppman, Teodor Bjerrang",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"5,397"
Seed X Liechtenstein AG,https://www.crunchbase.com/organization/seed-x-liechtenstein,Venture Capital,35,2,"Schaan, Schaan, Liechtenstein","Europe, Middle East, and Africa (EMEA)","Seed X is investing in European early-stage Startups in Fintech, Insurtech and Proptech.",27,,1,Active,2016-01-01,year,https://seedx.li/,https://www.linkedin.com/company/seedx/,"FinTech, InsurTech, Legal Tech, PropTech","Financial Services, Professional Services, Real Estate",2,"Mathias Jaeggi, Prince Maximilian",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"6,689"
BitScale,https://www.crunchbase.com/organization/bitscale-4998,Venture Capital,35,1,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",BitScale invest in teams and solutions that bring transparency and efficiency.,34,,,Active,2018-01-01,year,http://bitscale.capital/,,,,1,Kazhiloti Zurab,,"Early Stage Venture, Seed",,,Private,"38,009"
Auxxo,https://www.crunchbase.com/organization/auxxo,Venture Capital,34,1,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Auxxo co-invests in female founded companies in pre-seed and seed stages across Europe.,24,,,Active,2019-01-01,year,https://www.auxxo.de/,https://www.linkedin.com/company/auxxo/,"Business Development, Financial Services, Impact Investing, Women's","Community and Lifestyle, Financial Services, Lending and Investments, Professional Services",2,"Bettine Schmitz, Gesa Miczaika",1-10,"Early Stage Venture, Seed, Venture",,,Private,"9,125"
Avid Ventures,https://www.crunchbase.com/organization/avid-ventures,Venture Capital,33,2,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Avid Ventures is an early-stage venture firm.,17,,2,Active,2020-01-01,year,http://www.avidventures.com,https://www.linkedin.com/company/avid-ventures/,"Asset Management, Business Development, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments, Professional Services",2,"Addie Lerner, Tali Vogelstein",1-10,Early Stage Venture,,,Private,"2,928"
Caladan,https://www.crunchbase.com/organization/alphalab-capital,"Corporate Venture Capital, Venture Capital",33,1,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",We build technology to trade on the blockchain,32,,1,Active,2017-06-01,month,https://caladan.xyz,https://www.linkedin.com/company/caladanxyz,"Cryptocurrency, Finance, Financial Services, FinTech, Information Technology, Software","Blockchain and Cryptocurrency, Financial Services, Information Technology, Payments, Software",2,"John Gu, Michal Krasnodebski",51-100,"Early Stage Venture, Seed, Venture",,,Private,"10,975"
Sophia Bendz,https://www.crunchbase.com/person/sophia-bendz,"Individual/Angel, Investment Partner",33,3,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Sophia Bendz - Partner @ Cherry Ventures,27,,,,,,,https://www.linkedin.com/in/sophiabendz,,,,,,Seed,,,,"28,541"
eEquity,https://www.crunchbase.com/organization/eequity,Private Equity Firm,32,3,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","EEquity is an investor of growth capital in digital business models, active across the Nordics and Northern Europe.",27,1,16,Active,2010-05-21,day,http://www.eequity.se/,https://www.linkedin.com/company/eequity/,"Asset Management, E-Commerce, Finance","Commerce and Shopping, Financial Services",1,Patrik Hedelin,11-50,Private Equity,,Made Acquisitions,Private,"10,837"
Supercell,https://www.crunchbase.com/organization/supercell,,31,3,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Supercell is a video game development company for tablets and smart phones.,24,,16,Active,2010-05-01,day,http://www.supercell.com/,https://www.linkedin.com/company/supercell,"Gaming, PC Games, Video Games",Gaming,6,"Ilkka Paananen, Lassi Leppinen, Mikko Kodisoja, Niko Derome, Petri Styrman, Visa Forsten",501-1000,,For Profit,"Made Acquisitions, Was Acquired",Private,"9,573"
CerraCap Ventures,https://www.crunchbase.com/organization/cerracap-ventures,Venture Capital,31,6,"Costa Mesa, California, United States","Greater Los Angeles Area, West Coast, Western US",CerraCap Ventures is Investing in Seminal Minds on their Journey from Dreams to Impact,27,,12,Active,2015-01-01,year,https://www.cerracap.com/,https://www.linkedin.com/company/cerracap-ventures/,"Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Saurabh Ranjan,11-50,"Early Stage Venture, Seed",,,Private,"30,884"
Centripetal,https://www.crunchbase.com/organization/centripetal-capital,"Private Equity Firm, Venture Capital",31,5,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Centripetal builds company groups by investing in European companies.,22,2,2,Active,,,http://www.centripetal.vc,https://www.linkedin.com/company/centripetalvc/,Venture Capital,"Financial Services, Lending and Investments",2,"Kristoffer Ahlbom, Saeid Esmaeilzadeh",1-10,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"31,452"
SuperSeed Ventures,https://www.crunchbase.com/organization/superseed,Venture Capital,30,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",SuperSeed invests in seed stage B2B SaaS/AI companies and help them reach their first £1m in revenue,22,,17,Active,2018-02-01,day,https://www.superseed.com,https://www.linkedin.com/company/superseed-vc/,"Artificial Intelligence (AI), B2B, SaaS","Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",2,"Dan Bowyer, Mads Jensen",1-10,"Early Stage Venture, Seed",,,Private,"8,016"
CapitalT,https://www.crunchbase.com/organization/capitalt,Venture Capital,29,1,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","CapitalT is a venture capital fund investing in tech companies in climate tech, future of work, education and web3/the new social.",24,,14,Active,2020-02-01,day,https://www.capitaltvc.com/,https://www.linkedin.com/company/capitalt/,"Education, GreenTech, Human Resources, Social, Software, Sustainability, Web3","Administrative Services, Blockchain and Cryptocurrency, Community and Lifestyle, Education, Internet Services, Software, Sustainability",2,"Eva de Mol, Janneke Niessen",11-50,Seed,,,Private,"6,875"
Pitbull Ventures,https://www.crunchbase.com/organization/pitbull-capital,Venture Capital,29,1,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Pitbull Ventures is a pre-seed VC firm in Los Angeles that backs US vertical SAAS startups,27,1,1,Active,2021-03-01,day,http://www.pitbull.vc/,https://www.linkedin.com/in/bradzions/,Software,Software,1,Brad Zions,1-10,"Early Stage Venture, Seed",,,Private,"9,187"
Uncommon Capital,https://www.crunchbase.com/organization/uncommon-capital,Venture Capital,29,2,"Newcastle, California, United States","West Coast, Western US",We are former operators investing in operators.,27,,5,Active,2014-01-01,year,https://uncommoncapital.vc/,https://www.linkedin.com/company/uncommoncap,,,,,1-10,"Early Stage Venture, Seed",,,Private,"21,363"
Norrsken Accelerator,https://www.crunchbase.com/organization/norrsken-accelerator,Accelerator,29,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Norrsken Accelerator is an Accelerator program,26,,18,Active,,,https://accelerator.norrsken.org,https://www.linkedin.com/company/norrsken-foundation/,,,,,1-10,"Early Stage Venture, Seed",,,Private,"23,556"
Mehdi Ghissassi,https://www.crunchbase.com/person/mehdi-ghissassi,Individual/Angel,28,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Mehdi Ghissassi serves as the Head of Product Management at DeepMind.,26,,,,,,,https://www.linkedin.com/in/mghissassi,,,,,,,,,,"21,658"
Keith Grose,https://www.crunchbase.com/person/keith-grose,Individual/Angel,28,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Keith Grose is currently non-executive director for Zero Hash and an active angel/advisor for early stage startups. He previously led Europe...,26,,,,,,https://www.keithgrose.com,https://www.linkedin.com/in/keithgrose,,,,,,"Early Stage Venture, Seed",,,,"25,802"
BackingMinds,https://www.crunchbase.com/organization/backingminds,Venture Capital,27,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","€50m Nordic pre-seed/seed fund, backing great underinvested entrepreneurs (€500K-€3m tickets)",19,,15,Active,2016-04-21,day,http://backingminds.com,https://www.linkedin.com/company/backingminds/,"Internet, SaaS, Software","Internet Services, Software",2,"Sara Wimmercranz, Susanne Najafi",1-10,"Late Stage Venture, Seed",,,Private,"1,983"
Nordic Foodtech VC,https://www.crunchbase.com/organization/nordic-foodtech-vc,Venture Capital,27,,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Nordic Foodtech VC is investing in deep foodtech across Nordics and Baltics.,16,,15,Active,2020-04-08,day,https://www.nft.vc/nordic-foodtech-venture-capital,https://www.linkedin.com/company/nordic-foodtech-venture-capital/,Venture Capital,"Financial Services, Lending and Investments",5,"Jari Tuovinen, Lauri Reuter, Mika Kukkurainen, Pekka Siivonen-Uotila, Pekka Siivonen-Uotila",1-10,"Early Stage Venture, Seed",,,Private,"2,611"
Crypto.com,https://www.crunchbase.com/organization/crypto-com,"Accelerator, Venture Capital",27,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Crypto.com is a platform for buying, trading, and earning cryptocurrency.",26,,4,Active,2016-06-01,month,https://crypto.com,https://www.linkedin.com/company/cryptocom,"Bitcoin, Blockchain, Cryptocurrency, Ethereum, FinTech","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",5,"Bobby Bao, Gallant Exchange succesefull, Gary Or, Kris Marszalek, Roger Ver",1001-5000,"Early Stage Venture, Seed",For Profit,Made Acquisitions,Private,"6,169"
Access Capital Partners,https://www.crunchbase.com/organization/access-capital-partners,Private Equity Firm,27,17,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Access Capital Partners is a manager and advisor of private equity, private debt, and infrastructure funds and mandates.",26,,19,Active,1998-01-01,year,http://access-capital-partners.com,https://fr.linkedin.com/company/access-capital-partners,Financial Services,Financial Services,2,"Agnès Nahum, Dominique Peninon",101-250,"Early Stage Venture, Late Stage Venture",,,Private,"7,974"
