Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Maxfield Capital,https://www.crunchbase.com/organization/maxfield-capital,Venture Capital,43,14,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Maxfield Capital is a venture capital firm that invests in global early stage technology companies.,33,,8,Active,2013-04-03,day,http://www.maxfield.vc/,http://www.linkedin.com/company/5208594,"Analytics, Angel Investment, Big Data, Financial Services, Information Technology, Venture Capital","Data and Analytics, Financial Services, Information Technology, Lending and Investments",2,"Alexander Lazarev, Alexander Turkot",11-50,"Convertible Note, Crowdfunding, Debt, Early Stage Venture, Seed, Venture",,,Private,"29,458"
Karma Ventures,https://www.crunchbase.com/organization/karma-ventures,Venture Capital,42,5,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)",Backing deep tech software start-ups in Europe at late Seed and Series A.,26,,26,Active,2016-01-01,year,http://www.karma.vc,https://www.linkedin.com/company/karma-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Kristjan Laanemaa, Margus Uudam, Tommi Uhari",1-10,"Early Stage Venture, Seed, Venture",,,Private,"1,173"
BaltCap,https://www.crunchbase.com/organization/baltcap,Private Equity Firm,42,10,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)",BaltCap is a private equity firm focusing on small and midmarket buyout and expansion capital investments in the Baltic States.,36,,26,Active,1995-01-01,year,http://www.baltcap.com,http://www.linkedin.com/company/baltcap-management,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Kristjan Kalda,11-50,"Early Stage Venture, Private Equity, Seed",,Made Acquisitions,Private,"7,471"
FOUNDER.org,https://www.crunchbase.com/organization/founder-org,Venture Capital,42,6,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Investor and company building program for student entrepreneurs.,39,,22,Active,2012-09-01,day,http://www.founder.org,https://www.linkedin.com/company/founder-org/,"Banking, Finance, Venture Capital","Financial Services, Lending and Investments",1,Michael Baum,11-50,"Early Stage Venture, Seed",,,Private,"27,422"
Aggregate Media,https://www.crunchbase.com/organization/aggregate-media,Venture Capital,42,1,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Aggregate is a venture capital company investing with media as expansion capital - media for equity.,40,,9,Active,2002-01-01,year,http://www.aggregatemedia.com,https://www.linkedin.com/company/aggregate-media?trk=biz-companies-cym,,,3,"Patrik Rosén, Peter Brodén, Peter Brodén",1-10,"Early Stage Venture, Seed, Venture",,,Private,"29,637"
NEOPLY,https://www.crunchbase.com/organization/neoply,Accelerator,42,2,"Bundangdong, Kyonggi-do, South Korea",Asia-Pacific (APAC),NEOPLY is a startup accelerator based in South Korea.,37,1,6,Active,2008-04-01,day,http://www.neoply.com,,"Angel Investment, Blockchain, Consulting, Finance, Financial Services, Incubators, Information Technology, Internet, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Information Technology, Internet Services, Lending and Investments, Other, Professional Services",,,11-50,"Early Stage Venture, Seed",,,Private,"48,090"
InReach Ventures,https://www.crunchbase.com/organization/inreach-ventures,Venture Capital,41,7,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",The AI powered VC focused on early-stage European startups,34,,24,Active,2015-09-01,day,http://www.inreachventures.com,https://www.linkedin.com/company/inreach-ventures,"Artificial Intelligence (AI), Finance, Financial Services, FinTech, Software, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",3,"Ben Smith, John Mesrie, Roberto Bonanzinga",11-50,"Early Stage Venture, Seed",,,Private,"5,898"
Sciety,https://www.crunchbase.com/organization/sciety,"Syndicate, Venture Capital",41,9,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Life science investor syndicate.,27,4,36,Active,2014-10-27,day,https://www.sciety.com/,https://www.linkedin.com/company/sciety/,"Biotechnology, Health Care, Health Diagnostics, Home Health Care, Life Science, Medical, Medical Device, Pharmaceutical, Venture Capital","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",2,"Andreas Lindblom, Malin Lindblom",11-50,"Early Stage Venture, Late Stage Venture, Seed",For Profit,,Private,"8,312"
Active Venture Partners,https://www.crunchbase.com/organization/active-venture-partners,Venture Capital,41,13,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active Venture Partners is a European Venture Capital company that invests in early-stage technology businesses.,21,,19,Active,2004-02-18,day,http://www.active-vp.com,http://www.linkedin.com/company/active-venture-partner,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Christopher Pommerening, Philipp Schroeder, Ricard Söderberg",1-10,"Early Stage Venture, Seed, Venture",,,Private,"27,757"
Kingsley Advani,https://www.crunchbase.com/person/kingsley-advani,Individual/Angel,40,8,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Kingsley Advani is based out of Dubai, United Arab Emirates and is the CEO and Founder of ALLO. Kingsley previously worked at Entrepreneur F...",38,5,,,,,,https://www.linkedin.com/in/kadvani,,,,,,Seed,,,,"20,342"
Othman Laraki,https://www.crunchbase.com/person/othman-laraki,Individual/Angel,40,14,"San Francisco Bay Area, California, United States","West Coast, Western US","Othman Laraki, MS, MBA, is the Co-founder and Chief Executive Officer of Color, a health technology company building public health infrastru...",38,,1,,,,,https://www.linkedin.com/in/othmanlaraki,,,,,,Seed,,,,"25,123"
Henley Business Angels,https://www.crunchbase.com/organization/henley-business-angels,Angel Group,40,1,"Berkshire, New York, United States","East Coast, Northeastern US","Henley Business Angels is an investment firm that offers information for investor members and entrepreneurs, news, and publications.",35,,25,Active,2016-01-01,year,http://henleybusinessangels.com/,https://www.linkedin.com/company/henley-business-angels,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Jurek Sikorski,11-50,"Early Stage Venture, Seed, Venture",,,Private,"129,762"
Dreamcraft Ventures,https://www.crunchbase.com/organization/dreamcraft-ventures,Venture Capital,39,4,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Hands-on venture engineers for talented founders.,32,,20,Active,2019-01-01,year,https://dreamcraft.vc/,https://www.linkedin.com/company/dreamcraftventures/,"Finance, Financial Services",Financial Services,3,"Christian Dam Rasmussen, Daniel Nyvang Mariussen, Jesper Søgaard",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,Made Acquisitions,Private,"1,633"
Velo Partners,https://www.crunchbase.com/organization/velo-partners,Venture Capital,39,6,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Velo Partners is a seed and Series A fund that focuses on the gaming and gambling ecosystems,37,,11,Active,2013-01-01,year,http://www.velopartners.co.uk/,https://www.linkedin.com/company/velo-partners/,Venture Capital,"Financial Services, Lending and Investments",1,Evan Hoff,1-10,Early Stage Venture,,Made Acquisitions,Private,"22,803"
Grow,https://www.crunchbase.com/organization/grow-jose-de-mello,Accelerator,39,1,"Lisboa, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",Grow by José de Mello - The perfect ecosystem to develop your startup,39,,,Active,2017-02-01,month,http://grow.josedemello.pt,https://www.linkedin.com/company/growjosedemello/,"Chemical, Medical, Transportation","Health Care, Science and Engineering, Transportation",,,11-50,,For Profit,,Private,"24,682"
Nordic Makers,https://www.crunchbase.com/organization/nordic-makers-vc,"Micro VC, Venture Capital",39,4,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",We know how much grit and luck it takes to build big companies. That’s why we invest our time and children’s money in ambitious founders.,30,,9,Active,2016-01-01,year,http://www.nordicmakers.vc/,https://www.linkedin.com/company/10939041,Venture Capital,"Financial Services, Lending and Investments",10,"Alexander Aghassipour, David Helgason, Erik Byrenius, Hampus Jakobsson, Klaus Nyengaard, Lars Nielsen, Martin von Haller Groenbaek, Thomas Madsen-Mygdal, Thorvald Stigsen, Tommy Andersen",11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,"26,181"
Syddansk Innovation,https://www.crunchbase.com/organization/syddansk-teknologisk-innovation-llc,Incubator,38,2,"Odense, Syddanmark, Denmark","European Union (EU), Nordic Countries, Scandinavia","Syddansk Innovation is a business incubator focused on ICT, Lifescience and Industry.",36,,29,Active,1998-01-01,year,https://www.syddanskinnovation.dk ,https://www.linkedin.com/company/855268/admin/updates ,"Health Care, Industrial, Information and Communications Technology (ICT), Innovation Management","Health Care, Information Technology, Manufacturing, Professional Services",,,11-50,,,,Private,"37,915"
SEB (Skandinaviska Enskilda Banken),https://www.crunchbase.com/organization/seb,Investment Bank,37,16,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",SEB proivdes corporate and investment bank services.,32,12,7,Active,1856-01-01,year,http://sebgroup.com/,http://www.linkedin.com/company/seb,"Banking, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,André Oscar Wallenberg,10001+,,For Profit,Made Acquisitions,Public,"18,151"
Silicon Gardens,https://www.crunchbase.com/organization/silicon-gardens,Venture Capital,37,2,"Ljubljana, Ljubljana Urban Commune, Slovenia","European Union (EU), Europe, Middle East, and Africa (EMEA)",The first and only founders for founders venture capital firm in the Adriatic region.,32,,10,Active,2019-11-01,month,http://www.silicongardens.com,https://www.linkedin.com/company/silicon-gardens/,,,1,Andraž Tori,1-10,"Early Stage Venture, Seed",,,Private,"19,079"
Mission and Market,https://www.crunchbase.com/organization/mission-and-market,Micro VC,37,8,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Mission and Market is a micro-venture capital firm focused on seed investments in many areas, including big data, software-powered biotech.",35,1,,Active,2014-11-01,day,http://m14t.com/,https://www.linkedin.com/company/mission-and-market/about/,,,2,"Francesco Simoneschi, Stefano Bernardi",11-50,Seed,,,Private,"31,268"
Springboard,https://www.crunchbase.com/organization/springboard,Accelerator,36,5,"Cambridge, Cambridgeshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Springboard is a training company for businesses that combines investment capital with a mentor-led accelerator program.,33,1,2,Active,2009-07-06,day,,,"Education, Finance, Internet","Education, Financial Services, Internet Services",3,"Amir Chaudhry, Jon Bradford, Paul Spurgeon",1-10,Seed,,,Private,"43,972"
Marathon Venture Capital,https://www.crunchbase.com/organization/marathon-venture-capital,Venture Capital,35,4,"Athens, Attiki, Greece","European Union (EU), Europe, Middle East, and Africa (EMEA)",Marathon Venture Capital is a seed-stage venture capital firm that assists ambitious founders in developing technology companies.,21,,22,Active,2017-03-17,day,https://marathon.vc,https://www.linkedin.com/company/marathon-venture-capital/,Venture Capital,"Financial Services, Lending and Investments",2,"George Tziralis, Panos Papadopoulos",1-10,"Early Stage Venture, Seed",,,Private,"3,959"
NordicNinja VC,https://www.crunchbase.com/organization/nordicninja-vc,Venture Capital,35,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","NordicNinja is the largest Japan-backed VC fund in Europe. Launched in 2019, the fund focuses on scaling companies from Northern Europe.",27,,19,Active,2019-01-01,year,https://nordicninja.com,https://www.linkedin.com/company/nordicninja-vc/,Venture Capital,"Financial Services, Lending and Investments",5,"Claes Mikko Nilsen, Placeholder Placeholder, Rainer Sternfeld, Shinichi Nikkuni, Tomosaku Sohara",1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"13,839"
Alfvén & Didrikson,https://www.crunchbase.com/organization/alfv-n-didrikson,"Private Equity Firm, Venture Capital",35,6,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Alfvén & Didrikson is a venture capital firm that specializes on making investments in Northern European technology companies.,26,1,19,Active,2010-01-01,year,http://www.alfvendidrikson.com,https://www.linkedin.com/company/alfv-n-&-didrikson-ab,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Hjalmar Didrikson, Måns Alfvén",11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,Made Acquisitions,Private,"24,375"
MSM,https://www.crunchbase.com/organization/msmfund,Venture Capital,35,2,"Lisbon, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",MSM is an early-stage generalist impact fund that invests all across Europe.,28,,15,Active,2019-10-01,month,https://msm.vc/,https://www.linkedin.com/company/msmfund/,"Financial Services, Impact Investing, Sustainability, Venture Capital","Financial Services, Lending and Investments, Sustainability",2,"Antonio Miguel, Henry Wigan",1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"25,516"
Startupbootcamp Smart City & IoT Amsterdam,https://www.crunchbase.com/organization/startupbootcamp-smart-city-living,Accelerator,34,2,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",We run a vertical program focused on Smart City & IoT solutions.,34,,2,Active,2015-01-01,year,https://www.startupbootcamp.org/accelerator/smart-city-iot-amsterdam/,https://www.linkedin.com/company/startupbootcamp-amsterdam/,"Banking, Finance, Internet of Things","Financial Services, Internet Services, Lending and Investments",3,"Marc Wesselink, Patrick Zeeuw, Ruud Hendriks",11-50,"Crowdfunding, Seed",,,Private,"79,845"
Lionheart Ventures,https://www.crunchbase.com/organization/lionheart-ventures,Venture Capital,33,3,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Lionheart Ventures is a global, seed-stage venture capital firm focused on mitigating civilizational risk.",33,,1,Active,2019-01-01,month,http://www.lionheart.vc,http://www.linkedin.com/in/lionheartvc,Venture Capital,"Financial Services, Lending and Investments",1,David Langer,1-10,"Early Stage Venture, Seed",,,Private,"6,233"
Sophia Bendz,https://www.crunchbase.com/person/sophia-bendz,"Individual/Angel, Investment Partner",33,3,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Sophia Bendz - Partner @ Cherry Ventures,27,,,,,,,https://www.linkedin.com/in/sophiabendz,,,,,,Seed,,,,"28,541"
LT Capital,https://www.crunchbase.com/organization/lt-capital-5861,Venture Capital,33,1,"Krakow, Malopolskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","Poland-based, an early-stage fund focused on breakthrough Industry 4.0 companies",31,,13,Active,2018-01-01,day,http://ltcapital.vc/,https://www.linkedin.com/company/ltcapital/,Financial Services,Financial Services,2,"Lukasz Swiercz, Tomasz Jastrzebski",1-10,"Early Stage Venture, Seed",,,Private,"32,929"
Hampus Jakobsson,https://www.crunchbase.com/person/hampus-jakobsson,"Individual/Angel, Investment Partner",33,5,"Malmö, Skane Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Hampus Jakobsson is a General Partner at early stage climate tech venture fund Pale Blue Dot. Prior to co-founding Pale Blue Dot, Hampus wa...",29,,,,,,https://www.hajak.se,http://www.linkedin.com/in/hampusjakobsson,,,,,,"Early Stage Venture, Seed, Venture",,,,"45,633"
eEquity,https://www.crunchbase.com/organization/eequity,Private Equity Firm,32,3,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","EEquity is an investor of growth capital in digital business models, active across the Nordics and Northern Europe.",27,1,16,Active,2010-05-21,day,http://www.eequity.se/,https://www.linkedin.com/company/eequity/,"Asset Management, E-Commerce, Finance","Commerce and Shopping, Financial Services",1,Patrik Hedelin,11-50,Private Equity,,Made Acquisitions,Private,"10,837"
Fashion For Good,https://www.crunchbase.com/organization/fashion-for-good,Accelerator,32,2,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Fashion For Good is the global initiative that’s here to make all fashion good.,28,1,1,Active,2016-01-01,year,https://fashionforgood.com/,https://www.linkedin.com/company/17957765/,"Angel Investment, Fashion, Impact Investing, Incubators, Training, Venture Capital","Clothing and Apparel, Design, Education, Financial Services, Lending and Investments",1,William McDonough,11-50,"Early Stage Venture, Seed",For Profit,,Private,"17,848"
Navus Ventures,https://www.crunchbase.com/organization/navus-ventures,"Family Investment Office, Venture Capital",32,2,"Maassluis, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Navus Ventures is a family owned VC investing in high-tech and sustainable start-ups and scale-ups in food and energy,27,1,14,Active,2013-01-01,year,http://www.navusventures.nl/,https://www.linkedin.com/company/navus-ventures/,"Energy, Food and Beverage, Impact Investing, Venture Capital","Energy, Financial Services, Food and Beverage, Lending and Investments",1,Eduard Meijer,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"20,485"
Startupbootcamp Copenhagen,https://www.crunchbase.com/organization/startup-bootcamp-copenhagen,Accelerator,32,6,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Startupbootcamp Copenhagen is startup accelerator part of the Startupbootcamp accelerator group.,32,,,Active,2010-01-01,year,https://www.startupbootcamp.org/accelerator/mobile-copenhagen.html,https://www.linkedin.com/company/startupbootcamp,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,,,,,Private,"98,130"
Supercell,https://www.crunchbase.com/organization/supercell,,31,3,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Supercell is a video game development company for tablets and smart phones.,24,,16,Active,2010-05-01,day,http://www.supercell.com/,https://www.linkedin.com/company/supercell,"Gaming, PC Games, Video Games",Gaming,6,"Ilkka Paananen, Lassi Leppinen, Mikko Kodisoja, Niko Derome, Petri Styrman, Visa Forsten",501-1000,,For Profit,"Made Acquisitions, Was Acquired",Private,"9,573"
Stanley Ventures,https://www.crunchbase.com/organization/stanley-ventures,"Corporate Venture Capital, Venture Capital",31,6,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England","Stanley Ventures invests in innovative startups and provides industry expertise, supplier relationships, and access to customers.",25,1,16,Active,2016-01-01,day,https://www.stanleyventures.com,https://www.linkedin.com/company/stanleyventures/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Dina Routhier,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"17,094"
Centripetal,https://www.crunchbase.com/organization/centripetal-capital,"Private Equity Firm, Venture Capital",31,5,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Centripetal builds company groups by investing in European companies.,22,2,2,Active,,,http://www.centripetal.vc,https://www.linkedin.com/company/centripetalvc/,Venture Capital,"Financial Services, Lending and Investments",2,"Kristoffer Ahlbom, Saeid Esmaeilzadeh",1-10,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"31,452"
Creades AB,https://www.crunchbase.com/organization/creades-ab,Private Equity Firm,31,7,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Creades is an investment company investing in businesses that have the potential for revaluation and value creation.,21,3,15,Active,1994-01-01,year,http://www.creades.se/,https://www.linkedin.com/company/creades-ab/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Sven Hagströmer,1-10,"Convertible Note, Debt, Early Stage Venture, Post-Ipo, Private Equity, Seed, Venture",For Profit,Made Acquisitions,Public,"58,927"
People Ventures,https://www.crunchbase.com/organization/inqvation,Venture Capital,30,,"Taastrup, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",We invest ourselves and money in early-stage companies,20,,20,Active,2017-01-01,month,https://www.people.ventures,https://www.linkedin.com/company/73869536/,"B2B, Health Care, Home Health Care, Information Technology, Personal Health, Software","Health Care, Information Technology, Other, Software",3,"Christian Tost, Claus Zibrandtsen, Jan Ankjaer Jensen",11-50,"Early Stage Venture, Seed",,,Private,"21,662"
Swedish Energy Agency,https://www.crunchbase.com/organization/swedish-energy-agency,Government Office,30,5,"Eskilstuna, Sodermanlands Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Swedish Energy Agency is a government agency for national energy policy issues.,22,5,20,Active,1998-01-01,year,http://www.energimyndigheten.se/en,https://www.linkedin.com/company/25007,"Energy, Government, Renewable Energy","Energy, Government and Military, Sustainability",,,251-500,Debt,,,Private,"22,203"
Paul Heydon,https://www.crunchbase.com/person/paul-heydon,"Individual/Angel, Investment Partner",30,9,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","I have 30+ years as a founder, operator, investor, board member and advisor. I have founded/co-founded multiple companies and have dealt wit...",25,1,,,,,https://www.heathfieldestatenewforest.co.uk/,https://www.linkedin.com/in/pheydon,,,,,,"Early Stage Venture, Seed, Venture",,,,"40,249"
Karolinska,https://www.crunchbase.com/organization/karolinska,Venture Capital,30,5,"Solna, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Karolinska Development is an investment firm focused on identifying medical innovation and supporting the creation and growth of companies.,18,4,10,Active,2003-01-01,year,http://www.karolinskadevelopment.com/en/,https://www.linkedin.com/company/karolinska-development,"Biotechnology, Medical, Therapeutics","Biotechnology, Health Care, Science and Engineering",,,1-10,,For Profit,,Public,"42,759"
Startupbootcamp InsurTech London,https://www.crunchbase.com/organization/startupbootcamp-insurance-london,Accelerator,30,3,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Startupbootcamp InsurTech is the leading accelerator focused on insurance innovation.,30,,,Active,2015-06-01,day,https://www.startupbootcamp.org/accelerator/insurtech-london/,https://www.linkedin.com/company/9998749,"Health Insurance, Insurance, InsurTech, Internet of Things","Financial Services, Internet Services",2,"Nektarios Liolios, Sabine VanderLinden",11-50,Seed,,,Private,"70,342"
Round2 Capital Partners,https://www.crunchbase.com/organization/round2-capital-partners,"Venture Capital, Venture Debt",29,3,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Round2 Capital Partners provides non-dilutive growth debt to fast growing tech companies in DACH and Nordics regions.,25,,28,Active,2017-01-01,year,http://www.round2cap.com,https://www.linkedin.com/company/round2-capital-partners/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Christian Czernich, Jan Hillered",11-50,"Debt, Early Stage Venture, Late Stage Venture, Venture",,,Private,"6,244"
Trifecta Capital,https://www.crunchbase.com/organization/trifecta-capital,Venture Capital,28,5,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Trifecta Capital is a seed stage venture capital fund.,26,,5,Active,2014-06-01,day,http://www.trifectafund.com/,,Venture Capital,"Financial Services, Lending and Investments",1,Veronica Mittal,1-10,"Early Stage Venture, Seed",,,Private,"17,334"
GoldenSand Capital,https://www.crunchbase.com/organization/gsr-capital,Private Equity Firm,28,8,"Beijing, Beijing, China",Asia-Pacific (APAC),"GoldenSand is an investment company with the aim of sector leadership, and going global with unique investment strategies and resources.",24,5,3,Active,2004-01-01,year,http://www.gsrcapital.com,https://www.linkedin.com/company/gsr-capital/,"Business Development, Consulting, Financial Services, Management Consulting, Venture Capital","Financial Services, Lending and Investments, Professional Services",2,"Richard Lim, Sonny Wu",11-50,"Early Stage Venture, Seed, Venture",,,Private,"44,574"
BackingMinds,https://www.crunchbase.com/organization/backingminds,Venture Capital,27,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","€50m Nordic pre-seed/seed fund, backing great underinvested entrepreneurs (€500K-€3m tickets)",19,,15,Active,2016-04-21,day,http://backingminds.com,https://www.linkedin.com/company/backingminds/,"Internet, SaaS, Software","Internet Services, Software",2,"Sara Wimmercranz, Susanne Najafi",1-10,"Late Stage Venture, Seed",,,Private,"1,983"
Nordic Foodtech VC,https://www.crunchbase.com/organization/nordic-foodtech-vc,Venture Capital,27,,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Nordic Foodtech VC is investing in deep foodtech across Nordics and Baltics.,16,,15,Active,2020-04-08,day,https://www.nft.vc/nordic-foodtech-venture-capital,https://www.linkedin.com/company/nordic-foodtech-venture-capital/,Venture Capital,"Financial Services, Lending and Investments",5,"Jari Tuovinen, Lauri Reuter, Mika Kukkurainen, Pekka Siivonen-Uotila, Pekka Siivonen-Uotila",1-10,"Early Stage Venture, Seed",,,Private,"2,611"
Walking Ventures,https://www.crunchbase.com/organization/lean-investments,Venture Capital,27,6,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Walking Ventures is a seed fund which invests in early-stage Internet and other technology startups based in Europe.,26,,6,Active,2012-01-01,year,http://walking.vc/,http://www.linkedin.com/company/lean-investments-lp,"Finance, Venture Capital","Financial Services, Lending and Investments",1,Tim Jackson,1-10,"Early Stage Venture, Seed",,,Private,"29,181"
Rite Ventures,https://www.crunchbase.com/organization/rite-internet-ventures,Venture Capital,26,10,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Rite Ventures invests in Swedish and Finnish companies within IT-services, Software as a Service, and e-commerce.",25,5,3,Active,2007-01-01,year,http://www.riteventures.com,https://www.linkedin.com/company/rite-ventures/,"Asset Management, Business Development, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Christoffer Haggblom,1-10,,,,Private,"24,169"
Brightly Ventures,https://www.crunchbase.com/organization/brightly-ventures,Venture Capital,26,1,"Norrmalm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Brightly Ventures is an investment firm supporting technology teams and companies who push the world forward, transforming industries.",17,,11,Active,2018-07-01,day,https://www.brightlyventures.com,https://www.linkedin.com/company/brightly-ventures,"Cyber Security, Developer Tools, eSports, Financial Services, FinTech, Venture Capital","Financial Services, Information Technology, Lending and Investments, Privacy and Security, Software, Sports",4,"Andy Johnston, John Elvesjo, Katja Bergman, Kerstin Cooley",1-10,"Early Stage Venture, Seed, Venture",,,Private,"28,882"
Christer Andersson,https://www.crunchbase.com/person/christer-andersson,Individual/Angel,26,3,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Christer K. Andersson is an investor in early stage angel and venture rounds. Christer's main focus is in software tech start-ups that have ...,21,1,1,,,,https://angel.co/christer-andersson,http://www.linkedin.com/in/christerandersson,,,,,,"Early Stage Venture, Private Equity, Seed, Venture",,,,"42,512"
Nestholma,https://www.crunchbase.com/organization/nestholma,Accelerator,26,3,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Nestholma is a venture accelerator powering the collaboration between startups and large corporations.,26,,19,Active,2013-01-01,year,http://www.nestholma.com,http://www.linkedin.com/company/nestholma,"Artificial Intelligence (AI), Banking, Digital Marketing, Digital Media, FinTech","Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Media and Entertainment, Sales and Marketing, Science and Engineering, Software",2,"Antti Kosunen, Topi Jarvinen",51-100,Seed,,,Private,"43,904"
Startupbootcamp HighTechXL,https://www.crunchbase.com/organization/startupbootcamp-hightechxl,Accelerator,26,1,"Eindhoven, Noord-Brabant, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Startupbootcamp HighTechXL is Europe's business accelerator for hardware startups.,26,,,Active,2013-01-01,year,https://www.startupbootcamp.org/blog/2015/05/hightechxl-dutch-fasttrack-2015/,https://www.linkedin.com/company/startupbootcamp-hightechxl/,"3D Printing, Advanced Materials, Hardware, Incubators, Internet of Things, Robotics","Financial Services, Hardware, Internet Services, Lending and Investments, Manufacturing, Science and Engineering, Software",2,"Eric Van Den Eijnden, Guus Frericks",251-500,Seed,For Profit,,Private,"44,346"
