Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Pi Labs,https://www.crunchbase.com/organization/pi-labs-2,"Accelerator, Venture Capital",100,10,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Pi Labs is the VC backing the innovators who are transforming our relationship with the built world.,81,,39,Active,2015-01-01,year,http://www.pilabs.vc,https://www.linkedin.com/company/pi-labs-ltd-,"Finance, Innovation Management, Venture Capital","Financial Services, Lending and Investments, Professional Services",3,"Dominic Wilson, Faisal Butt, Mary Criebardis",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"1,631"
Skyland Ventures,https://www.crunchbase.com/organization/skyland-ventures,"Incubator, Venture Capital",100,5,"Tokyo, Tokyo, Japan",Asia-Pacific (APAC),A venture capital (VC) fund is focusing on seed startup investments. With a mission of “The Seed Maker. & Unlearning.”,93,2,26,Active,2012-08-01,day,http://skyland.vc,https://www.linkedin.com/company/skyland-ventures/about/,"Blockchain, FinTech, Venture Capital, Web3","Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Other",2,"Max Kinoshita, Yoshihiko Kinoshita",11-50,"Early Stage Venture, Seed",,,Private,"5,480"
Crane Venture Partners,https://www.crunchbase.com/organization/crane-venture-partners,Venture Capital,98,5,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",VC firm investing into seed and early stage intelligent enterprise and deep tech companies in Europe.,59,,47,Active,2015-08-30,day,https://www.crane.vc/,https://www.linkedin.com/company/crane-venture-partners,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Krishna Visvanathan, Scott Sage",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,459
P101,https://www.crunchbase.com/organization/programma-101,Venture Capital,98,16,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",P101 is a venture capital firm that focuses on early-stage investments in the digital sector.,56,,63,Active,2013-12-19,day,https://www.p101.it/en/,http://www.linkedin.com/company/2962722,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Andrea Di Camillo,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,319"
Chrysalix Venture Capital,https://www.crunchbase.com/organization/chrysalix-energy,Venture Capital,97,13,"Vancouver, British Columbia, Canada",,Chrysalix is an early-stage industrial innovation venture capital firm.,41,2,27,Active,2001-01-01,year,http://www.chrysalix.com/,https://www.linkedin.com/company/851941?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1432748436825%2Ctas%3Achrysalix%20energy,"Clean Energy, Industrial Automation, Innovation Management, Mining, Oil and Gas, Robotics, Smart Cities, Solar, Sustainability, Venture Capital","Energy, Financial Services, Hardware, Lending and Investments, Manufacturing, Natural Resources, Professional Services, Real Estate, Science and Engineering, Software, Sustainability",2,"Dr. Wal Van Lierop, Michael J. Brown",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"10,122"
Kindred Capital,https://www.crunchbase.com/organization/kindredcapital,Venture Capital,95,7,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Kindred is an early stage venture capital fund based in London that practises equitable venture.,54,,30,Active,2015-01-01,year,http://www.kindredcapital.vc/,https://www.linkedin.com/company/kindred-capital-vc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"Leila Zegna, Mark Evans, Russell Buckley, Tracy Doree",1-10,Seed,,,Private,566
Foundamental,https://www.crunchbase.com/organization/foundamental,Venture Capital,95,5,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",First partner to exceptional founders re-creating the real world globally.,61,,19,Active,2019-01-01,year,https://foundamental.com,https://www.linkedin.com/company/foundamental/,"Architecture, Building Maintenance, Construction, Home Improvement, Home Renovation, Human Resources, Real Estate, Robotics, Venture Capital","Administrative Services, Financial Services, Hardware, Lending and Investments, Real Estate, Science and Engineering, Software",3,"Adam Zobler, Patric Hellermann, Shubhankar Bhattacharya",11-50,"Early Stage Venture, Seed, Venture",,,Private,"2,132"
Stellaris Venture Partners,https://www.crunchbase.com/organization/stellaris-venture-partners,Venture Capital,94,8,"Bangalore, Karnataka, India",Asia-Pacific (APAC),"Stellaris Venture Partners is an early-stage, technology-focused investment firm based in Bengaluru.",57,1,51,Active,2016-01-01,year,http://stellarisvp.com/,https://www.linkedin.com/company/stellaris-venture-partners/,"Angel Investment, Venture Capital","Financial Services, Lending and Investments",3,"Alok Goyal, Rahul Chowdhri, Ritesh Banglani",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,881
Maven 11 Capital,https://www.crunchbase.com/organization/maven-11-capital,Venture Capital,94,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Capital Fund in Blockchain & Distributed Ledger Technology (DLT),78,,17,Active,2015-09-01,day,https://www.maven11.com,https://www.linkedin.com/company/maven11/,,,1,Jochem Wieringa,11-50,"Convertible Note, Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",,,Private,"4,363"
Basis Set Ventures,https://www.crunchbase.com/organization/basis-set-ventures,Venture Capital,93,7,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Basis Set is an early-stage investment firm focused on scaling human potential with artificial intelligence.,68,,15,Active,2017-07-01,month,https://www.basisset.com,https://www.linkedin.com/company/basis-set,"Business Development, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Lan Xuezhao,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,408
NAP,https://www.crunchbase.com/organization/nap-vc,Venture Capital,93,4,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","NAP is a Berlin-based pre-seed and seed venture capital investor, investing in European technology companies.",52,,33,Active,2016-01-01,year,https://www.nap.vc/,https://www.linkedin.com/company/napvc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",6,"Claude Ritter, Dominik Matyka, Marcel Hollerbach, Markus Fuhrmann, Rouven Dresselhaus, Stefan Walter",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"1,629"
Axeleo Capital,https://www.crunchbase.com/organization/axeleo-sas,Venture Capital,92,14,"Lyon, Rhone-Alpes, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Axeleo Capital is a Venture Capital firm specializing in early-stage investments across Europe in B2B Software and Greentech sectors,72,,41,Active,2017-01-06,day,http://www.axc.vc,http://htps//www.linkedin.com/company/3277365,Venture Capital,"Financial Services, Lending and Investments",2,"Eric Burdier, Mathieu Viallard",11-50,"Early Stage Venture, Seed, Venture",,,Private,"2,180"
Silicon Badia,https://www.crunchbase.com/organization/silicon-badia,Venture Capital,92,23,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Silicon Badia is a venture capital firm that invests in technology companies globally.,75,2,22,Active,2011-01-01,year,http://www.siliconbadia.com,https://www.linkedin.com/company/silicon-badia,Finance,Financial Services,3,"Emile Cubeisy, Fawaz H. Zu’bi, Namek Zu'bi",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"11,658"
Mosaic Ventures,https://www.crunchbase.com/organization/mosaic-ventures,Venture Capital,91,25,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","We back founders who are reimagining the world. We invest $1-10m early, in those building daring adventures across Europe.",64,6,25,Active,2014-07-01,day,http://www.mosaicventures.com/,http://www.linkedin.com/company/mosaic-ventures,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",3,"Mike Chalfen, Simon Levene, Toby Coppel",11-50,"Early Stage Venture, Seed, Venture",,,Private,671
Macquarie Capital,https://www.crunchbase.com/organization/macquarie-capital-funds,Corporate Venture Capital,91,27,"Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia","Macquarie Capital Funds provides banking, financial, advisory and funds management services to institutional, corporate and retail clients.",76,9,49,Active,2000-01-01,year,http://www.macquarie.com/us/about/company/macquarie-capital,,"Advice, Banking, Finance, Financial Services","Financial Services, Lending and Investments, Media and Entertainment",,,1001-5000,"Late Stage Venture, Private Equity, Venture",,Made Acquisitions,Private,"5,706"
Initial Capital,https://www.crunchbase.com/organization/initial-capital,Venture Capital,91,22,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Initial Capital is an investor in seed and early-stage technology companies with a focus on games, consumer services & technology enablers.",69,,24,Active,2010-10-06,day,http://www.initialcapital.com,http://www.linkedin.com/company/2154584,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",6,"Ken Lamb, Kristian Segerstrale, Sam Lababidi, Shukri Shammas, Tarek Abuzayyad, Tareq Naqib",1-10,"Early Stage Venture, Seed",,,Private,"59,573"
Flying Fox Ventures,https://www.crunchbase.com/organization/flying-fox,Venture Capital,90,1,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia",Flying Fox operates as an early-stage capital firm.,63,,5,Active,2021-01-01,year,https://www.flyingfox.vc/,https://www.linkedin.com/company/flying-fox-vc/about/,,,2,"Kylie Frazer, Rachael Neumann",1-10,"Early Stage Venture, Seed, Venture",,,Private,"10,057"
Flori Ventures,https://www.crunchbase.com/organization/flori-ventures,Venture Capital,90,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Flori is a seed-stage venture fund sponsor supporting a more inclusive financial system.,87,,8,Active,2021-01-01,year,https://www.floriventures.com/,https://www.linkedin.com/company/floriventures/,"Blockchain, Credit, Cryptocurrency, Financial Services, FinTech, Impact Investing, Sustainability","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software, Sustainability",4,"Barb Izzo, Maria Alegre, Ryan Nesbitt, Tomer Bariach",1-10,Seed,,,Private,"16,624"
Limburgse Reconversie Maatschappij,https://www.crunchbase.com/organization/limburgse-reconversie-maatschappij,"Private Equity Firm, Venture Capital",90,15,"Hasselt, Limburg, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","Limburgse Reconversie Maatschappij is a private equity firm financing ICT, media, life sciences, cleantech, and energy companies.",74,,12,Active,1994-01-01,year,http://www.lrm.be/en,http://www.linkedin.com/company/49353,"Biotechnology, CleanTech, Life Science","Biotechnology, Science and Engineering, Sustainability",,,51-100,"Early Stage Venture, Seed",,Made Acquisitions,Private,"23,082"
TotalEnergies Ventures,https://www.crunchbase.com/organization/total-energy-ventures-international,"Corporate Venture Capital, Venture Capital",89,19,"La Défense, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",TotalEnergies Ventures is TotalEnergies' venture capital arm focusing on climatech start-ups.,60,7,10,Active,2008-01-01,year,https://ventures.totalenergies.com,https://www.linkedin.com/company/totalenergies,"Clean Energy, Energy, Renewable Energy, Sustainability, Transportation, Venture Capital","Energy, Financial Services, Lending and Investments, Sustainability, Transportation",2,"Jean Odoux, Thuy Bui",10001+,"Convertible Note, Early Stage Venture, Late Stage Venture",,Was Acquired,Private,"24,214"
MIG Capital,https://www.crunchbase.com/organization/mig-ag,Venture Capital,89,12,"München, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","MIG is a leading German VC investor, focused on early to mid-stage Deep Tech and Life Science companies.",37,3,41,Active,2004-12-15,day,http://www.mig.ag/en/,https://www.linkedin.com/company/mig-capital-ag/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Jürgen Kosch, Michael Motschmann",11-50,"Early Stage Venture, Late Stage Venture",,,Private,"52,579"
BACKED VC,https://www.crunchbase.com/organization/backed-vc,Venture Capital,88,9,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","BACKED is the human-centric venture capital fund. We invest in exceptional founders, at Seed, in Europe.",61,,22,Active,2015-01-01,year,http://backed.vc/,https://www.linkedin.com/company/backed-vc,"Biotechnology, Blockchain, Consumer, FinTech, Venture Capital","Biotechnology, Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Science and Engineering",3,"Alex Brunicki, Andre de Haes, Sonia Maciuszewicz",1-10,"Early Stage Venture, Seed, Venture",,,Private,"1,537"
BlueYard Capital,https://www.crunchbase.com/organization/blueyard-capital,Venture Capital,87,1,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",BlueYard seeks to invest in founders with transforming ideas that decentralize markets.,63,,35,Active,2016-01-01,day,http://blueyard.com/,https://www.linkedin.com/company/blueyard-capital,"Cryptocurrency, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",2,"Ciarán O'Leary, Jason Whitmire",11-50,"Early Stage Venture, Seed, Venture",,,Private,"1,201"
Fly Ventures,https://www.crunchbase.com/organization/fly-ventures,"Micro VC, Venture Capital",87,7,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Fly Ventures is a first check VC for technical founders solving hard problems.,52,,40,Active,2016-06-01,month,http://www.fly.vc,https://www.linkedin.com/company/fly-ventures/,Venture Capital,"Financial Services, Lending and Investments",2,"Fredrik Bergenlid, Gabriel Matuschka",1-10,"Early Stage Venture, Seed",,,Private,"1,334"
Kingsway Capital,https://www.crunchbase.com/organization/kingsway-capital,Venture Capital,87,8,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Kingsway Capital is a investment management firm.,69,2,30,Active,2013-01-01,year,http://www.kingswaycap.com,,"Finance, Financial Services",Financial Services,1,Manuel Stotz,11-50,"Convertible Note, Debt, Early Stage Venture, Initial Coin Offering, Late Stage Venture, Post-Ipo, Seed, Venture",,,Private,"14,592"
DSM Venturing,https://www.crunchbase.com/organization/dsm-venturing,Corporate Venture Capital,87,12,"Heerlen, Limburg, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","DSM Venturing is the corporate venture arm of Royal DSM, investing in startups in sectors of animal and human health & nutrition and biomed.",65,4,46,Active,2002-01-01,year,https://www.dsm-firmenich.com/ventures,https://www.linkedin.com/showcase/dsm-firmenich-venturing,Venture Capital,"Financial Services, Lending and Investments",,,11-50,"Early Stage Venture, Seed",,,Private,"43,630"
Better Ventures,https://www.crunchbase.com/organization/better-ventures,Venture Capital,85,8,"Oakland, California, United States","San Francisco Bay Area, West Coast, Western US",Better Ventures backs entrepreneurs building a better world.,62,,17,Active,2010-01-01,year,http://better.vc,https://www.linkedin.com/company/3018222,"Finance, Financial Services, FinTech, Impact Investing, Sustainability, Transportation, Venture Capital","Financial Services, Lending and Investments, Sustainability, Transportation",3,"Jacob Gibson, Rick Moss, Wes Selke",1-10,"Early Stage Venture, Seed",,,Private,907
VilCap Investments,https://www.crunchbase.com/organization/vilcap-investments,Venture Capital,85,16,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",VilCap Investments deploys critical risk capital to early-stage companies peer-selected from Village Capital accelerator programs.,80,,3,Active,2014-10-01,day,https://vilcapinvestments.com,https://www.linkedin.com/company/vilcap-investments/,"Agriculture, Clean Energy, Education, Finance, Health Care","Agriculture and Farming, Education, Energy, Financial Services, Health Care, Sustainability",2,"Ross Baird, Victoria Fram",1-10,"Debt, Early Stage Venture, Private Equity, Seed",,,Private,"7,411"
Bienville Capital,https://www.crunchbase.com/organization/bienville-capital-management,"Hedge Fund, Incubator, Private Equity Firm, Venture Capital",84,13,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Bienville is a New York-based investment firm managing capital for select institutional and family office clients. ,72,4,13,Active,2008-12-01,month,https://www.bienvillecapital.com/,https://www.linkedin.com/company/bienville-capital-management,"Emerging Markets, Financial Services, FinTech, Real Estate","Financial Services, Other, Real Estate",3,"Billy Stimpson, Cullen Thompson, Ralph Reynolds",11-50,"Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed",,,Private,"10,552"
Aerion Partners,https://www.crunchbase.com/organization/aerion-partners,Venture Capital,84,9,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Aerion Partners is a global venture capital firm with more than $1.8B million under management.,84,,,Active,2007-03-03,day,https://www.aerionpartners.com/,,Venture Capital,"Financial Services, Lending and Investments",,,11-50,"Early Stage Venture, Late Stage Venture",,,Private,"22,866"
SkyVision Capital,https://www.crunchbase.com/organization/skyvision-capital,"Family Investment Office, Incubator, Venture Capital",84,3,"Hong Kong, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),SkyVision Capital promotes new decentralized technology and its development.,81,1,5,Active,2021-01-01,year,https://www.skyvisioncapital.com,https://www.linkedin.com/company/skyvisioncapital/,,,1,Mark Dominick,11-50,"Early Stage Venture, Initial Coin Offering, Post-Ipo, Seed, Venture",,,Private,"24,496"
PROfounders Capital,https://www.crunchbase.com/organization/profounders-capital,Venture Capital,83,20,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",PROfounders Capital is an early-stage VC backed by successful entrepreneurs and focused on investing in technology start-ups across Europe.,57,,26,Active,2009-06-01,day,https://www.profounderscapital.com/,https://www.linkedin.com/company/profounders-capital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",7,"Brent Hoberman, Jonathan Goodwin, Michael Birch, Peter Dubens, Rogan Angelini-Hurll, Sean Seton-Rogers, Stella Schuck",1-10,"Early Stage Venture, Seed",,,Private,"2,309"
Inkef,https://www.crunchbase.com/organization/inkef-capital,Venture Capital,83,18,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Inkef focuses on early-stage venture investing in European companies active in technology and healthcare.,50,2,43,Active,2010-01-01,year,https://www.inkef.com,https://www.linkedin.com/company/inkef,"Biotechnology, Finance, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",,,11-50,Early Stage Venture,,,Private,"4,255"
Peak,https://www.crunchbase.com/organization/peak-capital,Venture Capital,83,8,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","The early-stage VC fully backed by entrepreneurs - with the scars to prove it. Pre-Seed - Series A • SaaS, Marketplaces & Platforms • Europe",61,,50,Active,2007-01-01,day,http://www.peak.capital,https://www.linkedin.com/company/738629/,"FinTech, IaaS, Marketplace, PaaS, SaaS, Software","Commerce and Shopping, Financial Services, Software",5,"Adopt IQ, Hein Siemerink, Heleen Dura - van Oord, Johan van Mil, Stefan Bary",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"11,492"
Route 66 Ventures,https://www.crunchbase.com/organization/route-66-ventures,Venture Capital,83,15,"Alexandria, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",Route 66 Ventures provides venture capital and credit solutions to emerging financial technology and services companies.,50,3,30,Active,2012-01-01,year,http://route66ventures.com,http://www.linkedin.com/company/route-66ventures-llc,"Consumer Lending, Credit, Financial Services, FinTech, Insurance, Venture Capital, Wellness","Financial Services, Health Care, Lending and Investments",2,"L Michael Meyer, Ryan Katz",11-50,"Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"20,267"
SV Investment Corp,https://www.crunchbase.com/organization/sv-investment-corp,Venture Capital,83,3,"Seoul, Seoul-t'ukpyolsi, South Korea",Asia-Pacific (APAC),SV Investment Corp is a venture capital firm.,70,1,27,Active,2006-01-01,year,http://www.svinvestment.co.kr/,https://www.linkedin.com/company/svinvestment,Financial Services,Financial Services,,,11-50,Early Stage Venture,,,Private,"35,142"
Future Energy Ventures,https://www.crunchbase.com/organization/future-energy-ventures,Venture Capital,82,11,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Future Energy Ventures is a Venture capital and collaboration platform that brings together corporate partners and  start-ups.,59,,23,Active,2020-10-01,day,https://fev.vc,https://www.linkedin.com/company/futureenergyventures/,"Energy, Green Building, Transportation, Venture Capital","Energy, Financial Services, Lending and Investments, Real Estate, Sustainability, Transportation",1,Jan Lozek,11-50,"Early Stage Venture, Late Stage Venture",,,Private,"3,589"
Vorwerk Ventures,https://www.crunchbase.com/organization/vorwerk-direct-selling-ventures,Venture Capital,82,13,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Backing early-stage startups that drive positive impact for people and planet,52,1,30,Active,2007-01-01,year,https://vorwerkventures.com,https://www.linkedin.com/company/vorwerk-direct-selling-ventures-gmbh/?viewAsMember=true,Venture Capital,"Financial Services, Lending and Investments",2,"Dirk Meurer, Norbert Muschong",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"11,879"
Rheingau Founders,https://www.crunchbase.com/organization/rheingau-founders,Venture Capital,81,12,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Rheinhau Founders is a Berlin&Munich based venture capital firm,48,3,22,Active,2011-01-01,year,http://rheingau-founders.com,http://www.linkedin.com/company/rheingau-founders,"Finance, Financial Services, FinTech, Incubators, Media and Entertainment, SaaS, Venture Capital","Financial Services, Lending and Investments, Media and Entertainment, Software",5,"Johann Reich, Kai Hansen, Marius Weber, Philipp Hartmann, Tobias Johann",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"22,482"
DeFiance Capital,https://www.crunchbase.com/organization/defiance-capital-96c1,Venture Capital,81,3,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",DeFiance Capital is a Decentralized Finance (DeFi) focused cryptoasset fund.,74,,15,Active,2020-01-01,year,https://www.defiance.capital/,https://www.linkedin.com/company/defiance-capital/,"Decentralized Finance (DeFi), Finance, Financial Services, FinTech","Blockchain and Cryptocurrency, Financial Services",1,Arthur Cheong,1-10,,,,Private,"74,131"
Bonsai Partners,https://www.crunchbase.com/organization/bonsai-partners,"Secondary Purchaser, Venture Capital",80,17,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","Bonsai Partners is a venture capital firm investing in both primary and secondary opportunities, in tech startups from Europe",61,1,12,Active,2018-10-01,month,https://www.bonsaipartners.eu,https://www.linkedin.com/company/bonsaipartners/,,,4,"Andrés de la Morena, Javier Cebrián Monereo, Juan Teijeiro, Martí Escursell",1-10,"Early Stage Venture, Late Stage Venture, Secondary Market, Seed, Venture",,,Private,"1,012"
Nex Cubed,https://www.crunchbase.com/organization/nex-cubed,"Accelerator, Entrepreneurship Program, Venture Capital",80,5,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Nex Cubed is a pre-seed venture accelerator on a mission to invest in and uplift underrepresented founders and underserved communities.,77,1,1,Active,2016-01-01,year,http://nex3.com/,https://www.linkedin.com/company/nex-cubed,"Business Development, Finance, Financial Services, Information Services","Financial Services, Information Technology, Professional Services",4,"Bill Malloy, Kelsey Morgan, Kip Quackenbush, Nick Phillips",11-50,"Early Stage Venture, Seed",,,Private,"5,942"
Maki.vc,https://www.crunchbase.com/organization/maki-vc,Venture Capital,79,5,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Maki.vc is a deep tech and brand-driven VC investing in pre-seed and seed stage companies.,46,,35,Active,2018-01-01,year,https://maki.vc/,http://linkedin.com/company/11442093,,,2,"Ilkka Kivimaki, Pirkka Palomaki",1-10,"Early Stage Venture, Seed",,,Private,394
Better Tomorrow Ventures,https://www.crunchbase.com/organization/better-tomorrow-ventures-bebf,Venture Capital,79,2,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Better Tomorrow Ventures (BTV) is an early stage fintech focused fund that leads rounds in pre-seed and seed-stage companies.,52,,40,Active,2020-01-01,month,http://btv.vc,https://www.linkedin.com/company/better-tomorrow-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Jacob Gibson, Sheel Mohnot",1-10,"Early Stage Venture, Seed",,,Private,769
Blue Horizon Corporation,https://www.crunchbase.com/organization/blue-horizon-corporation,"Private Equity Firm, Venture Capital",79,4,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Blue Horizon is an investment firm that invests in companies and businesses in the agriculture and food processing sector.,65,,20,Active,2016-01-01,year,https://www.bluehorizon.com/,https://www.linkedin.com/company/bluehorizoncorp/,"Agriculture, Farming, Finance, Financial Services, Food and Beverage, Food Processing, Sustainability, Venture Capital","Agriculture and Farming, Financial Services, Food and Beverage, Lending and Investments, Sustainability",2,"Michael Kleindl, Roger Lienhard",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",For Profit,,Private,"2,235"
APY Ventures,https://www.crunchbase.com/organization/apy-ventures,Venture Capital,78,1,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",APY Ventures is a venture capital firm focused on early stage technology startups.,63,,28,Active,,,https://www.apyventures.com/,https://www.linkedin.com/company/apyventures/,,,,,11-50,Early Stage Venture,,,Private,"4,594"
InnovationQuarter,https://www.crunchbase.com/organization/innovation-quarter,Venture Capital,76,8,"The Hague, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",InnovationQuarter is the regional development agency for South Holland.,58,1,15,Active,2014-01-01,day,http://www.innovationquarter.nl/,https://www.linkedin.com/company/innovationquarter,"Business Development, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Rafael Koene,101-250,"Early Stage Venture, Late Stage Venture, Seed",For Profit,,Private,"5,187"
FoodLabs,https://www.crunchbase.com/organization/atlantic-food-lab,"Entrepreneurship Program, Incubator, Venture Capital",76,4,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","FoodLabs is a venture studio and investor for startups that shape the future of nutrition, sustainability and health.",55,,29,Active,2016-01-01,year,http://foodlabs.com/,https://www.linkedin.com/company/atlantic-food-labs/,"Health Care, Nutrition, Sustainability, Venture Capital","Financial Services, Food and Beverage, Health Care, Lending and Investments, Sustainability",1,Christophe Maire,11-50,"Early Stage Venture, Seed, Venture",For Profit,,Private,"10,478"
MCJ,https://www.crunchbase.com/organization/mcj,Venture Capital,76,,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",MCJ backs extraordinary founders driving the transition of energy and industry and tackling the inevitable impacts of climate change.,62,,,Active,2019-01-01,year,https://mcj.vc,https://www.linkedin.com/company/mcjcollective,"Business Development, Finance, Financial Services, Information Technology, Media and Entertainment","Financial Services, Information Technology, Media and Entertainment, Professional Services",1,Jason Jacobs,1-10,"Early Stage Venture, Late Stage Venture, Seed",For Profit,,Private,"13,158"
Blockchange Ventures,https://www.crunchbase.com/organization/blockchange-ventures,Venture Capital,76,3,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Blockchange Ventures is an investing firm that invest in early-stage blockchain companies, protocols, and applications.",65,,30,Active,2017-08-01,month,http://www.blockchange.vc,https://www.linkedin.com/company/blockchange-ventures/,"Blockchain, Finance, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other",1,Caroline Kassie,1-10,"Early Stage Venture, Initial Coin Offering, Private Equity, Seed, Venture",,,Private,"17,007"
Presto Ventures,https://www.crunchbase.com/organization/presto-ventures,Venture Capital,75,2,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Presto Ventures is a venture capital fund empowering talented CEE start-up founders.,59,,37,Active,2016-01-01,year,https://www.prestoventures.com/,https://www.linkedin.com/company/b-vc/,"Business Development, Finance, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Přemysl Rubeš,11-50,"Early Stage Venture, Seed, Venture",,,Private,"2,966"
