Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
N&V Capital,https://www.crunchbase.com/organization/n-v-capital,"Family Investment Office, Venture Capital",9,,"Vaduz, Vaduz, Liechtenstein","Europe, Middle East, and Africa (EMEA)",N & V Capital is a family-owned venture capital boutique focused on European investments.,8,,1,Active,,,https://www.nvcapital.li/,https://www.linkedin.com/company/n-v-capital/about/,,,,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"37,977"
Segulah Medical Acceleration,https://www.crunchbase.com/organization/segulah-medical-acceleration,"Private Equity Firm, Venture Capital",9,1,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Segulah Medical Acceleration is a investment company focusing on innovative medical technology companies.,9,1,6,Active,2021-01-01,year,https://segulahmedical.com/,https://www.linkedin.com/company/segulah-medical-acceleration/,,,1,Gabriel Urwitz,1-10,"Early Stage Venture, Private Equity",,,Private,"38,108"
Investitions- und Förderbank,https://www.crunchbase.com/organization/investitions-und-förderbank,Investment Bank,9,,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","IFB Hamburg is an investment institution and development bank based in Hamburg, Germany.",9,,3,Active,2013-01-01,year,https://www.ifbhh.de/,https://www.linkedin.com/company/hamburgische-investitions-und-foerderbank,Financial Services,Financial Services,,,101-250,"Grant, Seed",,,Private,"38,271"
Brian Lent,https://www.crunchbase.com/person/brian-lent,"Individual/Angel, Investment Partner",9,,"Bellevue, Washington, United States","Greater Seattle Area, West Coast, Western US","Founder | CEO | CTO | Investor | Board Member | AI-Pioneer in AI, Data, Cloud/Edge Computing Brian Lent is the Chief Analytics & Data Offic...",8,,,,,,https://auger.com,https://www.linkedin.com/in/brian-lent,,,,,,"Early Stage Venture, Private Equity, Seed, Venture",,,,"38,354"
B4YO Capital,https://www.crunchbase.com/organization/b4yo-capital,Venture Capital,9,,"Sisli, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",B4YO Capital is established to assist entrepreneurs to develop their business.,8,,3,Active,2019-01-01,year,https://www.b4yocapital.com/,https://www.linkedin.com/company/b4yo-capital/,,,5,"Ahmet Özman, Gökhan Beydoğan, Halil Bolak, Tayfun Bayazıt, Özgün Bardız",1-10,Seed,,,Private,"38,416"
Healthy.Capital,https://www.crunchbase.com/organization/healthy-capital-00ba,Venture Capital,9,,"Plein, Noord-Brabant, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Healthy.Capital invests in health & care startups.,8,,4,Active,2017-01-01,year,https://healthy.capital,https://www.linkedin.com/company/healthydotcapital,,,1,Douwe Jippes,1-10,"Early Stage Venture, Seed",,,Private,"38,828"
Demis Hassabis,https://www.crunchbase.com/person/demis-hassabis-98bf,Individual/Angel,9,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Demis Hassabis is the Chief Executive Officer of Isomorphic Labs. He graduated from University College London.,8,,,,,,http://demishassabis.com/,https://www.linkedin.com/in/demishassabis/,,,,,,Seed,,,,"39,206"
Telos Ventures,https://www.crunchbase.com/organization/telos-ventures,"Micro VC, Venture Capital",9,2,"Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Founded in 2013, Telos Ventures is an American early-stage venture capital fund investing in technology, education, and lifestyle startups.",9,,1,Active,2013-03-04,day,http://www.telosvc.com/,https://www.linkedin.com/company/telos-ventures,Venture Capital,"Financial Services, Lending and Investments",2,"David Kim, Eric Quan",1-10,Seed,For Profit,,Private,"39,239"
Katharina Juenger,https://www.crunchbase.com/person/katharina-jünger,Individual/Angel,9,2,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Founder and former CEO of teleclinic.com. Germany's first and leading telemedicine platform.  Active business angel and board advisor.  Curr...,9,1,,,,,https://www.cadepartners.com,https://www.linkedin.com/in/katharina-juenger-69677a64/,,,,,,,,,,"39,444"
Bjarke Staun-Olsen,https://www.crunchbase.com/person/bjarke-staun-olsen,"Individual/Angel, Investment Partner",9,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Bjarke Klinge Staun is a Principal at Creandum, a leading European early stage venture capital firm with a portfolio that includes Spotify, ...",9,,,,,,,https://www.linkedin.com/in/bjarkestaun,,,,,,,,,,"39,570"
Matt Rockman,https://www.crunchbase.com/person/matt-rockman,Individual/Angel,9,1,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Matt is an investor in venture businesses and will soon be basing himself in the United States working with Square Peg Capital. He invests a...,6,,2,,,,http://www.squarepegcap.com/matt-rockman.html,http://au.linkedin.com/pub/matt-rockman/18/34/82b,,,,,,Seed,,,,"39,654"
Plan B Ventures,https://www.crunchbase.com/organization/plan-b-ventures,Angel Group,9,1,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",Plan B Ventures (PBV) is a Boston-based privately funded partnership which provides equity funding to early stage cleantech and life,9,1,1,Active,2010-01-01,year,http://planbv.com,,,,1,Alejandro Blanco,1-10,"Early Stage Venture, Seed",,,Private,"39,892"
Scale Capital,https://www.crunchbase.com/organization/scale-capital-2,"Private Equity Firm, Venture Capital",9,2,"Santiago, Region Metropolitana, Chile",Latin America,Mid Market Growth and Private Equity firm,9,,7,Active,2011-01-01,year,http://scale.capital/,https://www.linkedin.com/company/scalecap,Finance,Financial Services,2,"Nils Galdo, Oliver Flögel",1-10,"Private Equity, Venture",,Made Acquisitions,Private,"40,320"
David Schneider,https://www.crunchbase.com/person/david-schneider-3,Individual/Angel,9,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",David Schneider is the Co-Founder and Co-CEO of Zalando SE. He previously worked at Gondrand International AG as a Key-Account-Manager. Davi...,8,,1,,,,,https://www.linkedin.com/in/david-schneider-340097124,,,,,,Seed,,,,"40,752"
Unirisco Galicia,https://www.crunchbase.com/organization/unirisco,Venture Capital,9,,"Santiago De Compostela, Galicia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",First venture capital company linked to projects originated in universities. We invest in companies at pre-seed and seed stages.,5,,2,Active,2000-11-13,day,https://www.unirisco.com/en/unirisco/,https://es.linkedin.com/company/uniriscocapitalriesgo,"Advanced Materials, Artificial Intelligence (AI), Big Data, Chemical, Education, Food and Beverage, Internet of Things, Nanotechnology, Pharmaceutical","Artificial Intelligence (AI), Data and Analytics, Education, Food and Beverage, Health Care, Internet Services, Manufacturing, Science and Engineering, Software",,,1-10,"Early Stage Venture, Seed",,,Private,"40,763"
The Ingenious Group,https://www.crunchbase.com/organization/the-ingenious-group,Private Equity Firm,9,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Ingenious Media is a British media investment and advisory group.,9,,6,Active,1998-01-01,year,http://www.theingeniousgroup.co.uk/,https://www.linkedin.com/company/the-ingenious-group/,Financial Services,Financial Services,1,Patrick McKenna,11-50,"Early Stage Venture, Seed, Venture",,,Private,"40,768"
BioCity Group,https://www.crunchbase.com/organization/biocity-nottingham,"Accelerator, Incubator",9,,"Nottingham, Nottingham, United Kingdom","Europe, Middle East, and Africa (EMEA)",BioCity Group is a business incubator that aides in the creation and development of life science businesses.,7,,1,Active,2002-01-01,year,http://www.biocity.co.uk/,http://www.linkedin.com/company/biocity-nottingham,Incubators,"Financial Services, Lending and Investments",1,Glenn Crocker,11-50,"Early Stage Venture, Seed, Venture",For Profit,,Private,"41,000"
MIT Alumni Angels of Northern California,https://www.crunchbase.com/organization/mit-angels,Angel Group,9,1,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",MIT Alumni Angels of Northern California is an alumni network conducting due diligence on investments at technical and business level.,8,,1,Active,2013-01-01,year,https://www.mitalumniangelsnorcal.com ,https://www.linkedin.com/company/mitaanc/,"Angel Investment, Finance, Financial Services","Financial Services, Lending and Investments",,,101-250,Seed,,,Private,"41,111"
Utrecht Health Seed Fund,https://www.crunchbase.com/organization/utrecht-health-seed-fund,Venture Capital,9,,"Utrecht, Utrecht, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Utrecht Health Seed Fund looks to invest a minimum of €100K – €250K in the form of a convertible loan or equity.,6,,,Active,2020-03-01,month,https://uhsf.nl/en/,https://www.linkedin.com/company/utrecht-holdings/?originalSubdomain=nl,,,,,11-50,"Debt, Early Stage Venture, Seed",,,Private,"41,192"
Construct Venture,https://www.crunchbase.com/organization/construct-venture,"Corporate Venture Capital, Venture Capital",9,1,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Construct Venture is a NOK 80M joint fund between AF Gruppen and OBOS.,8,,1,Active,2018-01-01,year,https://www.constructventure.no,https://www.linkedin.com/company/constructventure/,,,,,1-10,Early Stage Venture,,,Private,"41,325"
Stefano Bernardi,https://www.crunchbase.com/person/stefano-bernardi,"Individual/Angel, Investment Partner",9,2,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Stefano Bernardi is the Investment Director, Climate at Fondazione  ENEA Tech.",9,,,,,,,http://www.linkedin.com/in/stefanobernardi,,,,,,Seed,,,,"41,434"
AvanTech Ventures,https://www.crunchbase.com/organization/avantech-ventures,"Private Equity Firm, Venture Capital",9,1,"Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",AvanTech Ventures is the early-stage global VC,8,,1,Active,2017-01-01,year,http://avantechvc.com/,https://www.linkedin.com/company/27201512/,"Finance, Venture Capital","Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed",,,Private,"41,562"
Scytale Ventures,https://www.crunchbase.com/organization/scytale-ventures,Venture Capital,9,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Scytale Ventures is a team of investment management experts, blockchain technology experts, and entrepreneurs.",9,,5,Active,2017-01-01,year,http://scytale.ventures/,https://www.linkedin.com/company/scytale-ventures/,"Cryptocurrency, Information Technology, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Information Technology, Lending and Investments, Payments, Software",3,"Marcel Rebros, Mark Cachia, Mattia Gagliardi",11-50,"Early Stage Venture, Seed, Venture",,,Private,"41,599"
Fashion Capital Partners,https://www.crunchbase.com/organization/fashion-capital-partners,"Micro VC, Venture Capital",9,3,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Fashion Capital Partners is an investment company based in Paris aimed at investing in early-stage Fashion & Luxury tech start-ups.,9,,4,Active,2013-01-01,year,http://fashioncapitalpartners.com/,http://www.linkedin.com/company/fashion-capital-partners,Venture Capital,"Financial Services, Lending and Investments",2,"Céline Lippi, Francesco Maio",11-50,"Early Stage Venture, Seed",,,Private,"41,696"
Bitspiration Booster,https://www.crunchbase.com/organization/bitspiration-news,Venture Capital,9,,"Kraków, Malopolskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","Bitspiration is the only early stage, deep tech VC focusing on resilient technologies.",5,,6,Active,2020-06-01,day,http://bitspiration.com/,https://www.linkedin.com/company/bitspiration/about/,"News, Venture Capital","Content and Publishing, Financial Services, Lending and Investments, Media and Entertainment",4,"Andrzej Targosz, Paulina Mazurek, Robert Chang, Wojciech Burkot",1-10,"Early Stage Venture, Seed",,,Private,"41,700"
W.A. DE VIGIER,https://www.crunchbase.com/organization/w-a-de-vigier,Entrepreneurship Program,9,,"Solothurn, Solothurn, Switzerland","Europe, Middle East, and Africa (EMEA)",The goal is to give financial support to young entrepreneurs in Switzerland to start their buissnesses.,8,,6,Active,1987-01-01,year,http://www.devigier.ch,https://www.linkedin.com/company/w-a-de-vigier,"Banking, Financial Services, Information Technology, Virtual Reality","Financial Services, Hardware, Information Technology, Lending and Investments, Software",,,1-10,,For Profit,,Private,"41,774"
RBV Capital,https://www.crunchbase.com/organization/rbv-capital,Venture Capital,9,2,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",RBV Capital is a Zug-based life sciences VC firm established in 2014.,7,,4,Active,2013-01-01,year,http://www.rbvcapital.com,https://www.linkedin.com/company/rusbio-ventures,Venture Capital,"Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Late Stage Venture",,,Private,"41,784"
Unger Group,https://www.crunchbase.com/organization/unger,Family Investment Office,9,1,"Weiden, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Unger Group is an investment company that invests in real estate and equity investments.,3,,,Active,2004-01-01,year,https://unger-cm.de,,,,1,Peter Unger,1-10,"Early Stage Venture, Seed",,,Private,"41,863"
HZG Group,https://www.crunchbase.com/organization/hzg-group,"Incubator, Venture Capital",9,1,"Coburg, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","HZG Group offers investments and focuses on establishing young enterprises as well as sustainable, successful business models.",9,,7,Active,1997-01-01,year,https://www.hzg-group.com/en/,https://www.linkedin.com/company/hzg-group,"Impact Investing, Sustainability","Financial Services, Lending and Investments, Sustainability",,,11-50,"Early Stage Venture, Seed",,,Private,"41,871"
Netsolid Investments,https://www.crunchbase.com/organization/netsolid,"Private Equity Firm, Venture Capital",9,,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)",We support digital marketing and traffic projects,9,,6,Active,2019-01-01,year,https://netsolidinvest.com/,https://www.linkedin.com/company/netsolidinvestments,"Advertising, Affiliate Marketing, Digital Marketing, Gambling, Gaming, SEO","Advertising, Gaming, Internet Services, Sales and Marketing",1,Roman Doroshenko,11-50,"Early Stage Venture, Private Equity, Seed",,,Private,"41,915"
Beehive Capital,https://www.crunchbase.com/organization/beehive-capital,Venture Capital,9,2,"Toronto, Ontario, Canada",Great Lakes,Venture capital firm with an emphasis on value add for start ups and the LPs that support us,9,,,Closed,2019-04-01,day,https://www.hive.vc,,"E-Commerce, Education, Health Care, Information Technology, Internet, Software","Commerce and Shopping, Education, Health Care, Information Technology, Internet Services, Software",1,Eli Tenenbaum,1-10,"Early Stage Venture, Seed",,,Private,"41,933"
Mindvest Venture Capital,https://www.crunchbase.com/organization/mindvest-venture-capital,Venture Capital,9,,"Sisli, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Mindvest primarily invests in early stage fintech startups.,8,,,Active,,,https://mindvest.vc/tr,https://www.linkedin.com/company/themindvest/,"Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed",,,Private,"42,152"
Berlin Angel Fund,https://www.crunchbase.com/organization/berlin-angel-fund,"Angel Group, Venture Capital",9,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Berlin Angel Fund is a brand of BACB the venture capital partner of Business Angels Club Berlin-Brandenburg e.V. (BACB).,9,,2,Active,2018-01-01,year,https://www.berlinangelfund.vc,https://www.linkedin.com/company/berlin-angel-fund,,,,,1-10,"Early Stage Venture, Seed",,,Private,"42,171"
Nunatak Capital,https://www.crunchbase.com/organization/nunatak-capital,Venture Capital,9,1,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Nunatak Capital is an emerging growth stage Venture Capital Fund.,9,,2,Active,2019-01-01,year,https://nunatakcapital.com/,https://www.linkedin.com/company/nunatak-capital/,,,1,Piotr Ciżkowicz,11-50,Seed,,,Private,"42,215"
SQUARE Knowledge Ventures,https://www.crunchbase.com/organization/square-knowledge-ventures,Venture Capital,9,,"Copacabana, Rio de Janeiro, Brazil",Latin America,SQUARE Knowledge Ventures offers venture building and investments in primary and secondary learning and education institutions.,9,,2,Active,2020-01-01,year,https://www.square.tec.br/,https://www.linkedin.com/company/square-knowledge,"Angel Investment, Education, Impact Investing, Primary Education, Secondary Education, Venture Capital","Education, Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed",,,Private,"42,539"
Founders Network Fund,https://www.crunchbase.com/organization/founders-network-fund,Venture Capital,9,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","FN Fund is a seed-stage venture capital firm affiliated with Founders Network (FN), an invite-only community of tech startup founders.",8,,,Active,,,https://foundersnetworkfund.com/,https://www.linkedin.com/company/founders-network,,,1,Kevin Holmes,1-10,"Early Stage Venture, Seed",,,Private,"42,570"
Dan Bragiel,https://www.crunchbase.com/person/dan-bragiel,"Individual/Angel, Investment Partner",9,3,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Dan Bragiel has co-founded 2 companies and has been involved in startups for the past 10 years.  He began with mobile gaming at Paragon 5...,9,,,,,,,https://www.linkedin.com/in/danbragiel,,,,,,Seed,,,,"42,840"
Tera Portfoy,https://www.crunchbase.com/organization/tera-portfoy,Venture Capital,9,2,"Sariyer, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Tera portfoy is a financial institution that offers products and investments.,7,,,Active,1990-01-01,year,https://www.teraportfoy.com/,https://www.linkedin.com/company/teraportfoy/,"Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",,,11-50,"Early Stage Venture, Seed",,,Private,"42,863"
Michael Baum,https://www.crunchbase.com/person/michael-baum,"Individual/Angel, Investment Partner",9,1,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Michael Baum is a successful Silicon Valley serial entrepreneur who has built billion dollar companies. Michael is the founder and CEO of FO...,6,,1,,,,http://www.founder.org,http://www.linkedin.com/in/michaelthebaum,,,,,,Seed,,,,"42,982"
RR² CAPITAL,https://www.crunchbase.com/organization/rr²-capital,Venture Capital,9,,"Andorra La Vella, Andorra la Vella, Andorra","Europe, Middle East, and Africa (EMEA)",RR² CAPITAL is a venture capital firm that provides investment services.,9,,1,Active,2021-01-01,year,https://www.rr2.capital/,,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Aleph Zero,,"Early Stage Venture, Seed, Venture",,,Private,"43,065"
Anyon Holding,https://www.crunchbase.com/organization/anyon-holding-gmbh,Venture Capital,9,1,"Eschborn, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Anyon partners with the most ambitious PropTech entrepreneurs to turn early-start ideas into real estate transformers.,7,,4,Active,2016-01-01,year,https://anyon.com/,https://www.linkedin.com/company/anyon-holding,"Financial Services, Real Estate, Venture Capital","Financial Services, Lending and Investments, Real Estate",2,"Dennis Lips, Rupprecht Rittweger",1-10,Seed,,,Private,"43,408"
MAD Ventures GmbH,https://www.crunchbase.com/organization/mad-ventures-gmbh,"Accelerator, Angel Group",9,,"Innsbruck, Tirol, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",ACCELERATE THE GROWTH OF YOUR INNOVATION,4,,6,Active,2018-04-20,day,https://www.mad.ag/,https://www.linkedin.com/company/mad-ventures-gmbh,,,,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"43,634"
Pariter Partners,https://www.crunchbase.com/organization/pariter-partners,"Syndicate, Venture Capital",9,1,"Milano, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)","Pariter Partners is a largest Syndicate in Italy, investing in early stage deep-tech teams and advanced service solution startups.",9,,2,Active,2017-01-01,year,http://www.pariterpartners.com/,https://www.linkedin.com/company/pariter-partners/about/,Venture Capital,"Financial Services, Lending and Investments",,,1-10,Early Stage Venture,,,Private,"43,766"
Brabant Development,https://www.crunchbase.com/organization/brabant-development,Government Office,9,,"Tilburg, Noord-Brabant, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","Brabant Development is a public organization connecting entrepreneurs, knowledge institutes, and the government.",8,,,Active,,,https://business.gov.nl/running-your-business/business-location/establishing-or-relocating-a-business/the-brabant-development-agency/,,,,,,101-250,,For Profit,,Private,"43,958"
EDP Ventures,https://www.crunchbase.com/organization/edp-ventures-394e,Venture Capital,9,1,"Lisboa, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",EDP Ventures is a venture capital investment firm.,7,,1,Active,,,,https://www.linkedin.com/company/edp/,,,,,11-50,Early Stage Venture,For Profit,,Private,"44,052"
Czysta3.vc,https://www.crunchbase.com/organization/czysta3-vc,Venture Capital,9,,"Wroclaw, Dolnoslaskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Capital Fund with a capitalisation of 50 mln PLN focused on early stage technology companies especially martech.,8,,6,Active,2017-09-01,month,http://www.czysta3.vc,https://www.linkedin.com/company/14807741,Venture Capital,"Financial Services, Lending and Investments",2,"Radek Tadajewski, Szymon Janiak",11-50,Seed,,,Private,"44,241"
Altair Capital,https://www.crunchbase.com/organization/altair-capital,Micro VC,9,1,"Calgary, Alberta, Canada",,AltaIR Capital is a financial services firm that provides business valuation and M&A advisory services.,6,,1,Active,2011-01-01,year,http://altair-capital.com,https://www.linkedin.com/company/altair-capital-inc-/about/,"Advice, Consulting, Finance, Financial Services","Financial Services, Media and Entertainment, Professional Services",,,1-10,Seed,,,Private,"44,396"
European Union Agency for the Space Programme,https://www.crunchbase.com/organization/european-union-agency-for-the-space-programme,Government Office,9,1,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Linking space to user needs.,9,,6,Active,2021-05-12,day,https://www.euspa.europa.eu/,https://www.linkedin.com/company/euspa,"Aerospace, Navigation","Navigation and Mapping, Science and Engineering",,,101-250,"Grant, Non Equity Assistance",,,Private,"44,674"
ARIA Fund,https://www.crunchbase.com/organization/aria-fund,"Private Equity Firm, Venture Capital",9,2,"Warszawa, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",ARIA is an independent PE and VC fund management company run by professionals with a variety of business backgrounds.,7,,5,Active,2015-01-01,year,http://ariafund.com/,https://www.linkedin.com/company-beta/10364998/,"Business Development, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Dariusz Lewandowski,11-50,"Early Stage Venture, Private Equity",,,Private,"44,708"
Ahmed Medhat,https://www.crunchbase.com/person/ahmed-medhat,Individual/Angel,9,1,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Ahmed Medhat - Research Scientist, Core Data Science @ Meta",9,,,,,,,https://www.linkedin.com/in/ahmedmedhatm/,,,,,,Seed,,,,"45,021"
Youcef Oudjidane,https://www.crunchbase.com/person/youcef-oudjidane,"Individual/Angel, Investment Partner",9,,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",Youcef Oudjidane is the Co-Founder of Elevate. He previously worked at Class 5 Global as a Managing Partner. Youcef Oudjidane attended the U...,8,,,,,,https://www.oudji.com,https://www.linkedin.com/in/youcef-oudjidane-78886345,,,,,,,,,,"45,649"
Paul Stahura,https://www.crunchbase.com/person/paul-stahura,Individual/Angel,9,1,"Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",Paul Stahura has been a technology entrepreneur for decades.  He founded domain name registrar eNom in his garage in 1997 with little capita...,7,,1,,,,,https://www.linkedin.com/in/paulstahura,,,,,,Seed,,,,"46,016"
NRG Ventures,https://www.crunchbase.com/organization/nrg-ventures,Venture Capital,9,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",New generation venture capital fund that supports global B2B technology startups founded by immigrants from the former Soviet Union (FSU),9,,1,Active,2021-04-01,month,https://nrgvc.com/,https://www.linkedin.com/company/nrgvc,"Drones, E-Commerce, Hardware, Human Resources, Impact Investing, Internet of Things, Retail, Robotics, SaaS, Supply Chain Management","Administrative Services, Commerce and Shopping, Consumer Electronics, Consumer Goods, Financial Services, Hardware, Internet Services, Lending and Investments, Science and Engineering, Software, Transportation",1,Roman Tyan,11-50,"Early Stage Venture, Seed",,,Private,"46,022"
Capsa Vida,https://www.crunchbase.com/organization/capsa-vida,Corporate Venture Capital,9,1,"Granda, Asturias, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Capsa Vida is a corporate venture capital firm of Alimentaria Peñasanta SA. It focuses on investments in innovative foodtech projects.,8,,9,Active,,,https://capsavida.com/,https://www.linkedin.com/company/capsa-vida/,Venture Capital,"Financial Services, Lending and Investments",,,1-10,Seed,,,Private,"46,039"
Quiet Ventures,https://www.crunchbase.com/organization/quiet-ventures,Venture Capital,9,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Quiet Ventures is a venture studio.,8,,,Active,2018-01-01,day,https://www.quietventures.com/,https://www.linkedin.com/company/quietventures,Product Design,Design,,,1-10,,,,Private,"46,128"
Rimonci Capital,https://www.crunchbase.com/organization/rimonci-capital,Venture Capital,9,2,"Beijing, Beijing, China",Asia-Pacific (APAC),A dedicated to China-Israel cross border investment.,7,,4,Active,2016-01-01,year,https://www.rimonci.com,https://www.linkedin.com/company/rimonci-capital,,,2,"Eddie Wang, Richel Liu",11-50,Early Stage Venture,,,Private,"46,745"
Steve Olechowski,https://www.crunchbase.com/person/steve-olechowski,Individual/Angel,9,3,"Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",Steve Olechowski is Founder and CEO of Blinkfire Analytics.,8,,,,,,,http://www.linkedin.com/in/steveobd,,,,,,Seed,,,,"47,404"
Bionova Capital,https://www.crunchbase.com/organization/hovione-capital,Venture Capital,9,,"Lisbon, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)","Bionova Capital is a healthcare-focused venture capital firm, investing in early-stage startups across Europe.",6,,1,Active,2015-05-13,day,http://www.bionovacapital.com/,https://www.linkedin.com/company/bionovacapital/,"Biotechnology, Life Science, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"47,446"
Mariusz Gralewski,https://www.crunchbase.com/person/mariusz-gralewski,Individual/Angel,9,1,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Mariusz Gralewski is the Co-Founder and Co-Chief Executive Officer of ZnanyLekarz. Mariusz Gralewski attended the Warsaw University of Techn...,8,,1,,,,,https://www.linkedin.com/in/mariusz-gralewski-054a5976,,,,,,,,,,"48,120"
Justas Janauskas,https://www.crunchbase.com/person/justas-janauskas,Individual/Angel,9,1,"Vilnius, Vilniaus Apskritis, Lithuania","European Union (EU), Europe, Middle East, and Africa (EMEA)","Justas Janauskas is a CEO at Vinted, mobile social shopping platform for pre-loved fashion.",8,,,,,,http://vinted.com,https://lt.linkedin.com/in/jjanauskas,,,,,,Seed,,,,"48,247"
Harald McPike,https://www.crunchbase.com/person/harald-mcpike,"Individual/Angel, Investment Partner",9,,"Nassau, New Providence, Bahamas",,Harald McPike is a successful quantitative trader and global private investor.,7,,5,,,,,,,,,,,"Early Stage Venture, Late Stage Venture, Seed",,,,"48,297"
Roselake Ventures,https://www.crunchbase.com/organization/roselake-ventures-limited,"Micro VC, Venture Capital",9,,"Wan Chai, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Investing in Game-changing early-stage tech startups in Africa and other emerging markets.,9,,,Active,2021-10-01,month,https://www.roselake.vc,https://www.linkedin.com/company/roselake-ventures/,,,3,"Jeff Yuan, Jerry Yang, Lingxiu Zhang",1-10,"Early Stage Venture, Seed",,,Private,"48,404"
